mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/BbMajor_count,Bminor_count,A#/Bbminor_count,BMajor_count
INFJ,NF,INFJ ,6SFksFdWOroKz2hdBQUTVl,50,0.50262,0.159391303,0.37748,0.237540997,-12.4195,6.79837553,0.84,0.37032804,0.063338,0.057307249,0.597774,0.343015274,0.173866,0.117780269,0.297442,0.213536939,116.50022,32.19315376,0.23164581,0.358125425,1,2,0,7,0,6,0,3,2,4,1,4,0,0,2,2,1,7,0,3,0,0,1,4
INFJ,NF,infj,0orl46UhHRXojf8ZItBfgA,18,0.582611111,0.110981789,0.628055556,0.14933085,-6.872777778,1.955797733,0.666666667,0.48507125,0.039894444,0.013098831,0.148112778,0.185354975,0.1473,0.099572923,0.409338889,0.190375719,117.0191667,27.80318417,0.046516247,0.137161214,1,3,0,0,0,1,0,0,1,2,1,2,1,1,0,0,1,2,0,0,1,1,0,0
INFJ,NF,infj smoke mix,1hBm1X5tuUT0ZzOx2QBNt5,50,0.71072,0.114754225,0.71278,0.163104986,-6.05338,2.796402192,0.66,0.478518121,0.127712,0.121937521,0.147319,0.216706261,0.215598,0.15005535,0.488536,0.234795803,118.42574,29.75361453,0.112046776,0.215946869,0,4,2,7,1,7,0,0,1,2,2,0,2,0,1,5,0,3,2,4,0,1,5,1
INFJ,NF,leo ✦ ✧ infj,2QOceFDNlMbLvDZ4JZ3QxD,50,0.55468,0.161427236,0.59674,0.183925097,-7.0782,2.642550013,0.52,0.50467205,0.069576,0.081644642,0.2448886,0.254244235,0.211956,0.19420897,0.384246,0.241969908,126.04768,33.3687936,0.031582436,0.113425671,1,4,3,1,1,3,0,0,3,0,1,3,2,1,5,4,0,3,4,4,0,4,0,3
INFJ,NF,infj,7ewJEUHf1kmSfFg6p9mZOy,50,0.45864,0.189880065,0.346298,0.191252683,-12.11836,4.482198917,0.58,0.498569382,0.062118,0.055738898,0.5936934,0.329956855,0.16065,0.114862449,0.239114,0.173084723,111.88622,30.47714849,0.226039845,0.270453293,0,4,1,0,0,6,0,0,4,1,2,4,3,0,5,3,1,2,2,5,1,0,3,3
INFJ,NF,Infj-tunes,3UrvDHasRRMFOTOOlLCD5I,50,0.51994,0.137019053,0.46259,0.205801696,-9.86756,4.350030697,0.72,0.453557368,0.04596,0.038122852,0.436690506,0.358039952,0.17806,0.125289912,0.36472,0.194927934,117.91152,29.84843717,0.071322703,0.201233024,1,7,0,2,2,2,0,3,2,5,2,1,1,1,0,1,1,2,1,3,4,4,0,5
INFJ,NF,Infj,1K1NJmLPq0PJ271izjli5h,29,0.501827586,0.133516738,0.525441379,0.244749332,-9.764896552,5.593312521,0.620689655,0.493803974,0.039693103,0.027379319,0.398562666,0.331165342,0.181162069,0.121860952,0.349593103,0.244693267,112.6460345,31.03260422,0.314915241,0.368159273,1,0,0,2,1,2,0,1,1,2,1,4,1,1,1,2,1,3,1,0,1,3,0,0
INFJ,NF,INFJ raps,2K5XrVtTsaW9wyvFSR42uy,50,0.63804,0.098762333,0.56646,0.105989066,-8.34676,2.670050306,0.58,0.498569382,0.182198,0.121333318,0.3039332,0.254977234,0.177964,0.116020805,0.46458,0.18316103,123.9105,37.00919502,7.43E-05,0.00027016,1,2,3,7,1,2,0,0,3,1,2,4,3,0,1,2,1,4,2,1,1,2,2,5
INFJ,NF,INFJ,4ufZ8PHqSoowMXvRF38QNG,50,0.54634,0.137579159,0.61774,0.216648762,-8.9065,4.228820974,0.72,0.453557368,0.0452,0.020397249,0.229456898,0.232314862,0.213238,0.190947792,0.510088,0.225445073,117.22294,20.75595478,0.077042245,0.22010798,0,6,5,3,0,2,0,1,1,4,0,2,0,2,3,9,0,0,0,4,1,4,1,2
INFJ,NF,Infj/infp,1e4BKHIVcQkiAR4NWF5Jmn,50,0.59486,0.131791116,0.63202,0.197299885,-5.76022,2.707359797,0.7,0.46291005,0.07062,0.058187975,0.29550384,0.274836303,0.153352,0.123567364,0.425764,0.205066065,124.31572,29.89088501,0.012727461,0.058148458,3,7,1,5,2,5,0,1,1,1,2,2,1,0,0,5,0,2,2,5,0,2,1,2
INFJ,NF,Infj 4w5 Capricorn🍂🍂,35lFKRjmS2rM0Eb3057teB,50,0.55958,0.133356984,0.57078,0.252041889,-9.07208,4.366725046,0.88,0.328260723,0.056646,0.047275723,0.360144422,0.312386462,0.158274,0.18128025,0.4988,0.177336415,121.9607,31.88491549,0.028369957,0.131220912,3,2,0,2,1,6,0,3,0,2,0,8,0,3,0,10,0,1,1,4,1,1,0,2
INFJ,NF,INFJ,0if47lB7jA7a8InDapdOED,50,0.54156,0.164083871,0.50242,0.205132122,-7.724,3.691682212,0.76,0.431419111,0.046328,0.026491431,0.50201429,0.306511663,0.12885,0.071547659,0.415602,0.189813501,120.61644,29.97548635,0.02797581,0.111131964,2,4,0,0,2,6,0,4,0,1,0,5,3,2,1,2,0,2,0,4,4,4,0,4
INFJ,NF,Infj/infp,1e4BKHIVcQkiAR4NWF5Jmn,50,0.59486,0.131791116,0.63202,0.197299885,-5.76022,2.707359797,0.7,0.46291005,0.07062,0.058187975,0.29550384,0.274836303,0.153352,0.123567364,0.425764,0.205066065,124.31572,29.89088501,0.012727461,0.058148458,3,7,1,5,2,5,0,1,1,1,2,2,1,0,0,5,0,2,2,5,0,2,1,2
INFJ,NF,Infj 4w5 Capricorn🍂🍂,35lFKRjmS2rM0Eb3057teB,50,0.55958,0.133356984,0.57078,0.252041889,-9.07208,4.366725046,0.88,0.328260723,0.056646,0.047275723,0.360144422,0.312386462,0.158274,0.18128025,0.4988,0.177336415,121.9607,31.88491549,0.028369957,0.131220912,3,2,0,2,1,6,0,3,0,2,0,8,0,3,0,10,0,1,1,4,1,1,0,2
INFJ,NF,INFJ,0if47lB7jA7a8InDapdOED,50,0.54156,0.164083871,0.50242,0.205132122,-7.724,3.691682212,0.76,0.431419111,0.046328,0.026491431,0.50201429,0.306511663,0.12885,0.071547659,0.415602,0.189813501,120.61644,29.97548635,0.02797581,0.111131964,2,4,0,0,2,6,0,4,0,1,0,5,3,2,1,2,0,2,0,4,4,4,0,4
INFJ,NF,my INFJ vibes >>>>>,2hcAUR19SlEk47UmUXISK1,50,0.6238,0.142772403,0.59928,0.16049325,-6.71794,2.120764681,0.52,0.50467205,0.077784,0.058529422,0.303524786,0.266517088,0.17675,0.129634057,0.45446,0.176851167,118.4743,28.57127954,0.020349242,0.130941053,2,4,5,1,0,3,0,0,3,2,1,4,0,5,5,2,1,2,3,0,1,2,2,2
INFJ,NF,infj,0B9r59zF1OXwG843dD7lHH,50,0.57328,0.141483978,0.48718,0.173429712,-7.33332,2.690253053,0.78,0.418451958,0.05901,0.057306114,0.5418024,0.297287811,0.143078,0.0828016,0.338102,0.19172254,114.653,28.3384549,0.013656077,0.06059093,0,3,0,2,1,4,2,2,1,4,1,3,0,3,1,5,1,5,2,2,4,1,1,2
INFJ,NF,INFJ-T,6cmgKZ3qQHt8ohWzNB1xet,50,0.57014,0.150454415,0.80068,0.117921184,-5.0002,1.592200172,0.72,0.453557368,0.057674,0.034452391,0.030807928,0.047798702,0.191534,0.140742854,0.58446,0.238309883,130.08298,23.42474294,0.011858684,0.033104282,0,7,0,4,1,5,0,1,0,2,1,3,2,1,0,3,0,3,1,3,3,7,2,1
INFJ,NF,infj,6dGXucUoX2pMkHpwqf429t,50,0.6376,0.139220864,0.76068,0.171166161,-6.81224,3.320628528,0.62,0.490314351,0.10128,0.098541302,0.133171934,0.195556635,0.209566,0.18324202,0.366942,0.234669613,122.27782,17.1707078,0.499658806,0.367855324,3,3,1,5,1,1,0,0,0,1,1,0,6,0,0,11,2,7,0,1,1,2,3,1
INFJ,NF,infj girlies♡︎,7FpmxTJLnIkPKSpqRMuvyz,50,0.55482,0.109960975,0.5602,0.170858815,-7.89488,2.657123307,0.64,0.484873221,0.04932,0.0411095,0.45056028,0.323270282,0.124354,0.060249777,0.373058,0.173214768,116.6241,26.51179977,0.000466798,0.001368601,3,9,2,2,0,3,0,0,4,3,2,7,2,2,0,1,0,1,1,0,3,3,1,1
INFJ,NF,Infj ,6AOj9fJGrrsA400sicxXTu,50,0.60262,0.108826747,0.7083,0.167633985,-4.81212,1.920376851,0.5,0.505076272,0.072062,0.070483479,0.1723888,0.185331256,0.18392,0.095806938,0.49486,0.160903953,119.00096,29.27412003,0.000149947,0.000603878,4,0,4,5,4,2,0,0,1,2,3,4,2,3,1,1,1,5,0,0,1,3,2,2
INFJ,NF,Infj-T,5GA1EDLyM5KqLdXaCD9lda,50,0.604204545,0.136202411,0.612113636,0.162356801,-5.670272727,2.052943178,0.727272727,0.450510633,0.053122727,0.030618347,0.235929091,0.257660332,0.175806818,0.13727508,0.407347727,0.167028042,125.7730227,34.26694332,0.000516132,0.002638559,1,6,1,2,0,5,0,2,0,2,3,2,2,2,2,4,0,3,0,3,1,3,0,0
INFJ,NF,intj/infj ☆,1vI8MAM2u4BkrtEYlXUqwJ,50,0.4613,0.156713081,0.44582,0.22710545,-10.83314,4.612635132,0.5,0.505076272,0.040328,0.013109181,0.41928928,0.364033409,0.142578,0.083053895,0.272316,0.180930138,116.96162,26.04657108,0.183443612,0.308505836,3,7,1,2,2,5,2,1,4,1,3,0,2,3,2,1,1,0,3,3,1,2,0,1
INFJ,NF,Infj vibes,14HGkIZKEvLmC5lHgVY9qn,36,0.545861111,0.166185981,0.533694444,0.203886638,-7.898638889,2.829152121,0.75,0.439155033,0.066183333,0.06209522,0.357246111,0.318387894,0.1654,0.122040221,0.338638889,0.149984219,118.0020278,29.38098014,0.080462583,0.203826166,0,2,0,3,0,2,0,0,0,4,0,4,2,1,1,4,0,3,0,1,2,4,2,1
INFJ,NF,infj,3YWrlwqKPVKvQVavnWva6Y,50,0.58588,0.129182775,0.62518,0.13884725,-6.36834,2.433148406,0.46,0.503457434,0.075484,0.063385785,0.278984518,0.217908251,0.157362,0.125350032,0.427834,0.19542841,121.3565,31.94856668,0.023882346,0.119213175,2,2,3,1,3,2,2,0,2,0,2,3,2,2,1,2,3,2,3,3,6,2,2,0
INFJ,NF,Infj homossexual,1IKszu65JzRs77JMgWqcxH,50,0.61278,0.142055794,0.6108,0.215114777,-6.86222,3.540308013,0.5,0.505076272,0.0747,0.072056608,0.266731894,0.314163574,0.183648,0.148062183,0.53144,0.224232492,123.79304,27.21596562,0.058783708,0.185912264,2,6,4,5,0,1,0,1,3,0,3,1,6,1,1,4,1,3,4,2,0,0,1,1
INFJ,NF,Infj taste,0ujxEXbdGptzNmqFAYpCjX,50,0.52352,0.143850154,0.532918,0.221782209,-8.98648,3.725388095,0.52,0.50467205,0.042706,0.019576917,0.40058536,0.335177899,0.151432,0.091744306,0.411006,0.224013274,116.08666,25.71743143,0.005826817,0.018581224,3,5,3,1,2,3,0,1,1,1,3,4,5,0,1,3,2,1,1,3,2,3,0,2
INFJ,NF,INFJ,7mb8xYUp94bumGIg6N5OAK,33,0.558363636,0.126230399,0.626454545,0.17441296,-7.033272727,2.593414921,0.545454545,0.505649897,0.058709091,0.050491047,0.262925758,0.254579933,0.141845455,0.072879151,0.422072727,0.214396011,117.1168182,30.94667135,0.001506419,0.004246316,1,6,1,0,0,1,1,0,0,1,0,2,1,0,2,3,2,3,1,0,1,5,1,1
INFJ,NF,INFJ,5iY8XxjwhUBEXHDhrl7Q52,41,0.553853659,0.146360097,0.632,0.168271655,-7.757,2.860535378,0.414634146,0.498778997,0.061739024,0.061739035,0.23109379,0.256760108,0.184082927,0.128786115,0.37457561,0.215359323,112.8038537,25.57528779,0.112850054,0.241995905,1,0,1,2,1,1,0,0,4,1,3,2,2,3,2,3,1,2,4,2,0,4,1,1
INFJ,NF,INFJ (~‾▿‾)~,4Wlqnv3EuP0m1xxa4xHY9b,50,0.55774,0.144465773,0.68582,0.196945314,-6.85734,2.952769966,0.64,0.484873221,0.05261,0.039769244,0.242651028,0.291219563,0.164256,0.138827535,0.455788,0.237725657,123.09968,31.41582135,0.174134128,0.309213395,1,6,1,2,0,3,0,0,2,1,2,2,0,3,2,5,2,1,3,5,2,4,1,2
INFJ,NF,Infj Songs,77PrYEUXvBhGMmLou5Bcc0,50,0.59816,0.120014686,0.7082,0.173767262,-5.60118,2.185092168,0.44,0.501426536,0.102098,0.10079711,0.1618806,0.191217058,0.175842,0.125484111,0.451896,0.206578843,111.84038,26.66673818,0.001154495,0.004149292,1,3,6,2,2,3,1,0,1,2,6,3,3,2,1,1,0,2,1,2,1,3,3,1
INFJ,NF,infj *ੈ✩‧₊˚      ,2UQW5tOTF6z8ILvLSmGWaz,21,0.468095238,0.145539653,0.498142857,0.194272563,-9.482142857,2.595107209,0.571428571,0.507092553,0.039128571,0.017091406,0.386904048,0.347482308,0.137642857,0.070285643,0.3154,0.21251787,111.9634762,29.89156517,0.197614762,0.291507144,2,3,0,1,0,0,0,1,1,0,2,2,0,1,3,1,1,0,0,2,1,0,0,0
INFJ,NF,INFJ,72u1WzJYneY3abmNUQWI3K,50,0.40046,0.11564499,0.254766,0.176586423,-12.81424,3.72641833,0.76,0.431419111,0.03295,0.005865682,0.8069,0.190811398,0.139944,0.066905191,0.278734,0.155648764,116.72176,32.89636145,0.012769225,0.051189287,1,4,1,1,0,6,1,2,0,1,0,4,0,1,0,4,3,1,2,7,5,4,0,2
INFJ,NF,INFJ🍏 / Advocate🪄,4ldKaQ68oYugA1y1Gl1d5V,50,0.5496,0.112605687,0.47534,0.161233081,-8.93842,2.741969999,0.68,0.471212071,0.047756,0.039805784,0.4665177,0.333722368,0.157788,0.114519352,0.36202,0.204050387,117.43368,27.874042,0.073821918,0.211673815,4,2,1,0,0,4,0,2,2,1,0,3,0,3,0,7,2,3,4,3,3,1,2,3
INFJ,NF,infj,5EuGXGaiDLhMqTfsQHsRIL,37,0.537057143,0.107244071,0.398587143,0.220862982,-10.14471429,6.148377675,0.885714286,0.322802851,0.052694286,0.060979968,0.666271429,0.29391097,0.153917143,0.092133872,0.319945714,0.141140338,110.2647143,34.67330985,0.147459122,0.333460869,0,3,0,3,0,8,0,3,0,5,0,2,3,2,0,1,0,2,1,0,0,0,0,2
INFJ,NF,INFJ,3xbsIzoilqLJVL61nuUSeD,50,0.56664,0.130754601,0.58646,0.155702386,-7.00588,2.115267249,0.56,0.501426536,0.056338,0.072454039,0.27890872,0.275226778,0.15924,0.127443761,0.425458,0.207094076,115.87616,25.7187432,0.052821165,0.131291715,3,4,2,3,0,3,1,0,1,1,3,4,2,1,3,4,1,4,1,3,1,4,1,0
INFJ,NF,INFJ,6WPbc1Ra3swdvOnvNK9wJa,24,0.544041667,0.168901432,0.7854875,0.211448728,-5.377166667,3.754087589,0.5,0.510753918,0.087641667,0.07738441,0.124287708,0.23874287,0.1993375,0.139598417,0.469458333,0.234334206,114.1143333,29.37938793,0.000367497,0.001460284,0,1,0,0,3,0,0,0,3,0,2,2,0,1,0,2,0,2,0,2,1,2,2,1
INFJ,NF,INFJ,6MAq7ql3kSS2bIQPhGzX4h,50,0.61662,0.193629236,0.512102,0.20217341,-10.1056,4.462146084,0.56,0.501426536,0.078374,0.063732876,0.422777362,0.320279496,0.174358,0.178777726,0.42849,0.227301707,117.6326,31.24618802,0.191611932,0.32863882,1,3,1,1,1,1,1,0,1,1,4,1,3,4,2,5,2,7,4,2,1,1,1,2
INFJ,NF,INFJ Study (Piano),47Hk1SzsUS22hBEqk5DoRe,50,0.392726,0.157422993,0.068921,0.066624332,-26.0747,5.080256302,0.68,0.471212071,0.044006,0.011769043,0.98318,0.03364502,0.11411,0.082767351,0.189064,0.162737296,110.92196,38.29000174,0.90488,0.133303343,3,3,1,6,1,5,0,4,2,3,1,4,2,2,2,1,1,2,3,3,1,0,0,0
INFJ,NF,Infj,2qqQtJlrBHzHXr8kIm9dxh,50,0.5176,0.165719089,0.39176,0.213130218,-9.89698,4.835698445,0.66,0.478518121,0.051892,0.031130101,0.5722982,0.323394641,0.170362,0.14069353,0.326952,0.213382825,118.30984,32.98387708,0.093401675,0.260748907,0,4,5,3,0,5,0,1,2,3,1,2,2,2,1,3,0,4,2,1,1,3,1,4
INFJ,NF,INFJ nation,1feXqPJdG1yJX29jemBRXY,50,0.5323,0.135475165,0.60952,0.220466596,-8.60722,4.259201507,0.74,0.443087498,0.076234,0.094947316,0.29333154,0.271528164,0.183584,0.164584891,0.442098,0.224891454,113.67464,24.36117495,0.114011971,0.259420364,1,6,0,5,0,6,0,1,3,2,1,3,0,0,0,8,0,1,2,3,0,3,3,2
INFJ,NF,INFJ,5H1nh66wqEg7FnARSGtYMe,50,0.51194,0.11756499,0.45896,0.197470221,-7.72324,2.666551044,0.92,0.274047516,0.033062,0.007317268,0.492552094,0.300300613,0.152162,0.080784758,0.33992,0.155473056,126.9247,28.09332729,0.001293936,0.005246397,1,2,1,1,0,5,0,2,1,6,0,1,0,4,0,6,0,1,1,3,5,0,0,10
INFJ,NF,INFJ,6qbrCLKdiCx5ns2c3E3X8G,50,0.59506,0.123087394,0.48644,0.173558102,-7.541,2.59669865,0.76,0.431419111,0.05021,0.048852014,0.440972,0.27099331,0.160776,0.107626655,0.404738,0.197278172,117.73718,32.58714864,0.001783343,0.012227299,1,3,1,2,0,4,1,1,1,3,0,7,3,1,1,3,0,8,2,4,1,2,0,1
INFJ,NF,infj,7zx1fLzIH4OtTohUEoXkg7,50,0.61176,0.144744752,0.4978,0.163953079,-9.4541,3.435496276,0.48,0.50467205,0.06275,0.046174935,0.485483151,0.294492524,0.164532,0.126355772,0.46112,0.226706647,110.23676,29.28507353,0.260321308,0.344670824,5,2,4,2,1,0,0,1,1,3,2,3,2,2,1,2,1,3,3,0,3,2,4,3
INFJ,NF,INFJ,1F9lZBmdKiVB56RSTM2PYV,50,0.52952,0.129789349,0.62594,0.217682826,-7.8083,3.543831192,0.62,0.490314351,0.048316,0.039613816,0.26719936,0.337809053,0.176698,0.113128802,0.445248,0.263508892,119.229,30.72164275,0.147841154,0.283329789,1,4,1,3,1,4,1,1,0,3,1,3,0,3,3,2,3,2,3,3,2,5,0,1
INFJ,NF,Infj,5PLPXah1Zv1olW0rbgeqN5,50,0.519332,0.151387518,0.52842,0.220424367,-8.57694,4.008497771,0.62,0.490314351,0.051122,0.05479031,0.41483624,0.367288371,0.14563,0.086620724,0.393428,0.20575711,108.37838,26.22387654,0.069288788,0.19274261,3,5,0,0,1,5,1,2,2,3,2,4,1,2,0,1,1,2,1,3,3,5,2,1
INFJ,NF,INFJ,5hKg5SzL8CCBkNnV96Sjap,23,0.47626087,0.12824877,0.514,0.168037063,-8.143913043,2.785916577,0.608695652,0.499010879,0.052382609,0.048219617,0.378251609,0.335596597,0.16243913,0.124560408,0.259508696,0.143364592,115.8367391,32.57140957,0.052340471,0.133323445,1,2,0,0,2,1,0,1,1,2,0,1,1,1,0,0,1,1,1,2,2,1,1,1
INFJ,NF,INFJ-T,7rzQYrk58lwLhRgUbpvK3D,50,0.51882,0.168804886,0.56072,0.193604166,-7.47978,3.696279692,0.58,0.498569382,0.045726,0.022695031,0.35891036,0.341308321,0.147938,0.08504318,0.340198,0.17094443,118.53536,29.19392641,0.064291423,0.176818592,4,5,2,3,2,2,1,3,1,3,5,5,1,0,1,1,0,1,3,1,3,0,1,2
INFJ,NF,1% infj,4wXwztVnx0dDMKbLqx485Y,22,0.530090909,0.134380026,0.421,0.160392376,-8.431909091,2.143071003,0.863636364,0.351250087,0.036213636,0.009729449,0.544477727,0.335306235,0.137236364,0.070116553,0.367,0.172985273,130.3076364,30.59387169,0.007841626,0.022453565,0,1,0,1,0,2,0,4,1,1,0,1,2,2,0,0,0,2,0,2,3,0,0,0
INFJ,NF,Playlist for ENFJ INFJ ENFP INFP,6KSTM9BwJ4FSFVb2tuqfvI,50,0.63174,0.143886692,0.409356,0.167576318,-9.084,2.912359728,0.74,0.443087498,0.074106,0.054142787,0.564242,0.290989967,0.158446,0.120386258,0.448658,0.208312656,110.62046,30.30219086,0.083900977,0.231638712,1,4,4,2,1,4,0,4,2,2,1,5,0,4,0,4,0,2,1,3,0,2,1,3
INFJ,NF,INFJ,6bGI6VJ15f3YZdji9BmJV1,46,0.56276087,0.14729233,0.702673913,0.170723435,-6.120108696,2.822870928,0.543478261,0.503610155,0.07001087,0.058471035,0.169807878,0.217212097,0.179734783,0.154684278,0.423691304,0.243516654,125.788087,32.8117475,0.136720362,0.275798653,2,3,2,1,2,5,1,1,4,0,0,1,2,1,1,4,2,2,1,2,5,3,1,0
INFJ,NF,INFj:p❤️‍🩹,3eUSlZ0Zu5Ou6NOhK1HOj1,50,0.51148,0.17193357,0.400964,0.201184998,-9.68096,5.153147079,0.82,0.388087934,0.047232,0.049337647,0.6199196,0.303558406,0.150988,0.117974248,0.364056,0.195815015,117.52398,34.36090307,0.106176595,0.246386419,2,5,0,2,1,4,0,2,1,3,1,3,0,3,0,11,0,4,1,3,0,2,1,1
INFJ,NF,☆INFJ x ISFP☆,6O87123wUzpzi6WnH8W75v,44,0.524318182,0.130164078,0.685409091,0.169649066,-6.332409091,2.450589699,0.568181818,0.501055967,0.065163636,0.075242279,0.233281341,0.248086317,0.182795455,0.121050234,0.389231818,0.199413205,118.1069545,28.17961513,0.0603528,0.195589404,2,8,1,2,1,0,0,2,4,1,2,1,1,1,0,2,2,2,3,2,3,2,1,1
INFJ,NF,infj. ,3ejep4WLV3FNPS9l3R5hCe,29,0.558034483,0.123575449,0.419313793,0.210445748,-9.736344828,3.433648115,0.724137931,0.454858826,0.050065517,0.035845614,0.468155172,0.344615895,0.154355172,0.093355594,0.358472414,0.219604027,118.0960345,27.30099297,0.10441402,0.240335796,1,5,3,4,1,3,0,1,0,3,1,1,0,0,0,3,0,0,1,0,0,0,1,1
INFJ,NF,Infj,43Sq2kG4w8fyj9gaSv47xG,50,0.61774,0.118900028,0.633,0.170926646,-6.98604,3.334228057,0.52,0.50467205,0.100174,0.075815616,0.17753042,0.208049175,0.16575,0.114458516,0.344964,0.186909331,124.26986,24.9062839,0.212180316,0.343258526,0,3,2,6,2,4,0,0,4,0,6,0,0,3,1,2,2,2,4,1,3,1,2,2
INFJ,NF,infj songs,5TirEMPOFjeaVZo3mVClgM,50,0.4898,0.14320016,0.50368,0.180739574,-8.75494,2.999583607,0.7,0.46291005,0.05427,0.04492058,0.4825898,0.354663472,0.125642,0.049393865,0.307408,0.171832195,112.43544,29.24183684,0.100661927,0.229577228,4,4,1,3,0,6,0,3,1,1,0,8,0,1,1,2,1,1,2,1,4,5,0,1
INFJ,NF,INFJ 5w6 True playlist,7v7fTPvVMlYdui06yilLV0,50,0.52872,0.160052803,0.651732,0.24048507,-8.29492,4.774708235,0.54,0.503457434,0.09415,0.100730202,0.229458262,0.251825484,0.218264,0.177556672,0.409612,0.23004907,118.6201,29.80065765,0.142715586,0.312138837,2,5,2,2,1,4,0,0,5,2,3,3,2,1,2,3,0,3,3,3,0,2,1,1
INFJ,NF,an infj's playlist,46RBEDVwMR02aPL7l7tVJD,50,0.56388,0.155378096,0.548964,0.228156855,-8.9899,3.779349076,0.72,0.453557368,0.047908,0.03226634,0.30813214,0.311237008,0.1738,0.122490688,0.567004,0.227446824,121.7044,27.93946346,0.061058332,0.183401821,1,8,1,3,0,1,1,0,3,2,1,5,2,0,2,1,0,4,1,6,5,1,1,1
INFJ,NF,infj 4w5,7CE0VbmX2C4FjqRpvHC3Ud,50,0.604908,0.179885538,0.442152,0.187253632,-10.59126,4.563999087,0.48,0.50467205,0.084518,0.079624026,0.343827072,0.305793641,0.151816,0.11356521,0.514482,0.235967448,111.88626,28.81313435,0.225264491,0.338976136,1,3,2,2,5,1,2,1,2,1,4,3,1,1,3,4,2,3,2,3,1,0,2,1
INFJ,NF,INFJ 🍀,5xDU2UuZBgCcfpWf8XPGNf,50,0.5579,0.142336802,0.4295,0.162960274,-7.62008,2.633404554,0.82,0.388087934,0.04655,0.035968361,0.589344,0.263571913,0.14785,0.091652726,0.35128,0.202456869,111.27848,30.7227,0.029886279,0.135737672,3,2,1,1,0,5,0,6,1,2,0,3,1,3,0,6,1,7,1,2,4,0,1,0
INFJ,NF,infj / intj,1D9pkKfY7DCgGOd2EslcHr,31,0.514129032,0.159816508,0.542870968,0.179593196,-8.425064516,2.73333652,0.451612903,0.505879411,0.069493548,0.079616882,0.32989063,0.277431709,0.176554839,0.148400745,0.336774194,0.176992601,123.3156129,32.65633233,0.073466145,0.141064379,2,3,2,0,1,1,0,0,3,1,3,3,0,1,4,0,0,3,0,2,0,2,0,0
INFJ,NF,INFJ💖ENFP,0PjrHtsjN8Q8UBQkQKYUNM,50,0.51526,0.145882369,0.53601,0.243885224,-9.21856,3.283858247,0.54,0.503457434,0.042402,0.013255811,0.389738558,0.376464921,0.15987,0.12566021,0.345752,0.226453865,125.15118,27.62162196,0.188351453,0.290448321,0,7,2,3,0,3,0,1,4,1,3,1,3,1,2,4,1,1,3,2,2,2,3,1
INFJ,NF,INFJ,0NGvIBFeJaZaOuAxVNAtZf,26,0.564038462,0.121646202,0.639115385,0.163806063,-6.655192308,1.888446409,0.423076923,0.503831474,0.046976923,0.024220013,0.164912658,0.229505753,0.145592308,0.071344146,0.449961538,0.209958754,122.2714615,33.06140345,0.010804093,0.029597999,1,1,0,0,1,0,0,0,1,0,2,1,0,1,2,2,0,1,5,2,2,2,1,1
INFJ,NF,infj,6rFTJfbbCljltWMvKJbKvs,49,0.550081633,0.150642905,0.676612245,0.196536873,-7.291265306,2.71710733,0.367346939,0.487077918,0.066291837,0.076762436,0.2139341,0.237363254,0.184689796,0.162523259,0.432895918,0.22196434,118.8052653,24.20084249,0.116638113,0.24297525,2,4,2,3,4,2,0,0,4,0,3,0,3,0,2,1,1,2,2,1,2,5,3,3
INFJ,NF,infj - 4w5 struggles,55SxceZzZHpmjmx8hzPLNc,50,0.54326,0.132101818,0.5185,0.193550737,-10.04486,4.969445196,0.46,0.503457434,0.04986,0.053930938,0.326146551,0.311759033,0.194438,0.15989434,0.399246,0.208669761,115.75196,22.76567562,0.102327599,0.215440313,3,1,5,7,2,1,1,1,3,1,2,1,2,1,2,4,0,2,4,3,1,2,1,0
INFJ,NF,INFJ,05ACvQCXah651u8cmbbcy5,50,0.59854,0.140482871,0.60764,0.190536381,-5.70336,1.945186658,0.82,0.388087934,0.068294,0.080437943,0.37968144,0.289438809,0.167848,0.137269082,0.4785,0.177256214,112.88104,35.93003255,0.00294326,0.018597484,0,4,0,3,1,4,0,1,0,3,3,1,1,3,0,6,1,3,1,6,4,1,1,3
INFJ,NF,likely INFJ taste ☄️,4RyGVhYgYohhThsCMPTcbU,50,0.51058,0.148903899,0.55022,0.179534124,-7.24192,2.274990988,0.68,0.471212071,0.045234,0.026459284,0.343044,0.322681775,0.15623,0.092089959,0.329312,0.149983974,118.53252,28.42079224,0.041116556,0.15781327,2,3,3,2,0,2,0,1,0,2,4,8,1,4,0,0,1,3,2,2,4,3,0,3
