mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/AbMajor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,F#/GbMajor_count,Gminor_count,G#/Abminor_count,Aminor_count,Dminor_count
ISTJ,SJ,♤ mcsm oc cuz POG,1o1xdjRboUDqOcZkli2hdg,50,0.4603,0.139104608,0.552848,0.237734181,-8.98062,5.14809404,0.72,0.453557368,0.046484,0.029411884,0.331161268,0.357887305,0.158262,0.095446916,0.35778,0.198766261,126.32178,33.59170027,0.172592667,0.315970748,2,7,0,3,5,0,1,4,2,2,4,1,2,4,4,1,3,0,0,1,0,0,2,2
ISTJ,SJ,ISTJ,0btPl7vXX9UZxMZNG1ksCG,17,0.656058824,0.122265833,0.768529412,0.162259097,-4.240941176,1.624797313,0.529411765,0.514495755,0.103858824,0.086957203,0.158707206,0.223113879,0.180064706,0.103997758,0.562705882,0.162051213,122.5025294,26.61208216,7.29E-05,0.000223038,2,1,0,4,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
ISTJ,SJ,One Song for Every MBTI,5ng1bCMZzaUl7EcM6bR8Du,16,0.5585,0.153815907,0.72275,0.212512431,-5.5346875,3.22828063,0.6875,0.478713554,0.07046875,0.039429206,0.175511687,0.283724291,0.22528125,0.158850732,0.53470625,0.214267731,132.0555625,31.96529105,0.002625501,0.005992166,0,4,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0
ISTJ,SJ,ISTJ,3F3d7vaMhEBbjOOX81j5ye,24,0.578666667,0.124688365,0.64125,0.193593534,-6.965166667,2.837724696,0.833333333,0.380693494,0.052041667,0.02814549,0.33177125,0.333736391,0.17675,0.103612564,0.494625,0.160893919,118.9222083,24.98999198,0.011900613,0.057319799,1,2,1,0,3,0,1,1,2,0,1,0,1,2,4,0,1,0,1,2,1,0,0,0
ISTJ,SJ,🎹 June,3E5gYNTS4RMZxYh2l9nWwy,50,0.50814,0.167084118,0.623876,0.212205582,-8.99548,4.259621475,0.7,0.46291005,0.054134,0.055643316,0.297396414,0.307983437,0.146334,0.08816528,0.498946,0.281621396,133.80138,26.03835908,0.331748161,0.355809498,1,5,1,2,8,0,1,1,1,2,3,0,7,2,3,4,1,2,2,0,2,0,0,2
ISTJ,SJ,istj,7M9jUgbyrJPzFFwrXR7FxU,27,0.568333333,0.117693213,0.549296296,0.186891127,-8.045,2.663669938,0.777777778,0.423659273,0.052914815,0.047591674,0.37703427,0.279676,0.173207407,0.109176374,0.393288889,0.215497366,133.5557778,28.33063071,0.146902179,0.293545468,0,3,0,1,1,1,0,1,3,1,3,0,1,3,2,0,0,0,0,4,1,0,1,1
ISTJ,SJ,🦚 Witherspoon of Everblood ⛓,7AV2rsmxsfpU2qFZzXBT4K,50,0.50124,0.142522688,0.507542,0.211280272,-9.95314,3.819943001,0.46,0.503457434,0.046132,0.03835469,0.44089154,0.333761624,0.167532,0.128570828,0.362868,0.196386825,111.06932,26.41516088,0.167238854,0.332320615,1,3,2,4,5,1,1,5,2,4,0,2,1,3,3,5,0,3,1,0,0,1,2,1
ISTJ,SJ,GOAL GETTERS 🎯 HUSTLE & CONQUER 🌇  ABUNDANCE 💄 STEM WOMEN MAGIC 🤍 ,2zn5EVVP0xg6j0Ueaazt59,34,0.740529412,0.129882053,0.663705882,0.09145939,-6.424264706,1.283214248,0.588235294,0.499554168,0.10335,0.072658884,0.085101676,0.085016853,0.131167647,0.073333661,0.514805882,0.209240807,129.5280294,29.13332441,0.020089082,0.114492231,1,4,2,6,3,0,0,2,0,1,0,3,2,1,2,1,0,1,2,0,1,0,2,0
ISTJ,SJ,Maxie vibes (oc),5lPw04yM6d3SB0SR1A55GH,31,0.573806452,0.160762023,0.620380645,0.232292951,-7.949290323,5.9311513,0.677419355,0.475190963,0.068545161,0.077371402,0.336930452,0.314864549,0.162216129,0.118859567,0.491493548,0.234142346,115.9420323,28.5691983,0.175170749,0.34523132,1,2,1,1,3,0,1,1,3,1,3,1,3,1,0,1,1,2,2,1,0,0,2,0
ISTJ,SJ,Aspen Balamor,36getXzxllaIznMIg1jIUM,18,0.599777778,0.10849427,0.709833333,0.204790926,-5.6145,2.181951238,0.5,0.514495755,0.073283333,0.067595077,0.170942778,0.23250449,0.17805,0.116279694,0.548111111,0.246478943,119.2206111,26.74015007,0.050070669,0.212363973,0,0,0,3,1,0,1,2,0,1,1,1,1,0,2,0,0,2,0,0,1,1,0,1
ISTJ,SJ,🦚 Witherspoon of Everblood ⛓,7AV2rsmxsfpU2qFZzXBT4K,50,0.50124,0.142522688,0.507542,0.211280272,-9.95314,3.819943001,0.46,0.503457434,0.046132,0.03835469,0.44089154,0.333761624,0.167532,0.128570828,0.362868,0.196386825,111.06932,26.41516088,0.167238854,0.332320615,1,3,2,4,5,1,1,5,2,4,0,2,1,3,3,5,0,3,1,0,0,1,2,1
ISTJ,SJ,Istj,18ohGr4VxIISq3KAzOyBN4,9,0.624888889,0.157810364,0.554,0.232286999,-8.977666667,4.826674917,0.333333333,0.5,0.046988889,0.024696075,0.287488889,0.323345943,0.1872,0.165009295,0.4867,0.262689189,109.1618889,20.00449017,0.000697324,0.001857308,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
ISTJ,SJ,milkcore,7rhI9N2SyUBEKlN9bjYCnx,50,0.54384,0.163047052,0.598298,0.221271427,-8.22552,4.211416148,0.62,0.490314351,0.06332,0.041828396,0.30119904,0.324723254,0.187428,0.140006926,0.40062,0.206013529,133.53074,26.78689911,0.188551637,0.330438302,3,12,3,3,3,2,0,1,1,1,2,1,1,3,2,2,2,2,1,1,0,0,3,1
ISTJ,SJ,MBTI - ISTJ,2J6irnN5SQ8egVi9IcDmZI,2,0.6635,0.004949747,0.6445,0.047376154,-7.6395,3.775243105,1,0,0.0323,0.009758074,0.2715,0.214253355,0.1295,0.031819805,0.5975,0.214253355,106.9525,9.822420297,0.17850555,0.252429272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ISTJ,SJ,ISTJ,43n7zh8YTmfQeCx8ir5xGc,17,0.575,0.192057934,0.465705882,0.170413015,-8.27,2.324258484,0.529411765,0.514495755,0.060311765,0.047726668,0.446566471,0.300974204,0.132552941,0.073592995,0.453170588,0.212549305,127.3713529,35.67934074,0.075793241,0.209093825,2,1,0,1,0,0,1,0,1,1,0,0,1,1,0,2,2,0,1,0,1,0,0,2
ISTJ,SJ,heskel elrius,6PikY3bKhRje2HCfaPmVNY,18,0.393111111,0.147855609,0.517766667,0.275628695,-10.88244444,6.458227331,0.277777778,0.460888599,0.058622222,0.048935102,0.370286111,0.35548493,0.168155556,0.161300907,0.325505556,0.254133868,116.4213333,38.85702373,0.383081092,0.39499299,2,0,0,1,1,0,1,3,0,1,0,1,0,0,1,1,1,2,0,0,2,0,0,1
ISTJ,SJ,༺˚📚｡˚𝐼𝒩𝒯𝒥 𝒮𝑜𝓃𝑔𝓈༺˚,4mHZjy40LgNHgROI67oF0T,20,0.59055,0.14608306,0.6983,0.148606899,-6.1465,3.082648767,0.55,0.510417786,0.073985,0.069034395,0.1553927,0.206988498,0.209075,0.148464112,0.436445,0.209673964,129.1901,29.02345261,0.109357825,0.234364527,1,1,1,1,0,0,0,2,0,1,2,0,0,3,1,3,1,0,0,2,0,1,0,0
ISTJ,SJ,"love, istj",5N3ch0Y2Gmz2G33qTsSPYw,28,0.6015,0.125620092,0.432407143,0.180467758,-8.198035714,3.667298385,0.75,0.440958552,0.066625,0.071472039,0.509026071,0.3371641,0.155642857,0.090882893,0.425025,0.230209167,108.3222857,26.92313526,0.001026519,0.005403904,0,2,1,1,4,0,2,0,2,1,0,2,2,2,2,0,2,0,2,0,1,0,1,1
ISTJ,SJ,istj,1OdCamJA9l3x7jOOA76jiP,50,0.6421,0.126789276,0.58678,0.150799812,-7.61514,2.819132411,0.54,0.503457434,0.077282,0.067244242,0.16218768,0.206596927,0.19306,0.134057484,0.397042,0.219030164,119.58438,24.37499348,0.043367045,0.171001175,2,3,3,6,2,1,1,0,1,1,1,2,1,5,1,3,2,4,3,1,0,2,2,3
ISTJ,SJ,sp9 & istj,0WCWw2VGckyHn6lSewjcoj,12,0.647083333,0.124009866,0.600083333,0.197122693,-8.131,3.907322938,0.5,0.522232968,0.191566667,0.168493589,0.223447667,0.274888803,0.226666667,0.136460673,0.463833333,0.247758986,111.8014167,27.01825941,0.019002392,0.060834992,0,0,1,1,0,1,2,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0
ISTJ,SJ,; sucrette,5yWAojAeaaEoRNOulxwdjg,50,0.57972,0.145433769,0.641738,0.25119052,-7.54748,4.588148087,0.62,0.490314351,0.059974,0.042785473,0.23270368,0.302873402,0.155448,0.109794932,0.488714,0.250899731,129.986,29.307204,0.088059584,0.240763493,0,4,3,1,5,0,1,2,2,0,0,1,5,8,3,1,1,6,1,0,2,0,4,0
ISTJ,SJ,❀ ྀ⠀ ▓⠀⠀✿ ྀ⠀▓ ⠀,6TTA6WYYBUc7XHxVsG37Ow,50,0.41368,0.146659461,0.62806,0.240758361,-7.17376,3.534535345,0.7,0.46291005,0.046232,0.02268964,0.15922135,0.279107446,0.163106,0.096417031,0.350422,0.254587959,113.73332,32.25282263,0.091274912,0.210145048,1,7,1,4,7,1,1,1,2,3,2,3,3,3,4,0,0,1,0,2,2,1,1,0
ISTJ,SJ,MEU ISTJ,0DJvvM1Bl86lBtsaJf0wZN,15,0.527866667,0.161649032,0.689666667,0.140876677,-6.617333333,2.299240268,0.733333333,0.457737708,0.0837,0.068864557,0.158093227,0.230094438,0.245833333,0.220887032,0.5704,0.233829853,137.6040667,39.10171306,0.042845207,0.163268159,0,2,0,1,2,0,0,3,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0
ISTJ,SJ,🌑POV: ISTJ falling in love with ENFP🌕,5fDSZLHbfKCOjsLE7mGsOo,47,0.577276596,0.132212889,0.589153191,0.22496556,-7.652489362,3.575782802,0.744680851,0.440754546,0.051319149,0.026052828,0.372624532,0.328533913,0.158297872,0.115694809,0.487425532,0.247519147,121.7132128,31.39354798,0.046988198,0.150641918,0,6,1,5,8,1,0,1,2,0,0,1,3,3,4,1,2,3,1,1,0,1,1,2
ISTJ,SJ,.:+*Sophisticated*+:.,6csbCTIU8mi0VlBWlURGgg,50,0.67376,0.137408457,0.50986,0.172106874,-7.51178,2.265789877,0.68,0.471212071,0.090052,0.094048993,0.344117986,0.228968974,0.170496,0.12022563,0.46028,0.194186639,119.08562,26.7803618,0.019661822,0.08955766,2,6,5,1,4,1,2,1,0,2,3,2,6,1,4,2,1,0,2,4,0,0,0,1
ISTJ,SJ,Empresses & Goddesses | Queen Archetype | Female Power,1Km2ylvNvwIvLWAASNhe6Y,50,0.70096,0.148817099,0.62602,0.174166879,-6.59886,2.709385765,0.48,0.50467205,0.125632,0.11178873,0.18181024,0.206273393,0.199816,0.16137056,0.456988,0.225743179,126.78662,29.74421376,0.040874274,0.151215606,2,2,3,5,3,0,0,2,2,4,1,1,0,3,3,3,2,6,1,2,1,3,1,0
ISTJ,SJ,ISTJ,7MFq3FGublpnjYkPTUo46y,50,0.55346,0.107355258,0.66256,0.144868154,-6.83378,2.811852518,0.6,0.494871659,0.04194,0.022759335,0.167227511,0.207653904,0.17925,0.10600568,0.481226,0.187673578,121.08294,33.30409751,0.153149573,0.275900337,2,4,2,0,9,1,1,1,1,1,4,2,4,0,2,1,2,2,1,2,2,2,2,2
ISTJ,SJ,MBTI Types As Songs - At Their Best / Worst,1l637Lrl1Jz4OZSppxR35p,32,0.628625,0.150143104,0.6406875,0.169949601,-6.48796875,2.620862755,0.8125,0.396557769,0.075390625,0.063019149,0.234497688,0.283038161,0.173084375,0.149849613,0.522875,0.215997125,115.6322813,25.7791777,0.025064632,0.095037382,0,2,1,2,4,0,0,2,1,1,4,0,3,2,4,0,1,0,2,1,1,0,1,0
ISTJ,SJ,istj 1w9 so/sp 163 lii vlef rcoei mel-chol,5zBFxwXzotXByNFS84EIEi,33,0.497333333,0.153000749,0.599918788,0.206964828,-8.244030303,4.788772582,0.575757576,0.501890366,0.062478788,0.06257412,0.257212909,0.304855961,0.168866667,0.12413948,0.454554545,0.2739903,113.2819091,35.24799157,0.184346196,0.311698371,0,4,1,2,2,0,0,1,1,2,1,0,1,2,1,1,0,1,1,4,5,1,1,1
ISTJ,SJ,✨Istj✨,1rAOmoBEmlOQS2GTtDx3I7,43,0.509813953,0.171830101,0.512202326,0.258789864,-9.476162791,4.460165985,0.76744186,0.427462574,0.056053488,0.047585033,0.373152977,0.356079824,0.143018605,0.072326282,0.458390698,0.292502999,123.3200698,38.64418116,0.086137169,0.258881138,2,7,2,2,3,0,0,2,2,1,4,0,8,0,2,0,3,0,1,1,0,1,1,1
ISTJ,SJ,Lawrence Aubert,0YqDyB4Aqc7k62M5zEaK7N,50,0.54562,0.149965559,0.4948,0.213672265,-9.08286,4.20567219,0.7,0.46291005,0.055938,0.036909757,0.5038989,0.359064732,0.181756,0.13175038,0.38297,0.219354838,121.68924,29.62279344,0.067732864,0.174530594,0,5,1,4,5,0,3,3,3,0,1,4,3,0,3,0,3,1,1,4,1,1,1,3
ISTJ,SJ,luís,4RXEAWGDQ8ZBAYuth3HMfF,37,0.564675676,0.13972812,0.471,0.167434233,-7.913432432,2.522384019,0.459459459,0.505227924,0.054762162,0.038254225,0.429993243,0.286964849,0.156110811,0.096151789,0.344605405,0.211541899,118.8130541,27.29895552,0.02778301,0.139034719,2,3,2,2,1,1,0,4,0,2,2,1,1,1,1,0,1,2,4,1,3,1,1,1
ISTJ,SJ,farnese | character playlist,1ZPcR2HzrkuAKjfE8gLnwB,26,0.465192308,0.149517094,0.668673077,0.223925297,-7.719884615,4.144786058,0.576923077,0.503831474,0.040969231,0.010588438,0.198132769,0.310894634,0.191992308,0.143019075,0.4234,0.256409886,133.8951923,40.03027492,0.199273154,0.314258085,0,3,1,0,2,0,0,0,0,2,2,1,0,1,3,2,1,1,2,1,3,1,0,0
ISTJ,SJ,ISTJ Playlist,0mu7HBWsVlYIoeGfBfIqEo,26,0.521461538,0.160850547,0.522884615,0.218334849,-8.903346154,3.378334121,0.884615385,0.325812594,0.047311538,0.025018958,0.397061654,0.326294056,0.15675,0.113104554,0.360223077,0.230826387,118.5343077,33.9081616,0.055599149,0.198566883,0,6,1,0,1,0,1,0,3,0,2,0,5,1,0,0,2,0,2,0,1,0,0,1
ISTJ,SJ,ISTJ,2JPXYppJXYtuOhiXY0msQj,32,0.59153125,0.183999121,0.55925,0.208331467,-7.6795,3.486924488,0.5625,0.504016129,0.064025,0.051943108,0.355710906,0.32557294,0.225409375,0.16088569,0.46540625,0.219883086,121.3906875,30.41756433,0.0377886,0.104950341,1,2,0,1,1,0,2,2,1,4,3,2,2,2,2,1,2,1,0,0,1,1,0,1
ISTJ,SJ,istj (03),1DHceZKRQamtyxjK8l2Pma,32,0.54903125,0.161564625,0.45496875,0.195465282,-8.2378125,2.515340988,0.78125,0.420013441,0.043415625,0.021013285,0.501316875,0.295372128,0.14219375,0.076700313,0.37578125,0.198872424,111.3472813,27.71235504,0.005766916,0.019923609,2,2,0,1,1,0,2,0,0,0,1,1,8,2,2,0,2,0,3,1,1,0,0,3
ISTJ,SJ,one song for each mbti | classical,0NObHzrSiLXhHQY7E07VdF,16,0.27625,0.112767903,0.1572125,0.106003685,-19.74275,7.144516485,0.375,0.5,0.04355,0.024295185,0.8785625,0.140016651,0.1308625,0.08526187,0.2090375,0.211633381,106.9456875,46.95799179,0.681806709,0.388055713,2,2,1,1,0,0,0,2,0,1,1,0,0,0,1,0,1,1,0,0,2,0,0,1
ISTJ,SJ,ɪʀᴇɴᴇ ,1lLiTlwFCo6DoZu4Vis3Ju,32,0.68815625,0.130288788,0.7179375,0.128425688,-5.621875,2.02139908,0.28125,0.456803409,0.11424375,0.087327238,0.127721875,0.173856976,0.215109375,0.197924074,0.52653125,0.181915256,119.40975,28.60185922,0.004867191,0.02434804,0,0,4,3,2,0,0,1,0,2,0,4,0,1,0,1,0,5,1,2,1,1,2,2
ISTJ,SJ,blue jays,5WWBNQwIvtmGpEnhXP9Dzl,16,0.537125,0.160132809,0.5048125,0.218630653,-8.5938125,3.262309554,0.875,0.341565026,0.05433125,0.035359029,0.50246875,0.280982293,0.15978125,0.091092826,0.36409375,0.227564073,112.007875,32.13765236,0.039570419,0.141646332,0,2,0,0,2,0,1,0,1,0,1,0,1,1,2,0,1,1,0,2,0,0,1,0
ISTJ,SJ,ya ( an istj playlist),7gvCkzwOrJ8964M5KPPMrB,50,0.58934,0.173968753,0.68934,0.186682598,-6.27784,2.546463986,0.64,0.484873221,0.073042,0.0662491,0.203412008,0.24479644,0.16934,0.115573207,0.499274,0.215534795,125.41404,30.72550154,0.048012178,0.129888799,2,5,1,2,4,0,0,2,1,3,5,0,4,1,5,0,4,5,0,1,1,1,2,1
ISTJ,SJ,pov: you’re the trophy child 🏆,5AP4Hdb340L6AQ4lD55lbU,16,0.6128125,0.103107852,0.512,0.191772782,-8.5841875,3.029552953,0.8125,0.403112887,0.08811875,0.081157832,0.431786313,0.364613503,0.1492125,0.11309887,0.5269375,0.188196872,138.9791875,32.24076181,0.034702775,0.122956338,0,4,0,1,2,0,0,0,3,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0
ISTJ,SJ,another one of those enfp x istj fuckers 😂,4d6wnMOMp96kZJVyNUiCMr,27,0.649111111,0.119358327,0.617888889,0.213408661,-7.046222222,3.276632058,0.888888889,0.320256308,0.067092593,0.061824416,0.295746667,0.292593904,0.189433333,0.116959845,0.58162963,0.229074584,119.8169259,27.8992326,0.003436729,0.010828007,0,2,2,1,3,0,2,1,1,0,2,0,1,1,3,0,1,0,2,5,0,0,0,0
ISTJ,SJ,👨‍🦳提前步入老年,0IrQle3qeWt1Q9T4OG3fU2,47,0.624787234,0.116955387,0.571617021,0.223298937,-7.321978723,3.74370865,0.723404255,0.452150786,0.044510638,0.04075156,0.475877234,0.291756202,0.155029787,0.082174044,0.460510638,0.226037691,127.2148511,29.93353228,0.012424586,0.082685395,1,5,1,4,3,0,1,2,5,2,4,2,1,2,1,1,4,0,3,1,1,0,3,0
ISTJ,SJ,POV: Your me,6xYpkK2kauMGHlyqJl66hk,31,0.586,0.165029694,0.559835484,0.258680749,-8.831580645,4.771615113,0.709677419,0.461414375,0.073580645,0.07831118,0.435671897,0.361513612,0.222196774,0.223978637,0.524419355,0.209995361,123.4297742,30.1859181,0.015069319,0.051942147,0,5,2,0,5,0,0,0,2,0,1,0,6,0,2,0,0,3,1,0,1,0,1,2
ISTJ,SJ,🎧 ,2D9zlfzeH0gFfMcu3CEvdB,50,0.53018,0.162081951,0.63052,0.192337739,-8.23168,3.256125063,0.76,0.431419111,0.040602,0.020771276,0.230158143,0.28095491,0.141454,0.106236608,0.486528,0.23602073,124.63554,30.02467282,0.282297077,0.340349487,2,4,1,1,5,2,4,0,3,2,3,2,3,1,7,1,1,0,2,4,0,1,1,0
ISTJ,SJ,death the kid | character playlist,5U16fBosBG0NxIu2y2Gepz,36,0.544611111,0.152227138,0.723925,0.231246859,-6.969055556,4.912014524,0.583333333,0.5,0.100230556,0.102209116,0.173700675,0.2572486,0.179241667,0.164437058,0.412358333,0.226350672,125.8373056,33.85645897,0.297513606,0.380124624,1,2,0,3,2,1,1,1,0,4,2,0,2,4,1,1,1,2,2,1,1,1,3,0
ISTJ,SJ,silvanus chatterjee ,3dweAvNLqOorIiN7ArlBvh,50,0.47508,0.132832692,0.358098,0.178239218,-10.18394,3.398248777,0.76,0.431419111,0.03929,0.012612987,0.622148,0.301871498,0.127302,0.06927099,0.262302,0.182861081,119.77202,32.31697429,0.090122793,0.214158016,1,4,0,3,2,0,4,0,1,0,3,2,1,2,8,2,5,2,3,2,2,1,1,1
ISTJ,SJ,ist.joaquin.guz7,6hS6fTuFh28BLUl13d3f57,50,0.7938,0.072113856,0.68942,0.111185098,-6.52622,1.615765129,0.56,0.501426536,0.1231,0.076093578,0.2266662,0.197765683,0.153286,0.131831022,0.66246,0.210428252,112.72806,30.69955798,0.017370322,0.070393375,1,4,3,6,2,2,0,3,0,2,1,0,3,4,1,4,0,0,4,3,2,0,5,0
ISTJ,SJ,desiderium,0PmkKvsSpIWMcqS5ugaho5,15,0.506266667,0.164770605,0.4756,0.211384822,-9.668933333,4.231390458,0.533333333,0.516397779,0.064826667,0.058333125,0.524513333,0.336052285,0.177873333,0.113424988,0.363466667,0.217720616,121.1440667,33.63949446,0.169740932,0.314377667,1,1,2,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0
ISTJ,SJ,babie,0kqu0gq5LTid0uy8VjdYmE,25,0.57924,0.099615628,0.6748,0.174549897,-6.81852,2.956314783,0.6,0.5,0.046524,0.018664679,0.1784487,0.243557068,0.174012,0.122007928,0.518756,0.226139367,123.01256,24.88301934,0.106342308,0.22425407,1,1,0,0,3,0,0,0,2,1,3,1,2,0,3,1,0,1,0,1,1,1,2,1
ISTJ,SJ,🎢 Norma,3DjEMjOKHqq4PURQ886rFK,48,0.607,0.096702659,0.640770833,0.232518152,-8.833770833,3.13457251,0.8125,0.39444278,0.050897917,0.038245737,0.29248796,0.304766859,0.20465625,0.176936071,0.625125,0.234340871,123.61725,24.49592807,0.097752707,0.20742913,1,5,1,1,7,0,2,0,3,0,0,1,7,3,2,0,3,3,5,1,0,0,1,2
ISTJ,SJ,m b t i,27E8ft3XkWDgnCixcUTcGU,16,0.5524375,0.097093061,0.6646875,0.192420969,-7.3635,2.612831874,0.75,0.447213595,0.04061875,0.009558467,0.216543875,0.308969659,0.1549,0.103763128,0.4661875,0.214118415,137.6595,25.61835961,0.047286364,0.124000999,1,2,1,1,1,0,1,0,1,0,2,0,1,0,2,0,0,2,1,0,0,0,0,0
ISTJ,SJ,fictional ESXP men <3,7BAo6OqFIf9MhWK7EIesOa,50,0.67886,0.121842824,0.7605,0.160281799,-5.25118,2.954581912,0.52,0.50467205,0.076902,0.050124305,0.12562854,0.200028188,0.197662,0.152578892,0.71494,0.172465011,127.63278,23.22927306,0.001101931,0.004848941,1,3,4,3,3,0,1,3,3,2,0,1,3,2,3,3,3,4,0,2,3,1,1,1
ISTJ,SJ,DiamondNii Personality💙,293ziHVi3oTGiHs1vJJKpZ,31,0.558935484,0.103542563,0.735290323,0.15981973,-6.220451613,2.710208047,0.483870968,0.508000508,0.09416129,0.101016872,0.104889484,0.160829218,0.222493548,0.144598561,0.429970968,0.241613936,137.5254516,29.46107365,0.204557639,0.306044307,1,0,0,0,2,0,0,1,1,0,0,3,2,1,3,0,1,0,4,1,3,1,6,1
ISTJ,SJ,my villain origin story,1TFaC7AcflFdUPUP0ygI5u,50,0.51814,0.133567381,0.82158,0.158212475,-4.37072,2.389675454,0.66,0.478518121,0.085114,0.072124688,0.08482061,0.161634196,0.191946,0.13442551,0.52064,0.214138784,133.3556,31.62394904,0.029730184,0.141345964,0,4,2,6,4,1,2,3,2,3,3,2,6,1,2,2,2,3,0,1,0,1,0,0
ISTJ,SJ,typology ᵔᴗᵔ,4jZ12YygVKLNzqlilaJ0cJ,11,0.590454545,0.13985018,0.452818182,0.189092474,-10.01063636,3.618799394,0.727272727,0.467099366,0.034645455,0.00623993,0.438538182,0.332045096,0.133781818,0.085577472,0.379990909,0.224078783,108.9581818,14.5732656,0.141421818,0.25855454,0,0,0,1,2,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0
ISTJ,SJ,monotonia,3NfvREnzjK3Sbfu0BynJcg,28,0.548071429,0.122325288,0.519785714,0.17626944,-9.198321429,2.828233254,0.821428571,0.390021028,0.046378571,0.036194049,0.439630179,0.296429508,0.183375,0.174339965,0.450960714,0.248278754,116.2336429,22.50469019,0.071040953,0.19549856,0,6,0,0,4,0,1,1,3,0,2,0,1,1,3,0,1,0,1,0,1,1,1,1
ISTJ,SJ,If I was a playlist,1i01AC5R3SlqA2OJ3PV37T,50,0.46836,0.148329303,0.69418,0.187457717,-6.80686,2.966754923,0.74,0.443087498,0.05852,0.041323191,0.200414638,0.264024867,0.168814,0.095278869,0.511998,0.17965426,127.3598,35.2457966,0.155356464,0.275126101,1,4,2,2,3,1,2,1,1,2,4,2,3,4,4,0,1,2,4,5,1,0,0,1
ISTJ,SJ,Fi dom: INFP & ISFP,2up79VJcEpVsHuMvySWCG2,47,0.66612766,0.140641792,0.608085106,0.187190304,-6.542978723,2.785744116,0.404255319,0.496052875,0.103142553,0.090668097,0.248774468,0.26255031,0.177451064,0.14195425,0.468510638,0.176757248,119.8022553,34.39586473,0.00472981,0.020172333,1,1,2,3,5,1,0,1,0,5,1,8,2,1,0,1,3,2,0,3,3,0,4,0
ISTJ,SJ,.:+*Sentimental*+:.,1fLe1ElXoO77nMvz06Kk8X,50,0.516,0.153586112,0.455932,0.199903351,-9.17192,3.63977419,0.86,0.350509833,0.05628,0.063566058,0.408232,0.355312925,0.16767,0.125090417,0.281284,0.201838557,118.13926,32.69149878,0.083498864,0.188841096,0,6,0,5,5,0,2,2,3,2,6,0,3,1,7,0,0,0,1,4,1,0,0,2
ISTJ,SJ,bruno bucciarati | character playlist ✮,61EYYdBVVsIFxWLmaKoaFL,37,0.484027027,0.196685661,0.555510811,0.247273351,-8.878027027,4.165516991,0.513513514,0.50671171,0.058078378,0.073997339,0.406803243,0.350174294,0.196291892,0.167592643,0.375294595,0.248131214,118.5087838,34.72959166,0.110692568,0.248125632,2,1,0,0,2,1,3,1,0,2,2,0,3,2,0,3,1,1,2,3,3,1,2,2
ISTJ,SJ,leone abbacchio | character playlist,2i5l5yK6OBNuMtbT6GEYa8,30,0.505933333,0.111932841,0.678633333,0.202949711,-7.383966667,3.650720623,0.733333333,0.449776445,0.048796667,0.027315797,0.186799333,0.248992013,0.198423333,0.174196454,0.398313333,0.183361566,126.5357,26.840948,0.196259776,0.318734932,2,4,1,1,2,0,2,0,1,0,1,0,1,4,1,2,3,1,0,2,0,0,0,2
ISTJ,SJ,rei ayanami | character playlist,3BCpww3uQc3aoQ1mDPQbCq,40,0.517075,0.17954078,0.57525,0.231736118,-8.9641,3.947624828,0.4,0.496138938,0.06059,0.052457787,0.380175325,0.35010523,0.2018475,0.157159517,0.34439,0.228501029,122.759025,34.55315176,0.170140166,0.275152768,7,3,0,1,2,0,1,3,0,2,0,3,2,3,1,2,2,1,1,0,2,0,2,2
ISTJ,SJ,Mbti edge,4DjK4n3nbkuaibAt7ctnzH,16,0.5853125,0.181908299,0.694375,0.173636354,-5.3070625,1.531873514,0.5625,0.512347538,0.09024375,0.086053557,0.153911594,0.244173276,0.1578,0.106531704,0.5220625,0.243777622,122.609875,33.19806081,0.000996073,0.002927239,0,1,0,2,0,0,2,1,1,1,1,0,1,0,1,2,0,1,0,0,0,0,1,1
