mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,F#/GbMajor_count,D#_Ebminor_count,Dminor_count
ENTP,NT,MADE FOR ENTP BY ENTP,4vd8oVkNtk8NXzN7qSg1lu,50,0.60486,0.159421404,0.74526,0.154848683,-5.27616,2.018267658,0.48,0.50467205,0.104112,0.095493709,0.0896111,0.128383315,0.234618,0.155139615,0.559218,0.233479817,124.45312,33.67657302,0.020578467,0.078527025,5,4,0,1,3,1,6,3,3,1,0,0,4,2,3,3,1,3,0,2,2,1,2,0
ENTP,NT,. ˚ ⩩ entp  ࣪˖ ⩇⩇,5aXxXyuSxLrDroH17x3WuJ,50,0.63356,0.145413297,0.69218,0.173039183,-6.06798,2.763423243,0.54,0.503457434,0.11651,0.111817992,0.15301928,0.208214141,0.186846,0.137033755,0.594562,0.21911272,125.24388,30.82664477,0.040348254,0.132121394,1,4,2,5,2,1,4,1,2,3,1,1,4,1,2,2,2,1,0,4,2,1,3,1
ENTP,NT,ENTP moment,53PA8oqBoVQYDuO1SSw3v5,50,0.67682,0.123588139,0.74752,0.132549142,-5.3776,1.933796678,0.44,0.501426536,0.082772,0.056812405,0.091858828,0.123933012,0.1641,0.116232088,0.542194,0.226784336,122.55748,24.89062488,0.030969238,0.132193793,2,1,1,2,4,1,1,2,5,0,1,0,4,1,5,6,2,6,0,5,1,0,0,0
ENTP,NT,ENTP ,4S5r2IuM4H6zPBBJUiZa75,32,0.62525,0.162433113,0.697375,0.152209692,-5.36925,1.979207319,0.4375,0.504016129,0.094203125,0.0900986,0.142730344,0.168038724,0.200909375,0.179914794,0.536625,0.180558408,121.1294063,31.40689271,0.050600069,0.144894447,1,1,1,5,1,1,4,0,1,1,1,1,1,0,2,4,1,2,0,3,0,1,0,0
ENTP,NT,Entp me 👑,2pcazwgwzJMAACyp1W8LCE,50,0.68342,0.148878404,0.68602,0.17053535,-6.3672,2.719049256,0.44,0.501426536,0.119858,0.112856147,0.12350854,0.172916548,0.211356,0.170416231,0.533388,0.241082983,130.31302,29.44877149,0.119240956,0.244300784,1,1,2,4,7,2,1,1,1,1,2,1,4,7,1,5,1,2,0,3,0,0,2,1
ENTP,NT,ENTP vibes,7Cc41SMWD6yg867cpCL6o0,50,0.67734,0.167630986,0.69818,0.162764095,-6.01352,2.475630905,0.58,0.498569382,0.095658,0.079767016,0.11609064,0.146186366,0.176442,0.124130845,0.575222,0.234090552,120.39198,26.68562861,0.052257372,0.163285328,4,4,0,3,1,2,2,1,3,1,0,2,4,4,2,2,3,2,2,2,3,3,0,0
ENTP,NT,Entp vibes,2dfn2DDDZJHxSLi4Lrg2L8,38,0.652026316,0.139925364,0.742763158,0.148211579,-5.416789474,2.17054451,0.5,0.50671171,0.111810526,0.120829408,0.109796421,0.17772275,0.203992105,0.136315713,0.577342105,0.197583958,120.9213158,33.68540752,0.042133401,0.123766382,0,1,3,4,4,0,1,2,2,1,3,2,1,3,1,2,1,0,1,2,1,2,0,1
ENTP,NT,sultan entp hazretlerine özel playlist,7uOVIDC24SksUQwACnm3Xd,23,0.674304348,0.137997508,0.700826087,0.140150131,-5.084391304,1.924097445,0.52173913,0.510753918,0.097752174,0.094615758,0.080125248,0.119600775,0.191326087,0.136679985,0.574826087,0.244034024,128.534,34.59213107,0.04621761,0.105007146,0,1,1,3,1,0,0,0,2,2,1,0,2,3,2,3,0,0,0,1,0,1,0,0
ENTP,NT,Entps 🤞🏻😎,0Ua4ZR2YXMJLyepKS7PzaV,34,0.686029412,0.147237694,0.737764706,0.150701804,-4.985088235,1.391549504,0.382352941,0.493270218,0.077902941,0.046943696,0.065592059,0.123129644,0.201564706,0.164094304,0.640823529,0.177959728,117.5902941,29.40293242,0.029868389,0.095124813,3,1,1,0,2,0,1,1,1,1,5,1,2,0,1,4,3,1,0,2,1,1,2,0
ENTP,NT,ENTP ♪(´ε｀ ),6WKHnORM78zXzZ2uh7ldTe,50,0.71306,0.125478091,0.71748,0.166362923,-5.39406,2.346627066,0.52,0.50467205,0.123392,0.100759365,0.13603799,0.188621553,0.19869,0.182670933,0.54838,0.224830357,124.0872,26.55205914,0.010058126,0.049667245,0,1,3,9,2,1,2,2,1,1,2,0,5,0,1,6,1,4,1,2,0,2,2,2
ENTP,NT,entp me,2knlEAFIEAdjZ7H0llKPK7,50,0.71386,0.136851925,0.73636,0.141204983,-5.5253,2.287946671,0.38,0.490314351,0.124462,0.096512824,0.18489262,0.190635835,0.190968,0.130787454,0.630316,0.226766469,121.64798,23.7073246,0.007864184,0.045952877,2,3,2,3,1,0,2,1,5,2,4,2,2,1,2,1,1,2,1,4,3,0,1,5
ENTP,NT,entp,4SFmhBv7O3Jd8TQkMnrYi5,50,0.65634,0.139533715,0.6887,0.152718796,-6.20226,2.630459708,0.4,0.494871659,0.09682,0.072965152,0.14677319,0.15557473,0.20985,0.141585838,0.54856,0.19928486,127.4862,28.6394334,0.010680508,0.039003088,2,0,1,2,2,2,4,2,4,2,5,2,6,1,1,3,0,4,0,4,1,2,0,0
ENTP,NT,「 ENTP 」,1wYsT1XvbpqEgqnZQQmBxb,50,0.67128,0.142500131,0.7153,0.159909445,-5.27058,1.983000418,0.44,0.501426536,0.114194,0.108938293,0.16374674,0.227619302,0.197018,0.156761631,0.59988,0.222214241,117.47996,26.64542568,0.010345994,0.049468788,1,1,2,3,5,1,5,3,3,2,1,2,3,1,1,3,1,2,0,5,1,1,2,1
ENTP,NT,entp but fr this time,5OQO02bNqrvOgJ0IjnTN9l,37,0.612756757,0.169675901,0.773648649,0.152215347,-5.358297297,2.4521804,0.459459459,0.505227924,0.079324324,0.062696245,0.094514611,0.159011353,0.202527027,0.139197581,0.602432432,0.214418793,127.383027,29.63819592,0.013509018,0.053226355,1,3,2,2,1,1,5,1,3,2,0,1,3,0,0,4,0,3,2,0,1,1,1,0
ENTP,NT,Entpannter RAP,0kXp3jMN3guRIW3cgjyuCZ,50,0.7546,0.103966831,0.6326,0.127775313,-7.05376,2.327592884,0.36,0.484873221,0.179848,0.120934081,0.2415086,0.189580189,0.15391,0.096935462,0.51728,0.169515401,124.86682,23.20014339,0.004127653,0.025387444,4,1,1,2,2,0,2,1,5,1,2,3,3,2,2,3,0,3,1,5,2,3,0,2
ENTP,NT,ENTP vibes,5q1D2B6qx7dw77kfxbbCHe,15,0.580733333,0.210645764,0.7656,0.152561369,-4.933133333,1.677743121,0.6,0.507092553,0.115006667,0.098320747,0.103260667,0.13168251,0.212786667,0.188891922,0.537333333,0.222008902,129.2447333,38.52357224,0.022556119,0.087264933,0,0,0,0,1,1,2,1,0,1,0,0,3,0,0,3,0,1,0,0,2,0,0,0
ENTP,NT,Isolde Entpannung,6oEcm2VAIMFKPQ1NZuWf9T,27,0.429148148,0.150060168,0.298851852,0.154508079,-14.60540741,3.985506475,0.37037037,0.492102878,0.036359259,0.010441458,0.720348148,0.250282263,0.113859259,0.038766384,0.20942963,0.155950845,113.8927778,31.76937437,0.278292986,0.390645503,1,0,2,0,3,1,1,0,1,0,1,1,2,0,0,4,4,3,0,0,0,0,0,3
ENTP,NT,entp 7w6,4I1AgoodM2geMj6LIvHtvQ,50,0.61222,0.148745817,0.73482,0.170529989,-6.4687,3.288189641,0.6,0.494871659,0.143302,0.119215402,0.11606989,0.185556483,0.267074,0.210102048,0.458566,0.250578789,127.85966,28.02692565,0.166620255,0.28844011,2,1,1,8,1,0,2,2,2,0,2,1,4,2,3,1,4,5,0,2,4,3,0,0
ENTP,NT,ENTP  T ,17tOGWGTomTyFEQrZ7jO8u,50,0.5023,0.145674399,0.73478,0.144715666,-6.0686,1.827568006,0.72,0.453557368,0.057274,0.037439485,0.03328081,0.056170763,0.170556,0.106487991,0.451768,0.216099102,135.73284,31.1696772,0.059570819,0.180956617,2,3,2,3,6,0,2,4,1,1,2,1,6,1,1,0,5,0,2,2,3,2,0,1
ENTP,NT,pov: you’re an entp,0vYQogRMlaj9vB2IIQ7CVA,50,0.64184,0.1286992,0.7073,0.159464954,-6.02584,2.588380932,0.42,0.498569382,0.079224,0.062617363,0.14796838,0.166769847,0.23128,0.130520837,0.61222,0.22590537,120.44096,24.2059336,0.032554194,0.117552068,3,6,3,2,3,0,3,0,3,1,1,2,2,2,3,3,1,2,2,5,1,0,0,2
ENTP,NT,ENTP,5JZfa3lXueK8dZwwlzTnJw,30,0.657966667,0.155609033,0.662966667,0.184865745,-6.078666667,2.961309011,0.5,0.508547628,0.12042,0.115710082,0.117193867,0.148016109,0.192156667,0.139262077,0.462376667,0.224700953,128.4682,30.97013573,0.087939206,0.205076206,3,1,2,3,2,0,3,0,0,1,0,0,4,1,0,3,1,0,1,3,2,0,0,0
ENTP,NT,Entpsannt,4thRt5rILFRZSOQ5xQj9sv,21,0.697571429,0.137798248,0.696666667,0.101294784,-5.898761905,2.256128452,0.428571429,0.507092553,0.117828571,0.104357971,0.111188095,0.105760839,0.196061905,0.179936976,0.570047619,0.210774874,111.001619,28.02207937,0.00132906,0.002933384,0,1,1,1,1,0,0,0,3,0,2,2,3,1,2,0,1,0,0,3,0,0,0,0
ENTP,NT,ENTP,6BuztQKS3VjTtHU6fjkqRR,50,0.54476,0.121094424,0.86318,0.118301705,-4.18826,1.341075426,0.5,0.505076272,0.07004,0.048126742,0.04251934,0.061960247,0.221078,0.187771964,0.50856,0.170244741,130.67982,30.06331634,0.00127294,0.008440129,0,6,4,2,4,1,5,1,5,2,0,0,3,1,2,2,3,0,0,6,1,0,0,2
ENTP,NT,Design by  ENTP,3Q6yB59zjYS7do3S5u8nAe,22,0.676545455,0.125794892,0.712409091,0.118685924,-5.571045455,2.62499521,0.727272727,0.455842306,0.115481818,0.098877614,0.098454727,0.111846406,0.200740909,0.168131051,0.527909091,0.184340242,128.0571364,32.17134958,0.043035408,0.141019157,0,2,1,3,1,0,3,0,0,1,0,1,4,0,1,0,1,1,1,0,0,2,0,0
ENTP,NT,ENTP,7596JE4u79OhnVyw6eTMj4,20,0.6503,0.176750523,0.7007,0.164427268,-5.1019,2.155475034,0.65,0.489360485,0.089815,0.088989611,0.058237,0.085454178,0.178515,0.084879625,0.6242,0.229570446,116.3336,27.16888014,0.022998452,0.077350887,0,1,1,1,4,1,2,1,1,0,0,0,2,0,1,1,1,1,0,1,0,1,0,0
ENTP,NT,intj x entp,1cZhK1gnF75PemFeti26tj,48,0.697833333,0.127259215,0.631291667,0.117811779,-6.07275,1.914025306,0.333333333,0.476393067,0.179239583,0.104931087,0.210956667,0.166804411,0.134860417,0.0853299,0.582729167,0.186537856,122.0591458,32.23408247,9.94E-05,0.000434659,0,5,4,3,0,0,3,0,4,0,1,2,1,0,2,4,3,4,2,6,0,0,3,1
ENTP,NT,stereotypical entp,0Eg5IbMD7jyNSVfr3BYHXq,50,0.64594,0.162694958,0.72216,0.171385871,-5.90138,2.18835576,0.62,0.490314351,0.084984,0.068147237,0.133600828,0.237332673,0.24293,0.21916915,0.57462,0.221288609,124.0664,24.49526299,0.09912703,0.241004901,0,4,0,4,2,2,3,1,3,1,1,1,8,2,2,1,5,2,0,5,0,2,0,1
ENTP,NT,An Overthinking Entp ,3FLCl0xO5fhKG37v00GvkH,50,0.59052,0.119651235,0.70724,0.154427126,-5.98022,1.824991521,0.48,0.50467205,0.08349,0.071535275,0.13397266,0.200132669,0.211614,0.148273626,0.526,0.209706695,117.04362,35.68728019,0.013553837,0.080808956,1,5,5,2,5,1,5,1,2,1,2,0,3,0,4,4,0,1,0,3,0,2,2,1
ENTP,NT,ENTP,2JW0Oz2sTjzyc9s8aaHEtG,50,0.64226,0.149113272,0.68486,0.149269925,-5.7084,2.4652823,0.46,0.503457434,0.080224,0.078538995,0.16646658,0.254201307,0.203248,0.121675392,0.543982,0.252282551,119.67952,28.99216636,0.109148828,0.265102394,0,1,3,4,4,2,5,0,2,2,1,1,4,2,2,5,1,1,1,5,1,1,0,2
ENTP,NT,intj x entp,2DGshW4WAksPpmRi4PyGWw,50,0.55322,0.141768465,0.66188,0.229938114,-7.4832,3.693094825,0.46,0.503457434,0.0889,0.105441112,0.220753438,0.303502817,0.208616,0.160122775,0.4303,0.191814669,130.49386,28.63706813,0.07355327,0.178814523,1,2,1,4,5,0,1,2,2,1,2,1,4,4,2,6,2,1,0,6,1,0,0,2
ENTP,NT,ENTP,36hvP3wU8vy0YOpU4V4K9a,50,0.67242,0.139876781,0.6825,0.148312033,-6.59388,3.268052304,0.56,0.501426536,0.10961,0.089089502,0.120638196,0.165142655,0.191574,0.116315549,0.56168,0.229599157,133.13832,26.35861983,0.072119436,0.195854838,2,1,2,10,2,2,1,1,0,2,1,2,3,4,3,3,2,3,1,4,0,1,0,0
ENTP,NT,ENTP,5O9vVLHSaZILmst2SEOLKx,50,0.5789,0.133116222,0.61568,0.186015189,-6.9184,2.593465871,0.36,0.484873221,0.078972,0.071157391,0.25911266,0.286181413,0.157384,0.113948922,0.381054,0.229748846,113.84988,28.99818751,0.044821392,0.140392183,5,3,0,3,1,1,2,0,2,2,3,0,2,2,3,4,2,5,0,4,0,1,3,2
ENTP,NT,Entp vibes,5dgmcLtFLqcEaWdMijmrdG,50,0.56438,0.122649141,0.67778,0.188929669,-6.06262,2.544053369,0.6,0.494871659,0.069892,0.053609087,0.1501969,0.203641263,0.239048,0.234115661,0.417684,0.216136231,125.7292,29.5925645,0.076026733,0.20130363,4,5,0,3,5,2,5,1,1,2,1,0,3,0,1,1,4,1,1,3,2,1,4,0
ENTP,NT,Entpsannt,3FUrOC1aNH9HkeTxpwcyDc,24,0.631208333,0.127950051,0.58675,0.164314187,-7.1415,2.563362025,0.541666667,0.508977378,0.067233333,0.046871477,0.3230375,0.231144009,0.177766667,0.129895264,0.425833333,0.186496921,125.0205,36.36834314,0.003813133,0.018231794,2,2,0,3,2,0,0,0,1,0,2,2,2,0,2,0,0,3,0,1,0,2,0,0
ENTP,NT,infj + entp,1nEiwFEt0UaT4IFGG9mHN5,50,0.48472,0.136251274,0.4125,0.214504388,-10.13262,3.077899097,0.88,0.328260723,0.055076,0.047253513,0.59661378,0.353195888,0.121032,0.044805245,0.30827,0.182414283,124.00242,31.6738737,0.060368096,0.146538554,1,11,1,2,5,0,0,6,2,2,1,0,4,0,0,0,1,0,9,0,2,2,0,1
ENTP,NT,entp vibez,3VJuETvWz374bhwtsDGUAR,49,0.590653061,0.133854329,0.66522449,0.18910604,-7.493,3.567274438,0.448979592,0.502544546,0.073426531,0.07982262,0.23683762,0.272383217,0.19175102,0.141681417,0.525022449,0.231848612,119.3420612,31.83353112,0.11379571,0.258560821,4,1,0,4,3,1,6,0,1,0,1,3,1,0,2,8,3,1,4,0,2,1,0,3
ENTP,NT,ENTP's head,1iO51z0OqTIlZHTUz6qI51,18,0.656055556,0.158725613,0.694944444,0.154351574,-6.036944444,2.10631634,0.388888889,0.501631326,0.058166667,0.028322865,0.140641667,0.17788869,0.191266667,0.078831048,0.550833333,0.243838001,119.3898889,21.85377156,0.02890457,0.084637471,1,0,0,1,1,0,3,1,2,2,1,0,1,1,0,2,0,0,0,0,1,0,0,1
ENTP,NT,ENTP's head,1iO51z0OqTIlZHTUz6qI51,18,0.656055556,0.158725613,0.694944444,0.154351574,-6.036944444,2.10631634,0.388888889,0.501631326,0.058166667,0.028322865,0.140641667,0.17788869,0.191266667,0.078831048,0.550833333,0.243838001,119.3898889,21.85377156,0.02890457,0.084637471,1,0,0,1,1,0,3,1,2,2,1,0,1,1,0,2,0,0,0,0,1,0,0,1
ENTP,NT,entp cult,1M9WdtgK8t2aHm9qZHnROG,50,0.60408,0.168585694,0.62648,0.191698237,-7.7637,2.967519257,0.36,0.484873221,0.078778,0.074050739,0.2221147,0.279862774,0.155434,0.125575592,0.470638,0.270068131,112.4474,24.40929854,0.101978671,0.205751553,3,1,3,6,1,0,3,0,4,1,4,5,2,2,3,2,1,4,2,2,1,0,0,0
ENTP,NT,Entp <33,3H2XhaHHJFeTJ2NyIgj342,50,0.51652,0.139839301,0.6243,0.181909627,-7.07104,2.840933829,0.6,0.494871659,0.047752,0.041203176,0.170245396,0.233268484,0.196938,0.124998841,0.448404,0.216079836,121.14504,32.91186128,0.097787782,0.20626529,1,3,0,2,4,2,2,1,2,6,2,1,3,1,4,2,1,2,1,5,1,2,1,1
ENTP,NT,entp shit😎,7BY8jfQpd9AUtFqLCBlj7S,50,0.66196,0.136116541,0.75476,0.134725505,-4.91388,2.235443212,0.48,0.50467205,0.116092,0.09845798,0.09276756,0.129274902,0.221978,0.162468185,0.587602,0.228073417,122.4897,29.31467017,0.017298473,0.059645615,4,3,6,1,3,0,5,1,2,3,1,1,5,0,2,2,2,2,1,2,2,1,0,1
ENTP,NT,entp,6H5JuBXNaZIETcJOFRsAjW,43,0.591860465,0.149849858,0.685976744,0.198453844,-7.054790698,3.351817073,0.441860465,0.502485517,0.098190698,0.104699074,0.145216944,0.224519816,0.222332558,0.135202107,0.564674419,0.229634671,127.2169302,27.77133278,0.033552106,0.127461886,0,1,4,5,1,1,3,0,3,2,4,0,5,1,0,2,3,0,0,5,1,0,0,2
ENTP,NT,De ENTP para INFJ 🫶,42lTTBfhruJxJiNrNafJrM,50,0.57046,0.16555241,0.71236,0.172466827,-7.43882,2.997732195,0.5,0.505076272,0.05518,0.046550806,0.21202306,0.254312298,0.156214,0.118263718,0.558962,0.260789349,123.12898,27.3957914,0.082102325,0.187624793,2,2,2,3,1,0,1,1,1,4,2,0,1,2,2,5,4,5,2,3,2,3,1,1
ENTP,NT,Entp,6QX7IuDugy309Mys84ARKb,33,0.598424242,0.147434526,0.666181818,0.227928916,-6.456818182,3.753215625,0.606060606,0.496197663,0.074387879,0.079990698,0.222399394,0.276551912,0.166224242,0.112224571,0.510021212,0.237777908,118.0285455,27.68919035,0.175581463,0.328441999,2,3,1,6,0,1,2,0,1,0,0,1,4,1,3,3,0,0,1,2,1,1,0,0
ENTP,NT,entp,0ikTYIgY3iVuJM1k6fEKg2,50,0.61348,0.149058438,0.66078,0.160866441,-6.63092,2.900844331,0.54,0.503457434,0.0737,0.065682023,0.17115378,0.189934434,0.174924,0.123176393,0.512978,0.218970205,119.73708,31.88796344,0.004889704,0.018722539,4,5,1,6,1,2,4,4,1,1,2,0,2,2,2,2,3,1,0,1,1,0,1,4
ENTP,NT,ENTP,0N6HwBUpLXn284nK1kjeZH,50,0.60458,0.137893199,0.715066,0.203231047,-6.12592,3.552207706,0.62,0.490314351,0.08332,0.089183457,0.20813132,0.235458743,0.162006,0.117646781,0.521302,0.238326414,129.23468,28.08361392,0.082201623,0.226403532,1,3,1,3,2,1,3,1,2,2,4,0,3,1,5,1,4,1,1,2,5,1,1,2
ENTP,NT,Entp вайб 🤡🤙,28cOr2aw2kVmvrb08Nf5wb,50,0.65572,0.128269334,0.7351,0.153289675,-6.01592,1.99136044,0.54,0.503457434,0.152602,0.138720817,0.0953638,0.139268302,0.24117,0.187649981,0.486806,0.218218038,129.90346,27.80003148,0.050184341,0.151516863,1,5,4,5,2,1,3,2,2,0,2,1,2,1,5,3,2,3,0,2,3,0,0,1
ENTP,NT,entp playlist (i guess?),16OYhnfKpR6L8tTcz247Mb,50,0.62142,0.154324742,0.72948,0.167436889,-5.60296,2.269353301,0.42,0.498569382,0.097356,0.086695002,0.09853622,0.141445516,0.184574,0.117226559,0.571942,0.204750512,123.54992,31.14095397,0.010000359,0.030895162,0,0,0,2,2,0,6,3,5,1,3,1,7,3,2,4,2,1,0,5,1,1,1,0
ENTP,NT,ENTP girlboss with a god complex,5K0J8D6vVHdP4L61U24kzB,50,0.67496,0.127474361,0.75522,0.128866216,-5.96056,1.994167906,0.48,0.50467205,0.104096,0.094048314,0.079926954,0.13823488,0.221002,0.183874906,0.49086,0.21695142,126.7482,18.44981488,0.02109297,0.06422024,1,4,2,7,4,1,3,1,6,1,1,0,1,2,1,4,0,4,0,3,3,1,0,0
ENTP,NT,ENTP💜,19JDVevFSSL4eBOPRUAAlI,50,0.66168,0.146350215,0.6948,0.159942337,-5.6892,1.978646703,0.3,0.46291005,0.094082,0.093512703,0.126579,0.197785807,0.229294,0.141157655,0.58672,0.213096705,123.61004,28.45562313,0.064516296,0.181191037,0,0,2,4,2,0,7,1,4,1,4,2,2,2,1,5,4,1,0,6,0,0,1,1
ENTP,NT,ENTP,6jlkD39YGywV9yOzmwOann,9,0.638,0.127891556,0.798666667,0.115339716,-5.795444444,2.527539075,0.222222222,0.440958552,0.117877778,0.075485922,0.046739778,0.075680441,0.232633333,0.177196388,0.626777778,0.200859265,124.791,40.18872608,0.145898911,0.327817783,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,1,0,0
ENTP,NT,entp🦋,5hRZ503pEStsEOZzLg3Ify,50,0.67266,0.166149749,0.59484,0.155150271,-6.68328,2.515200232,0.38,0.490314351,0.09727,0.092361436,0.1706578,0.198130179,0.189656,0.113970464,0.40582,0.247762691,121.05898,22.93905275,0.008735144,0.051947855,2,0,2,4,4,0,1,0,3,0,2,6,2,2,4,3,2,2,1,4,1,1,1,3
ENTP,NT,ENTP🃏,00A8xjM1DDitptgHi7mM1c,23,0.64673913,0.143390192,0.662043478,0.164267653,-6.362,2.370301534,0.565217391,0.506869802,0.078608696,0.078446258,0.240861235,0.242144507,0.174326087,0.082611656,0.474695652,0.244317125,120.9886087,26.86181748,0.012431544,0.045899353,1,5,1,2,1,0,1,2,2,0,0,1,2,1,0,0,0,2,1,0,0,0,1,0
ENTP,NT,ENTP,1b208tB7GgtZgBE5SsISMm,28,0.636571429,0.113495449,0.716392857,0.215977938,-6.284142857,2.493886402,0.5,0.509175077,0.060196429,0.044412465,0.185201104,0.263578259,0.163325,0.110136342,0.590928571,0.247964294,122.0380357,16.18063778,0.022148642,0.077923985,5,1,0,2,2,0,2,2,1,0,0,1,0,1,3,2,0,1,2,1,1,1,0,0
ENTP,NT,entp's feelings,635nzRxKfDxB7KULJL6HTN,50,0.58804,0.143175639,0.63724,0.172391055,-7.85918,2.895861359,0.74,0.443087498,0.061866,0.03721121,0.246547968,0.256702432,0.1732,0.127257791,0.469766,0.237409098,122.73266,28.53912369,0.244649849,0.347987431,1,5,2,6,2,2,4,3,2,3,0,1,3,0,3,2,2,1,2,0,1,5,0,0
ENTP,NT,entp🦋,5hRZ503pEStsEOZzLg3Ify,50,0.67266,0.166149749,0.59484,0.155150271,-6.68328,2.515200232,0.38,0.490314351,0.09727,0.092361436,0.1706578,0.198130179,0.189656,0.113970464,0.40582,0.247762691,121.05898,22.93905275,0.008735144,0.051947855,2,0,2,4,4,0,1,0,3,0,2,6,2,2,4,3,2,2,1,4,1,1,1,3
ENTP,NT,entp,03mtv61HrVAb3jVe8IHHmB,18,0.640555556,0.16740835,0.741388889,0.12236644,-4.6975,1.340805607,0.333333333,0.48507125,0.056477778,0.028272114,0.044262778,0.060232097,0.185722222,0.093041025,0.6765,0.165945154,114.9835,23.9793507,0.020715611,0.079419407,0,0,1,1,1,0,4,1,2,1,1,0,1,0,0,1,0,1,0,2,0,1,0,0
ENTP,NT,ENTP♎☀️♈🌙♏↗️♌🌑,1B1ha18TMGSeHJeIeemGqT,50,0.67314,0.148225423,0.73694,0.165250757,-5.99578,2.096295112,0.6,0.494871659,0.088428,0.080947837,0.112362544,0.199922667,0.173866,0.142174381,0.59826,0.219400092,123.8436,22.83593605,0.098109842,0.213700404,0,4,0,7,4,0,4,2,2,1,3,1,1,1,3,3,5,4,0,1,1,2,0,1
ENTP,NT,ENTPR,6DU0yoJzkMoDf0w2ahd4un,50,0.6249,0.167671721,0.63452,0.155347305,-5.65332,1.872049433,0.52,0.50467205,0.075348,0.068315024,0.2788,0.27039388,0.161318,0.096240317,0.509846,0.269706469,124.8789,34.20524925,0.000187157,0.000666077,0,2,3,2,2,1,1,2,3,0,2,2,2,2,5,3,2,3,3,5,5,0,0,0
ENTP,NT,ENTP,39medCbOaZZdAsY9iYQpDj,4,0.48825,0.094946915,0.90825,0.021515498,-5.09375,1.078861862,0.25,0.5,0.139,0.018779421,0.00132075,0.001395825,0.110225,0.04116636,0.472,0.225185849,114.3945,27.97240467,0.0004975,0.000995,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTP,NT,ENTP,5g7EMarvKEv96XrUtcit5T,40,0.6142,0.136472257,0.66755,0.178618911,-6.0524,2.920131432,0.525,0.505736325,0.0922575,0.084808581,0.150799675,0.182116359,0.1853875,0.118160415,0.5536,0.218782271,117.013225,27.91341412,0.032885345,0.096952749,2,1,1,2,3,2,4,2,2,4,2,0,3,1,2,3,1,1,0,2,1,0,1,0
ENTP,NT,entp vibes,562yfBgiO6l2liui4gFHzE,24,0.609125,0.151436401,0.634083333,0.189844311,-7.794666667,2.937732617,0.625,0.494535355,0.094070833,0.101749644,0.129037604,0.248962668,0.1886125,0.161459321,0.352129167,0.247239089,119.7638333,28.69263042,0.17829696,0.294182593,0,1,0,2,2,0,1,1,1,0,0,0,2,3,3,0,2,0,0,2,1,1,1,1
ENTP,NT,ENTPxINTP bffs,18dEaE9GMYKJzxnEsJqDeZ,50,0.65336,0.109812226,0.67732,0.166894008,-6.12014,2.744163707,0.48,0.50467205,0.101046,0.091247587,0.1276594,0.15173265,0.177032,0.117804907,0.57864,0.201051599,121.86928,28.7751962,0.000579069,0.002047857,0,6,4,2,2,0,3,3,3,0,6,0,2,1,3,2,2,2,1,3,1,2,0,2
ENTP,NT,best ENTP playlist ever,52YFn0YSCChptW9DGPrDW7,48,0.6575,0.150403995,0.719395833,0.149478489,-5.681166667,2.258962333,0.354166667,0.483321105,0.0968,0.087197953,0.103553038,0.145944735,0.21293125,0.195101192,0.5355625,0.214710285,126.1545625,28.36492397,0.054657439,0.15892802,2,2,5,1,0,1,2,2,4,1,3,2,5,0,0,3,2,3,0,2,2,1,1,4
ENTP,NT, entp dying,3UhrizF8gRz5FzluaxPIdC,50,0.61338,0.147456654,0.67859,0.208926598,-6.52816,2.452317965,0.68,0.471212071,0.084462,0.079849376,0.235940588,0.301542432,0.176096,0.113086508,0.511522,0.205421165,120.57162,32.34073667,0.060785217,0.193145384,0,3,5,7,4,0,2,4,2,2,1,3,3,0,1,0,7,1,2,1,1,0,0,1
ENTP,NT,Songs that give out ENTP vibes,4uW4BuANCWueuDSB7D52gw,50,0.6387,0.149917154,0.76478,0.146313375,-5.44398,2.331785184,0.54,0.503457434,0.116306,0.110923972,0.119153968,0.173362922,0.231034,0.196740806,0.629528,0.200834657,127.69814,32.48850396,0.028657246,0.117499151,2,7,2,4,4,0,4,2,3,1,0,2,3,1,2,4,3,2,0,1,0,1,1,1
ENTP,NT,ENTP+ISTP Couple,3trnFcbSbxXcARUnvwni9H,50,0.64222,0.141308938,0.71736,0.155216604,-5.95376,2.049333436,0.48,0.50467205,0.090666,0.072667149,0.115220814,0.19961212,0.203034,0.152175447,0.58566,0.22027595,122.2893,28.93017257,0.004193957,0.015499446,2,2,3,7,4,0,2,1,5,0,2,1,4,1,1,2,1,1,2,4,2,0,1,2
