mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,G#/Abminor_count
INTP,NT,INTP Playlist,10j8tsSRmoBdmdhJuHzHIK,50,0.480062,0.203272473,0.5666636,0.260628092,-10.6608,6.477480459,0.64,0.484873221,0.056366,0.046993632,0.312131207,0.348801491,0.20235,0.180271618,0.323016,0.227250354,120.9998,38.27571193,0.458188991,0.403340894,3,3,2,2,6,0,3,1,3,3,1,5,4,2,2,2,1,3,0,1,0,2,0,1
INTP,NT,Intp bitches,3oOzFTmC1yZJjFTGwKcVP5,50,0.61254,0.174649528,0.63816,0.168481981,-7.45806,2.749984463,0.58,0.498569382,0.089834,0.092275958,0.213006568,0.25815866,0.217116,0.146654789,0.470194,0.205227868,122.0017,31.79981224,0.147012151,0.286304,0,3,1,3,1,2,2,5,0,1,4,5,3,4,5,1,1,2,1,0,1,1,1,3
INTP,NT,Intp moment,7bswQWb3zMofz2YQDCuMkv,22,0.541454545,0.141846909,0.627227273,0.186377224,-8.580227273,2.842901635,0.681818182,0.476731295,0.068277273,0.070529986,0.255819564,0.333217493,0.129640909,0.099813033,0.434545455,0.269439582,122.4245909,26.58770013,0.223907841,0.354759013,0,1,0,0,2,1,2,1,0,0,6,0,1,3,2,0,0,0,0,0,0,1,0,2
INTP,NT,intp ,6kZ2dbcoytJ0QPVR0k6CRS,50,0.57674,0.121760355,0.59674,0.161965203,-7.69504,2.69776702,0.46,0.503457434,0.054272,0.049886447,0.2546288,0.281539345,0.191704,0.144988173,0.379604,0.227401082,118.07302,30.64457861,0.138957335,0.238525377,1,1,1,2,0,2,1,3,3,1,1,1,3,5,5,4,4,3,2,0,0,0,5,2
INTP,NT,INTP,6eQN3c8eMK1HvE6KoF6JEj,50,0.58428,0.168376405,0.64076,0.199297087,-7.66236,3.428886645,0.48,0.50467205,0.068424,0.057020539,0.211650508,0.267616189,0.171952,0.142539589,0.467884,0.251039235,123.01998,29.67213732,0.138017679,0.268336714,2,2,0,1,3,0,2,3,1,4,3,2,3,6,4,3,0,3,1,0,0,2,0,5
INTP,NT,INTP,6aISf9iD9cNdYVtqOxvI9d,25,0.52056,0.125827951,0.67776,0.186703481,-7.59092,2.693828223,0.68,0.476095229,0.047896,0.024192483,0.152004341,0.189835523,0.19656,0.127162711,0.52096,0.202455855,121.35976,33.00030392,0.154862052,0.2993627,1,1,1,1,0,1,3,2,1,1,3,2,1,1,3,0,0,1,1,0,0,1,0,0
INTP,NT,MBTI: The Logician (INTP),25TzridCoh9cAVHcCTs4Rx,50,0.66888,0.129235845,0.293306,0.106751415,-13.80994,2.679143043,0.66,0.478518121,0.121914,0.117097733,0.736038,0.232769878,0.148204,0.129715101,0.344088,0.212038523,114.98492,39.85484736,0.7517756,0.259083557,2,6,3,7,1,1,4,5,1,0,2,1,2,1,2,1,2,0,3,1,0,2,1,2
INTP,NT,Intp,0I0JcxwIipqnhfA9kj6JLW,48,0.612770833,0.12854691,0.655041667,0.168253097,-7.10175,2.497679583,0.395833333,0.494203995,0.073833333,0.059245017,0.200638133,0.217086189,0.18981875,0.165992694,0.455979167,0.193413622,122.34175,27.36116082,0.101241104,0.254627076,1,3,3,3,1,2,0,2,0,7,4,0,2,5,4,2,1,2,0,2,0,1,1,2
INTP,NT,INTP,4AuYp87JeuzyWKIBYh1tpb,38,0.535289474,0.127453417,0.657973684,0.194959245,-7.223921053,2.952414078,0.526315789,0.506009406,0.071426316,0.07163763,0.247110221,0.249622877,0.166068421,0.108824804,0.403260526,0.182552253,121.1568684,31.71547634,0.106778661,0.257164417,2,2,2,2,0,3,2,1,3,0,2,2,2,4,2,0,0,2,1,0,0,2,3,1
INTP,NT,intp/infp playlist,2bYbaU6rOdXoQT7wJ2w58i,50,0.53222,0.153354503,0.574194,0.234002896,-8.03736,4.255067048,0.78,0.418451958,0.063586,0.06546739,0.31392942,0.332679342,0.18634,0.120436795,0.431754,0.203157728,130.8427,33.45353457,0.121385571,0.271530804,2,7,1,3,1,3,3,1,2,0,2,3,4,3,6,1,5,0,2,0,0,1,0,0
INTP,NT,INTP,0TsiogRaXgewV6Ch0PrSj5,36,0.550916667,0.160058449,0.714805556,0.158650887,-7.115472222,2.932643395,0.638888889,0.487136108,0.052513889,0.029498079,0.126596192,0.159437025,0.176908333,0.11924534,0.515111111,0.217171266,129.6170833,33.28300802,0.150690827,0.29980369,2,3,1,0,0,1,1,1,1,2,2,3,3,2,7,0,0,1,1,2,0,2,0,1
INTP,NT,Intp🌃💕💕,7CgYSTdZDfr48A8faeZGH2,43,0.663930233,0.137997653,0.663325581,0.186682022,-7.681116279,3.514935285,0.511627907,0.505780539,0.075946512,0.085641922,0.172846251,0.239188114,0.191795349,0.155453254,0.65927907,0.198885146,119.4229767,27.04396907,0.1915912,0.343586815,4,2,2,2,4,3,1,1,1,2,3,4,1,6,1,2,1,0,0,0,0,2,0,1
INTP,NT,Intp,0MsHo8mn3zDfj78HzXUfAH,19,0.532789474,0.099213899,0.775894737,0.13803377,-6.077105263,2.521246294,0.684210526,0.477566933,0.059005263,0.056818077,0.124414626,0.171296514,0.201921053,0.181206578,0.460421053,0.199852811,118.5098947,31.33349774,0.191080755,0.324891261,1,3,1,2,2,2,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1
INTP,NT,INTP,2jDenKLrGMRzlUY2aOsEme,50,0.64978,0.1485172,0.76876,0.119009785,-5.33414,1.632776926,0.56,0.501426536,0.20163,0.125761368,0.0662817,0.077144996,0.223382,0.19215621,0.513344,0.21798953,123.67626,36.85824195,0.002881815,0.016823835,1,1,1,12,2,4,0,3,0,3,0,3,7,3,2,2,0,5,1,0,0,0,0,0
INTP,NT,Intp ,2GzSMPiDAJFNuCNFFgAUVS,31,0.655032258,0.118442809,0.52783871,0.149867963,-8.082774194,2.501202587,0.677419355,0.475190963,0.066767742,0.053962181,0.430151613,0.223149258,0.170725806,0.132744285,0.390967742,0.182976043,115.0253871,27.71282349,0.003696315,0.015677357,1,4,1,2,2,1,1,0,2,3,1,2,3,1,2,0,1,0,0,0,1,1,1,1
INTP,NT,the intp daydream,1ytBVs1IZ3N7QVbuz4zng8,50,0.479756,0.163494434,0.67814,0.138067421,-7.44072,2.748618139,0.48,0.50467205,0.065732,0.054844784,0.1118728,0.14551426,0.149788,0.075300778,0.258532,0.199275687,117.18014,30.35805186,0.372309731,0.38084031,0,3,2,3,6,3,0,3,1,1,1,2,4,3,2,2,2,2,0,4,1,0,5,0
INTP,NT,intp's recharge session,4qqZxsbc13d7tnIkGoY1hT,50,0.66428,0.128743066,0.57332,0.146519824,-6.9216,1.830375851,0.68,0.471212071,0.089424,0.100016761,0.28959908,0.271487947,0.177758,0.112524996,0.53776,0.203167123,116.11278,29.04805586,0.001357523,0.008947242,3,2,2,4,3,0,1,3,3,3,2,5,3,0,7,3,0,2,2,0,0,2,0,0
INTP,NT,INTP Type Beat,0h06fcBEIbo4IXohtBMUtW,19,0.569526316,0.121669118,0.798263158,0.17871574,-8.440473684,4.079439536,0.631578947,0.495594628,0.110573684,0.099947585,0.1817368,0.267861978,0.163494737,0.094852081,0.423657895,0.208670334,146.4834211,27.58362557,0.629041984,0.378973585,1,2,0,3,1,1,0,1,0,0,1,2,1,0,1,1,1,1,0,0,1,0,0,1
INTP,NT,INTP vibes 🛸,5El5LQsAmiP9NoxSNU7eop,50,0.55504,0.117248029,0.59336,0.201654054,-7.62532,3.114688155,0.68,0.471212071,0.071962,0.077986411,0.21307452,0.248084687,0.170828,0.114029515,0.42885,0.21258179,124.76332,28.21695741,0.076498146,0.20438152,0,8,1,2,2,4,5,2,3,1,2,6,2,3,1,1,1,1,0,0,0,2,1,2
INTP,NT,INTP,1IZCnYcmOrCZ7YWmFL6LLb,46,0.584434783,0.126170018,0.728347826,0.14148156,-6.70226087,2.902056592,0.52173913,0.505046992,0.053743478,0.054796073,0.1823356,0.245026794,0.179615217,0.129123737,0.488008696,0.239796792,128.2412391,28.34098719,0.216515442,0.329871082,1,0,1,2,2,7,0,2,2,2,5,3,2,2,6,1,0,2,1,0,0,1,1,3
INTP,NT,Intp 5w4 548 sp/so Phlegmatic-Melancholy RCOEI - LVFE,7mZgYMLr1ZXWTLUBwfTfcS,40,0.5413,0.171581662,0.615425,0.244986644,-8.3761,3.42070827,0.625,0.490290338,0.09509,0.141846383,0.264840275,0.278604531,0.1602025,0.136168193,0.4461175,0.222520961,124.382375,29.48457785,0.091099418,0.225535526,1,7,1,4,4,2,1,4,1,0,0,2,1,0,1,0,0,1,1,3,0,3,1,2
INTP,NT,Intp,0JDOyj4w5OM27EqDkEXV47,18,0.560944444,0.117113054,0.745277778,0.15876872,-6.600611111,2.27725103,0.611111111,0.501631326,0.058083333,0.058355586,0.103959883,0.158933955,0.171661111,0.140902345,0.512777778,0.225542628,116.505,31.04483331,0.165923617,0.302976079,1,2,0,2,1,3,0,1,0,0,2,0,1,1,1,0,0,0,1,0,0,1,0,1
INTP,NT,INTP aquarius,2UN1A2pW81TQEPgaHA5jOr,50,0.55912,0.131522892,0.56642,0.220101747,-8.02678,4.257494158,0.8,0.404061018,0.089656,0.109772615,0.405206432,0.330364276,0.16434,0.110330537,0.4551,0.20551749,129.61782,34.09422651,0.019598658,0.091832118,0,7,0,3,10,1,0,1,3,1,2,4,3,1,1,2,4,1,1,0,0,2,1,2
INTP,NT,intp,00Rzs6VCSt6FvPXua08mmJ,50,0.55484,0.129225852,0.652086,0.219244813,-8.79322,4.215299802,0.6,0.494871659,0.076032,0.070020436,0.307643028,0.325868918,0.18729,0.161219236,0.424474,0.258475081,125.35784,27.61304523,0.402727288,0.391254515,1,2,1,5,3,3,0,1,2,1,2,4,2,3,4,3,1,3,3,0,0,2,2,2
INTP,NT,Ranpo - INTP,0HHIk7MG12oagQZV3vOj7b,41,0.66895122,0.135377611,0.607634146,0.182027025,-7.333536585,3.142261193,0.585365854,0.498778997,0.108585366,0.094152243,0.241438707,0.269700391,0.213829268,0.154262373,0.576902439,0.202392911,124.5339512,33.51276827,0.048539965,0.159541521,0,3,2,3,2,1,1,5,3,2,3,3,3,3,0,0,1,1,0,1,0,2,2,0
INTP,NT,Intp,0wAIhRDCVGB72ljiJlxWZQ,50,0.5914,0.111480025,0.494448,0.219036702,-9.73114,4.531864332,0.68,0.471212071,0.084654,0.103137883,0.481514484,0.342249974,0.18801,0.134341475,0.38138,0.201447202,117.09976,32.44348068,0.130919438,0.285388714,1,3,0,4,1,0,3,1,5,3,3,2,4,2,2,2,2,2,2,1,2,3,0,2
INTP,NT,Intpop,13ipZv29SUiXDb830B6MJQ,11,0.696090909,0.174087021,0.566272727,0.10012701,-6.675363636,2.512642126,0.636363636,0.504524979,0.079572727,0.076361641,0.370318182,0.270225302,0.164845455,0.105335097,0.550372727,0.298548402,121.1133636,36.2065388,0.062065682,0.204617008,0,1,0,0,1,0,0,0,1,0,1,0,2,1,1,0,0,1,0,0,1,0,1,0
INTP,NT,feels like INTP,3bNmBLSprf2AGDggVmc0PN,50,0.53754,0.132625329,0.60302,0.197224464,-7.3276,2.802497552,0.68,0.471212071,0.067602,0.071172927,0.222332206,0.263973558,0.183736,0.149540523,0.353874,0.196318141,125.69346,30.44247857,0.022471108,0.088863912,1,4,0,0,4,3,3,4,4,1,0,5,3,1,4,2,2,2,3,0,1,2,1,0
INTP,NT,intp,70LBw4FvtbaOxLADCqwEUQ,50,0.66154,0.130930143,0.59962,0.186741215,-7.98494,3.355162196,0.54,0.503457434,0.10028,0.087076169,0.26039666,0.269332046,0.19002,0.140109441,0.459522,0.196979476,115.70432,29.25551808,0.054552539,0.174186075,3,5,4,3,1,3,1,1,1,0,3,4,2,1,3,2,1,4,2,3,0,1,2,0
INTP,NT,intp,70mPmz3kCFCx2z0a3nIbyv,42,0.597,0.121360378,0.507071429,0.137374935,-8.860380952,2.667029525,0.642857143,0.484965605,0.06687619,0.072012004,0.393140762,0.294264414,0.152357143,0.090403648,0.431992857,0.249989413,117.352881,35.39316672,0.101459664,0.241158596,1,4,1,2,2,3,2,2,4,5,1,4,4,1,2,0,0,1,1,1,0,1,0,0
INTP,NT,By INTP,6N9ivD4W5BMbKmfX1CNEnt,40,0.578575,0.125226541,0.7055,0.163977953,-5.8952,2.524996676,0.475,0.505736325,0.09297,0.100899062,0.198907425,0.245673051,0.175985,0.126838885,0.534275,0.191676542,126.21725,32.78954485,0.032743208,0.147836576,0,4,1,3,2,5,3,1,0,2,3,0,1,5,1,0,0,3,1,2,0,1,2,0
INTP,NT,intp,05FmNn25iFYc0CLVzpBHe0,22,0.548727273,0.176133116,0.664181818,0.211884433,-7.855909091,3.698772073,0.590909091,0.50323628,0.08215,0.087383919,0.218855927,0.256485613,0.191254545,0.153200245,0.4779,0.24937039,127.2398182,34.65696781,0.129816227,0.282738797,0,1,0,1,0,0,0,4,0,0,3,2,2,2,2,0,0,1,1,1,0,1,1,0
INTP,NT,typical INTP therapy session ,5MvxBNmxd6K0bDZz6AVkxV,50,0.534,0.156134296,0.64838,0.2180788,-7.23438,3.48563645,0.56,0.501426536,0.063474,0.050687111,0.221741308,0.272399591,0.173472,0.134993554,0.447582,0.248350547,125.82026,30.88359937,0.119933835,0.268519374,4,5,1,0,2,0,3,3,1,0,4,2,4,5,4,1,1,3,0,2,0,2,1,2
INTP,NT,vibes intp 🫶🏼🖤,4vK33d1G877KSOKe5bEkiF,38,0.536552632,0.125030093,0.686263158,0.190008632,-7.4485,2.93171349,0.631578947,0.48885153,0.055923684,0.039002761,0.143075853,0.225134589,0.167139474,0.112929412,0.383760526,0.185323255,126.2962105,33.35508518,0.165582422,0.28002888,1,4,0,1,1,3,2,0,1,4,4,3,2,3,2,1,0,0,1,1,0,3,0,1
INTP,NT,INTP (I Need To Pee),0mIGFxNM7ZDp11sn9mmeaf,49,0.598020408,0.161559005,0.688102041,0.162597822,-6.375265306,2.72053341,0.693877551,0.465657315,0.068161224,0.058658566,0.173762649,0.208365064,0.198346939,0.17803637,0.578959184,0.257192613,128.9423878,32.65249834,0.070106721,0.19549446,0,6,2,3,2,4,2,3,3,1,1,6,1,1,4,0,2,4,4,0,0,0,0,0
INTP,NT,Intp,2dgGRZwJ6vowjZfPcvz90c,25,0.51708,0.144060728,0.76924,0.14943401,-6.8116,2.466122243,0.64,0.489897949,0.088836,0.100375283,0.114528176,0.186759058,0.238356,0.193626524,0.426744,0.213600441,130.32596,28.6049826,0.328610494,0.359287396,1,0,0,0,1,0,0,1,1,2,3,2,2,4,4,0,0,0,2,0,0,1,0,1
INTP,NT,intp vibes ,0YHt0jxYd3IWzbFXkNNO1w,10,0.5795,0.1358776,0.6682,0.200626131,-6.9497,2.514121673,0.7,0.483045892,0.06694,0.078176868,0.180753,0.203591,0.16268,0.132540634,0.5212,0.233443688,129.436,36.26824692,0.29563007,0.415847799,0,1,0,2,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0
INTP,NT,INTP mbti playlist,0OChJmRmeEl5F0CKAOqz6w,39,0.626076923,0.155745978,0.649076923,0.179777404,-7.001974359,3.988618719,0.564102564,0.502356122,0.102907692,0.100470201,0.267228,0.291657166,0.162961538,0.119395959,0.461097436,0.268864321,119.3475897,25.14795794,0.112280401,0.279162918,4,3,0,1,0,0,2,2,1,1,3,1,2,3,2,1,4,2,1,0,0,2,1,3
INTP,NT,intp kpop songs,3URb6dFqioiHBDc311MnfJ,46,0.692130435,0.097696266,0.80626087,0.109595506,-3.660086957,1.585183744,0.456521739,0.503610155,0.116143478,0.076932509,0.114153261,0.128050223,0.190836957,0.12920091,0.570978261,0.211649342,126.9975652,26.02184052,0.000112126,0.000335439,3,4,0,3,2,4,0,7,0,1,1,4,3,1,1,2,1,1,2,1,1,0,3,1
INTP,NT,# intp,445BiHm2uHistYdrgenix1,50,0.57526,0.144763397,0.61746,0.19689469,-8.46358,3.160167563,0.8,0.404061018,0.041742,0.020618647,0.273679691,0.304401663,0.164904,0.107762483,0.532616,0.211764447,128.34562,29.68125373,0.257416171,0.353162389,1,5,2,2,7,0,6,1,4,2,3,3,0,3,6,0,0,1,3,0,0,1,0,0
INTP,NT,INTP vibes,5ZIn5l8GLb422eKr87kCoJ,50,0.6219,0.172587777,0.60064,0.201845441,-7.31386,2.860533931,0.62,0.490314351,0.098228,0.10588849,0.22977026,0.257879032,0.190788,0.150536371,0.47884,0.248199843,118.99306,25.24880992,0.100286238,0.203416665,0,4,0,2,2,0,3,3,1,2,2,3,6,3,3,1,3,5,0,0,0,2,1,4
INTP,NT,int+,2uAhmly083mKiaE6knPRqx,50,0.70716,0.121432834,0.66362,0.121646844,-5.89888,1.898960937,0.52,0.50467205,0.097742,0.085756476,0.2098532,0.184847722,0.17961,0.129670303,0.566968,0.200658737,120.02702,25.59400563,0.000270084,0.001512759,1,3,3,5,2,2,1,1,2,4,2,2,4,2,3,4,0,4,1,1,0,1,2,0
INTP,NT,INTP,5h460GFdFybcrBKFNbL3gG,39,0.617564103,0.144645446,0.61025641,0.210151664,-8.752410256,5.699060355,0.512820513,0.506369684,0.125771795,0.115538604,0.332511795,0.273637261,0.237305128,0.188968372,0.528128205,0.21183946,119.0901795,27.54498568,0.076540263,0.24275891,2,4,0,2,3,2,1,4,0,1,2,3,3,5,1,1,0,1,0,2,0,1,1,0
INTP,NT,Intp/entp rock,5hTeZB5S6QPjAphadZCNWx,50,0.50244,0.12927982,0.62944,0.171899254,-9.24962,3.216465768,0.64,0.484873221,0.066712,0.071349944,0.17932863,0.231923491,0.200466,0.155625411,0.452472,0.232140454,126.3996,28.59111579,0.054809206,0.171546628,0,5,1,3,7,4,4,1,2,4,2,3,1,2,3,1,1,2,1,1,1,0,1,0
INTP,NT,02-IntPop,1ZQexOh8aFhjaycaqDSUxQ,50,0.61904,0.108548298,0.74276,0.104671607,-5.29172,1.338612502,0.32,0.471212071,0.087758,0.082484888,0.1083732,0.143631876,0.19019,0.14186159,0.514338,0.21965127,120.93452,27.8779961,0.003893212,0.015428907,1,2,2,2,3,4,0,4,0,1,1,1,1,0,3,4,0,8,2,3,2,1,2,3
INTP,NT,INTP Playlist :),3i7j3eiunLhJmo3ne1gKm1,22,0.616590909,0.15535295,0.625318182,0.108551671,-6.239818182,1.817400279,0.545454545,0.509647191,0.0644,0.048525124,0.300588636,0.226886473,0.1511,0.085228421,0.416572727,0.247959822,119.6033636,34.19989754,0.013390848,0.060259513,1,0,0,4,1,1,2,1,0,0,0,0,3,0,1,1,0,2,0,1,1,1,1,1
INTP,NT,INTP Deeps,6NnYyKVCgFBpUfTDx4I9lZ,50,0.60698,0.145021953,0.5968,0.221096894,-7.16436,3.188971812,0.68,0.471212071,0.08361,0.078160947,0.356108528,0.331283668,0.192366,0.115377355,0.496626,0.21995368,132.98796,29.63251852,0.034497257,0.147896939,1,6,3,2,2,2,8,2,2,1,1,3,3,2,2,0,0,4,2,0,0,3,1,0
INTP,NT,2 intps brain ,7FkjKwV9vY8Bi7dxKduTkF,50,0.5283,0.142715394,0.62154,0.202142727,-7.71882,3.720577664,0.56,0.501426536,0.054534,0.044623649,0.260048891,0.31040546,0.188034,0.133981475,0.44085,0.24382247,118.98084,30.56639404,0.152166832,0.290302372,1,6,2,4,2,1,0,4,1,2,5,2,3,4,2,1,1,1,1,1,0,1,3,2
INTP,NT,Int.POP,2T36QkHt80yI0PGqUXrxhc,50,0.59426,0.135949542,0.71596,0.203111004,-5.06412,3.792549014,0.56,0.501426536,0.08595,0.079021103,0.1825797,0.247026791,0.15543,0.100191896,0.49442,0.181236241,132.1975,31.24748235,5.30E-06,1.57E-05,2,1,1,4,4,2,5,4,2,6,0,2,2,1,4,0,0,4,0,0,1,4,0,1
INTP,NT,intp,78vHI2NRcJw62A1ZieDI3G,46,0.581108696,0.174397914,0.67376087,0.196820413,-7.8335,3.628304322,0.652173913,0.481543412,0.066741304,0.056143192,0.150131117,0.221752461,0.148421739,0.116343636,0.499652174,0.253838659,121.1636957,30.43498359,0.14831078,0.304851142,0,1,1,0,3,0,2,1,2,3,6,3,2,4,6,2,3,2,0,1,0,2,0,2
INTP,NT,INTP⚗️,7N1QHHM2LCO8XbrQAYone1,21,0.608333333,0.117490141,0.500842857,0.233881334,-9.489190476,5.34207727,0.714285714,0.46291005,0.088304762,0.086397815,0.369968571,0.345751656,0.193266667,0.150770933,0.361247619,0.192153094,117.711,35.47352377,0.066922325,0.207244238,0,4,0,0,2,2,0,1,0,0,1,1,2,0,3,0,0,1,2,0,0,0,2,0
INTP,NT,An Intp playlist for Intps ✨,1ox0HO7ZkDPmogzS0z8Z4K,50,0.59338,0.131390971,0.69644,0.162199696,-5.90986,2.244046009,0.62,0.490314351,0.074338,0.077413767,0.161256588,0.220470921,0.204028,0.122526017,0.4889,0.216020809,121.71518,30.82930838,0.082242862,0.207665973,0,7,1,2,2,0,3,3,4,4,1,4,2,3,3,2,1,1,1,1,0,1,1,3
INTP,NT,intp?,1npLnOXpyFc7insichXGZm,28,0.528,0.128506233,0.652821429,0.220911253,-8.518178571,4.587026706,0.464285714,0.5078745,0.056217857,0.047363598,0.194477157,0.27147396,0.151771429,0.105690239,0.363782143,0.227668339,124.747,31.85941307,0.226964804,0.322911462,1,0,2,1,1,1,1,0,0,3,3,0,1,2,4,1,0,1,1,0,1,1,1,2
INTP,NT,INTP,2OATV6bmPYw1kMgtih4gzM,10,0.7018,0.091992512,0.871,0.091696359,-2.7419,1.368092139,0.4,0.516397779,0.11291,0.078894127,0.139098,0.208896685,0.14641,0.109414832,0.5229,0.271491948,116.1478,17.95687291,0.000270434,0.000494595,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1
INTP,NT,INTP.,2D6o7mb3GI10fHbRSDkYsS,36,0.561444444,0.157251108,0.721444444,0.205016438,-6.842333333,3.479626655,0.5,0.507092553,0.081733333,0.073157939,0.178083844,0.245807652,0.210794444,0.205404251,0.436494444,0.24925198,128.9966389,28.71757771,0.141234011,0.29338793,1,3,1,2,0,0,0,4,0,2,2,1,1,3,4,1,2,2,2,0,0,1,1,3
INTP,NT,intp mind calm,2CmoMIyLJi5QpkjDgxWDfd,50,0.65002,0.131917335,0.72118,0.134183196,-5.17764,1.33247915,0.62,0.490314351,0.058842,0.04055316,0.12229316,0.166594075,0.1615,0.105980349,0.536558,0.214297411,127.69492,27.32341063,0.008382474,0.056258953,3,4,3,3,7,1,0,0,2,4,4,5,1,1,4,1,0,2,1,0,1,0,3,0
INTP,NT,intp,0aJGhEHyNN13DAvYVx2QCr,50,0.56914,0.161598142,0.562954,0.210908317,-8.1444,3.852579284,0.72,0.453557368,0.06657,0.083734788,0.328732968,0.314357011,0.18065,0.116442101,0.453686,0.189629293,123.58432,33.92329893,0.110710187,0.243563588,2,5,0,2,1,3,1,1,3,1,3,6,4,2,5,1,4,3,1,1,0,1,0,0
INTP,NT,INTP,32T2Q8bmQkEyAVxt9MeOGt,29,0.538689655,0.179728784,0.672275862,0.221351836,-7.389655172,3.164948976,0.793103448,0.41225082,0.072572414,0.059973398,0.257048772,0.338539919,0.149524138,0.106258716,0.422562069,0.220979195,119.3364483,35.54248283,0.204243469,0.338423958,1,2,0,0,2,1,0,1,0,0,3,1,3,1,7,0,3,1,0,0,0,2,0,1
INTP,NT,pov: you’re an intp,7JwcG9LakVjxOKIsQZXKQC,50,0.57234,0.142971042,0.64704,0.169709351,-7.1039,2.662128949,0.56,0.501426536,0.090206,0.084823012,0.233957776,0.274565136,0.178732,0.125004577,0.42366,0.229107365,111.5416,25.56722999,0.162844262,0.292569332,2,6,1,4,1,4,3,3,3,3,1,0,2,2,2,2,2,1,3,1,1,1,1,1
INTP,NT,INTP,0KolkDQ1zVzywYpapPWQmB,15,0.570666667,0.156865578,0.738466667,0.161877761,-7.362333333,2.381469884,0.8,0.414039336,0.05332,0.038313261,0.119568693,0.203140307,0.190826667,0.161283448,0.457866667,0.251934194,122.7900667,27.91691451,0.395266773,0.399154685,0,0,0,0,1,0,0,0,1,0,2,1,1,1,4,0,1,0,0,0,0,1,0,2
INTP,NT,intp,170d2VthbicTv9kMR2EfZe,50,0.6793,0.122322967,0.75922,0.128002438,-3.50686,1.577598744,0.54,0.503457434,0.0855,0.059860058,0.1918404,0.173730785,0.173026,0.157051547,0.57594,0.176745454,124.25914,28.87066086,1.11E-05,7.38E-05,2,5,2,4,4,0,1,7,3,2,6,1,1,1,1,4,1,2,0,2,1,0,0,0
INTP,NT,intp outcast,41KpGVKEWnKnmI7MIz9qXZ,10,0.5597,0.103133193,0.4508,0.193692655,-9.6962,2.856529277,0.7,0.483045892,0.0354,0.015756621,0.403432,0.39723051,0.1211,0.060298775,0.4183,0.255539538,101.3239,21.6647685,0.1376381,0.21158366,0,0,0,1,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
INTP,NT,mistyped intp 4w5,6sZ3h9vb9Z3EmIyfzMww8k,50,0.42634,0.146310072,0.44592,0.224151265,-10.89334,5.406508793,0.44,0.501426536,0.035994,0.011862278,0.43740968,0.354599098,0.153064,0.094650474,0.256188,0.175461605,122.80214,32.64976621,0.360604343,0.397717796,0,6,0,0,2,3,0,3,2,2,3,1,1,6,3,0,1,4,1,4,1,2,3,2
INTP,NT,INTP ✨,0LsgTBC7QOlh2uqVeBNGMw,20,0.54725,0.13662044,0.6444,0.189057607,-7.24535,2.659341634,0.6,0.50262469,0.06381,0.059676354,0.20203992,0.273674809,0.158395,0.139980719,0.3979,0.214052109,121.5917,32.31525794,0.183454007,0.330729247,1,2,0,0,1,0,0,2,1,2,2,0,1,1,2,0,1,1,1,0,0,1,0,1
INTP,NT,Pov: ur an intp,1BmkgpU4NBxTNvxwr1uLHy,50,0.62094,0.125012066,0.64802,0.183510161,-6.70486,3.044992644,0.62,0.490314351,0.092752,0.078930039,0.20386442,0.237208076,0.211902,0.145613654,0.540372,0.22120076,121.26564,30.23527465,0.038935892,0.123803195,1,7,0,1,6,3,4,3,1,1,1,2,6,4,1,0,0,3,1,1,0,1,2,1
INTP,NT,INTP ?,4rK9f2q1Ph6vOW0LmMG4Yo,28,0.64575,0.13001841,0.584535714,0.173926439,-6.865285714,2.778986091,0.428571429,0.503952631,0.053882143,0.027021391,0.179372857,0.196504711,0.198275,0.159230389,0.449421429,0.227158855,113.216,27.2475276,0.067169024,0.159629962,2,0,1,1,2,0,0,4,1,2,1,1,2,1,0,2,3,2,1,2,0,0,0,0
INTP,NT,INTPRYR,743OYBKiryEfhRPOANd3Xs,50,0.35922,0.132913243,0.285138,0.182046327,-13.17906,4.676384769,0.86,0.350509833,0.034908,0.009283469,0.5895342,0.361450764,0.179774,0.151841898,0.215236,0.103517978,116.695,31.50991876,0.079457932,0.204723137,0,3,0,1,9,2,4,0,3,0,1,4,2,0,6,0,2,0,7,2,0,1,3,0
