mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
INFP,NF,INFP,1Ev4ZlNCgGOjrPbN6nvgVo,50,0.5976,0.166080507,0.511604,0.218096636,-9.5286,4.131221591,0.6,0.494871659,0.079014,0.09031175,0.40969,0.314953232,0.162004,0.099918842,0.514166,0.242679107,121.43074,34.32847673,0.043470526,0.15829077,3,9,3,4,3,0,2,1,1,3,1,3,0,1,2,3,2,1,1,1,2,1,1,2
INFP,NF,ɪɴꜰᴘ-ᴛ,3tO77UPsx0Wmw0oDPZt1Be,50,0.42776,0.146618979,0.338352,0.225687945,-12.25344,5.281891611,0.46,0.503457434,0.037684,0.011090488,0.6544338,0.338883881,0.144304,0.087894912,0.237748,0.180866634,112.78814,28.57707433,0.135749406,0.246155217,2,6,3,1,4,0,2,1,2,3,0,1,1,1,9,2,1,0,1,0,3,3,1,3
INFP,NF,INFP,1FthYdcAhquOCAxBQiRYz0,50,0.51574,0.152011252,0.392502,0.267505503,-11.90948,7.411073263,0.56,0.501426536,0.044184,0.020024438,0.5361287,0.379864425,0.14779,0.085527812,0.310924,0.248319775,113.43464,23.04280732,0.292513722,0.385012568,0,6,3,2,1,1,4,1,1,3,3,3,0,4,2,4,0,1,3,0,4,2,0,2
INFP,NF,INFP,4SUMv2k79sReGRsGi1MiaQ,50,0.6639,0.078906881,0.70954,0.155801969,-4.72418,1.553623358,0.46,0.503457434,0.0567,0.028376967,0.211012,0.220864455,0.14632,0.101193482,0.52716,0.17235942,119.03822,24.80586186,0.002669869,0.017535419,2,4,1,4,1,0,0,0,2,3,5,1,0,2,1,2,2,2,3,2,3,0,4,6
INFP,NF,Infp,3p8Uyx6zn5ITUN7arJU4p6,23,0.595826087,0.144879465,0.502782609,0.136957842,-7.599173913,2.117558922,0.565217391,0.506869802,0.100073913,0.164229593,0.473195652,0.228438678,0.132904348,0.068684757,0.345017391,0.192518175,118.6634348,28.31172299,0.000210605,0.000802903,3,2,1,2,4,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,2,1,1,1
INFP,NF,INFP KİŞİSİ,41h0u0PDlxAhl9EI0OGxtY,50,0.53496,0.098901922,0.68878,0.162477288,-7.4487,2.949785646,0.18,0.388087934,0.040386,0.020121012,0.14670398,0.174025975,0.17531,0.091249727,0.481258,0.193030927,128.74218,32.11357386,0.025356299,0.099855078,3,2,3,1,0,0,3,0,2,0,3,1,2,0,8,5,0,0,4,2,4,0,0,7
INFP,NF,infp,5XiPYQ0y2pgY0VP5In3ZyJ,50,0.47586,0.160820474,0.359186,0.220700024,-11.6831,5.109869639,0.58,0.498569382,0.04064,0.018637432,0.5685958,0.365977947,0.13709,0.089346627,0.320274,0.195933318,120.2101,37.58906556,0.096128376,0.216217794,2,9,0,2,2,0,3,2,2,2,4,3,1,0,1,1,3,2,2,1,1,2,4,1
INFP,NF,INFP,1loSnddCwigbSuibnAuxJi,50,0.41972,0.126357129,0.239334,0.149189026,-13.09822,3.73891241,0.86,0.350509833,0.040814,0.013723717,0.7601012,0.257713221,0.142576,0.088195068,0.21101,0.160318552,118.24616,34.87216888,0.129999432,0.268332287,0,8,0,6,4,4,2,2,0,4,1,1,1,1,0,8,0,3,0,0,2,2,0,1
INFP,NF,infp,1ncAmftHPDvH4XyTn5Cxu8,50,0.54728,0.161284897,0.65484,0.157104588,-6.80896,2.459987506,0.48,0.50467205,0.089286,0.077529502,0.231696971,0.252120571,0.181934,0.101212284,0.47682,0.225343881,116.629,29.99342685,0.063665443,0.196518565,2,5,1,2,1,1,5,3,2,4,2,1,0,0,5,1,2,3,1,1,3,2,1,2
INFP,NF,im infp,3O29kU2iOQo921MqEwDybR,50,0.55428,0.128719286,0.52608,0.181594732,-8.14252,3.676211588,0.74,0.443087498,0.045314,0.026565568,0.41048596,0.331338968,0.166476,0.119159837,0.378972,0.193235278,126.07478,30.17113073,0.03074633,0.142993788,3,5,2,2,4,0,0,4,0,2,2,0,2,6,1,2,1,4,0,0,1,4,4,1
INFP,NF,INFP ,7JHjMU8x0tD96xv2F0RGx9,50,0.56156,0.136169336,0.58286,0.176846297,-7.00118,2.497673388,0.72,0.453557368,0.07156,0.050000673,0.31393884,0.288271808,0.174024,0.103585783,0.404442,0.196310514,113.119,26.39169976,0.004751145,0.014262781,3,2,1,5,5,2,1,1,3,2,0,2,0,3,0,4,1,2,1,1,2,4,4,1
INFP,NF,Infp-t,74MLRDL4RetJmYrjhDNPun,50,0.5515,0.13537661,0.585972,0.237866054,-8.13768,4.225328213,0.7,0.46291005,0.066554,0.068017819,0.349680271,0.362189149,0.175686,0.136626946,0.430828,0.235968742,116.07774,30.11156275,0.099574134,0.250359924,0,6,0,3,3,1,5,3,2,2,1,1,0,2,2,6,1,1,1,1,0,4,3,2
INFP,NF,infp,09z4kw819ERJcrmnIcshVM,50,0.5358,0.121673534,0.42386,0.23549843,-9.41196,3.729863892,0.86,0.350509833,0.03945,0.021116434,0.610227,0.34637862,0.15297,0.09178504,0.364722,0.179743851,111.73998,27.99895213,0.058762696,0.152077551,0,5,0,3,7,2,1,4,2,0,1,4,0,7,1,1,1,5,1,0,0,2,3,0
INFP,NF,Infp soul 💚🥺,4jpUqwnmXwKC6aEMfaxBh2,50,0.4304,0.191351157,0.3613128,0.235243125,-12.84682,6.593896546,0.72,0.453557368,0.049804,0.033341321,0.64933383,0.314078678,0.185716,0.162718997,0.313932,0.222705931,125.6826,37.30834869,0.359903062,0.421799788,2,4,0,2,3,3,2,2,4,6,2,3,0,2,1,3,0,4,1,0,0,2,2,2
INFP,NF,INFP-T,5l9x8t1lGJ341DhP7j2OPF,50,0.54466,0.13234226,0.4847,0.201118936,-8.0991,2.903391031,0.86,0.350509833,0.05219,0.039049431,0.4334982,0.303937478,0.151168,0.113650539,0.353946,0.17344627,122.1629,27.55462684,0.02957317,0.127162034,1,6,2,4,2,2,0,5,0,4,3,6,0,4,0,0,0,3,0,0,0,4,3,1
INFP,NF,INFP,2tlIGZEe34epaGzmQ939gF,50,0.59766,0.167613941,0.50825,0.214496854,-9.42616,3.825300641,0.72,0.453557368,0.054934,0.05377945,0.33616324,0.328731877,0.15182,0.137120038,0.527356,0.232140462,115.82228,26.23397471,0.008839758,0.050042003,1,12,1,1,2,0,3,1,1,5,3,1,1,0,0,5,1,2,0,0,3,3,4,0
INFP,NF,INFP,043koEB5GxsJLzfsX7ND4o,14,0.574928571,0.122220774,0.652357143,0.210884076,-5.600285714,1.80225826,0.714285714,0.468807231,0.085564286,0.068766099,0.329615,0.33852226,0.131307143,0.069824532,0.492142857,0.168843513,125.7058571,39.25205851,4.69E-06,1.59E-05,0,2,0,1,0,0,1,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,3,0
INFP,NF,LoFi for INFPs 💕,1AKkp3rPeE4bNXNpWfGHDw,45,0.663555556,0.109552925,0.269534222,0.139541242,-14.55855556,5.872993006,0.6,0.495433694,0.07118,0.063766961,0.74926,0.22697444,0.15222,0.134932098,0.278768889,0.170919865,104.4048222,32.91674713,0.814955556,0.192213536,1,4,0,1,3,0,2,0,1,3,1,5,2,3,1,3,1,2,2,1,1,1,2,5
INFP,NF,INFP playlist ,3RzW7m7Yd0sgfUxtMsiqps,13,0.532846154,0.163677959,0.597846154,0.222135787,-7.150923077,3.563401569,0.692307692,0.480384461,0.057423077,0.040250945,0.335634846,0.313762067,0.128561538,0.121456374,0.3389,0.250989004,129.5165385,34.38849155,0.082277392,0.210721626,0,2,0,1,1,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1
INFP,NF,infp vibes✨,47IqwOw2lvndCCJgGdLjRB,50,0.65164,0.126609275,0.67542,0.192094268,-5.60458,2.30326768,0.72,0.453557368,0.080106,0.078254463,0.3109628,0.277234217,0.175326,0.111806014,0.5805,0.207883332,119.82282,27.76774968,0.000148063,0.000821017,0,3,3,7,4,0,1,1,2,4,2,2,0,5,0,5,0,2,1,1,3,0,3,1
INFP,NF,INFP,4cHokQIF155pQpM0AGDpKp,46,0.716282609,0.103925329,0.79876087,0.126407838,-4.505130435,1.784522689,0.586956522,0.49782134,0.111869565,0.09601766,0.183217391,0.158211909,0.173930435,0.126362419,0.60473913,0.19645994,121.9338478,21.08156467,0.001574142,0.010008435,2,7,1,2,5,1,2,0,3,1,2,5,0,2,2,1,2,1,0,3,1,0,2,1
INFP,NF,INFP,2gk1eUtrvfffB2FG4Ovb3K,50,0.568804,0.15933818,0.535552,0.217800326,-10.299,4.978118381,0.72,0.453557368,0.055998,0.05000481,0.30829758,0.352764719,0.169768,0.115846076,0.497408,0.221812887,114.47268,28.31664549,0.130777802,0.24621528,1,6,0,2,2,1,0,4,1,2,5,5,0,2,1,8,0,2,1,1,1,1,1,3
INFP,NF,INFP-T,0qfBDP1th23bOp3gK6LJgI,50,0.61718,0.16082754,0.569452,0.144338784,-7.74126,2.240436217,0.64,0.484873221,0.131708,0.098790051,0.3794742,0.237187431,0.226242,0.186487122,0.45002,0.180329572,115.87416,32.30551675,0.025145438,0.100061537,1,3,4,4,3,1,0,1,2,3,0,4,1,3,0,4,4,1,1,0,1,2,3,4
INFP,NF,Infp't,2UpTDPcYC7ldFnUTSXSDVM,17,0.536411765,0.134020548,0.474352941,0.14615999,-7.550588235,2.33332724,0.823529412,0.392952624,0.034652941,0.012492704,0.415794118,0.259945851,0.1189,0.022480881,0.349117647,0.158830839,106.7731176,30.1699631,0.001966543,0.005772916,1,2,0,0,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,4,1,1
INFP,NF,INFP,5QQLDDe7L27eFXKcd1kHlP,31,0.654,0.117085724,0.83016129,0.093425584,-3.838548387,1.163898559,0.548387097,0.505879411,0.096658065,0.069283903,0.117983226,0.113037263,0.192670968,0.121985306,0.584612903,0.162167131,121.0560645,23.67295684,0.002196182,0.012194137,2,2,2,6,2,0,1,0,2,1,2,3,1,1,2,1,0,1,1,0,0,0,0,1
INFP,NF,Infp personalized 😍‼️,0yvhuN4HUgUMlaiLBmu04B,50,0.54268,0.137766208,0.60942,0.198270079,-7.37444,3.322918585,0.64,0.484873221,0.057292,0.05576562,0.33161748,0.276173057,0.164788,0.099608478,0.4196,0.230040369,124.50242,30.61539473,0.065974233,0.180420484,2,6,1,3,3,0,2,1,1,2,3,3,1,2,0,4,0,2,2,0,3,4,2,3
INFP,NF,Songs that a INFP likes ,3sPIQsK7IadSw4gfQ3kLoA,50,0.62438,0.17634265,0.616,0.170909691,-7.2045,1.899797511,0.54,0.503457434,0.113198,0.101293214,0.20158724,0.215228186,0.197904,0.164263022,0.549,0.23396485,110.99364,29.12133672,0.020089433,0.076317062,0,4,2,2,2,2,1,0,5,2,3,3,2,4,2,2,1,2,0,1,0,1,3,6
INFP,NF,An INFP crying,1hT083lkiPu2RBauhg9FrC,50,0.55218,0.152173597,0.523492,0.198581642,-8.17336,3.573273305,0.68,0.471212071,0.071448,0.08729177,0.39130606,0.32865447,0.210774,0.145806427,0.357908,0.171695975,115.00738,34.95956835,0.116753913,0.263286983,0,6,2,2,3,2,3,0,1,5,2,3,0,1,4,3,2,2,1,0,0,3,4,1
INFP,NF,Songs that a INFP likes ,3sPIQsK7IadSw4gfQ3kLoA,50,0.62438,0.17634265,0.616,0.170909691,-7.2045,1.899797511,0.54,0.503457434,0.113198,0.101293214,0.20158724,0.215228186,0.197904,0.164263022,0.549,0.23396485,110.99364,29.12133672,0.020089433,0.076317062,0,4,2,2,2,2,1,0,5,2,3,3,2,4,2,2,1,2,0,1,0,1,3,6
INFP,NF,infp bitches ,6aTq9CZOrPCGJDM80mCFMh,50,0.48362,0.147345892,0.426518,0.215661374,-10.647,4.969241958,0.82,0.388087934,0.035586,0.011594017,0.540935751,0.373199387,0.128548,0.062196365,0.36117,0.201312035,120.6366,32.87514756,0.160082427,0.252288673,1,5,0,4,8,3,1,1,2,3,3,2,0,3,0,2,1,0,0,0,0,6,4,1
INFP,NF,music lover infp,2SgkgqmAkjIYQoOniAwSrW,50,0.56226,0.149311728,0.75582,0.188194503,-6.34742,3.602731243,0.48,0.50467205,0.07978,0.065639572,0.127047508,0.230170758,0.218166,0.14935164,0.507042,0.235236491,129.1034,31.14540497,0.132097491,0.252981673,2,2,1,3,3,0,5,1,1,4,5,3,2,1,4,4,3,0,0,0,2,1,2,1
INFP,NF,infp,25skCmxNoxcQ8QF3vNgIfe,50,0.67502,0.109750271,0.6537,0.177674576,-9.5397,3.577441962,0.56,0.501426536,0.041758,0.015866806,0.14353142,0.144212116,0.11793,0.074404815,0.68614,0.207609033,119.99786,15.88267967,0.06056369,0.182415345,4,7,1,3,2,0,2,2,2,2,3,3,0,1,4,4,1,1,1,0,1,1,2,3
INFP,NF,🍃🌼 INFP 🤍🌿,5Cpf9WB1x5ixphmudDe8E1,36,0.574138889,0.1716515,0.291353333,0.209336022,-15.06383333,6.402070698,0.777777778,0.421637021,0.083241667,0.106661607,0.72086,0.321823746,0.139041667,0.087642571,0.344780556,0.245105886,115.7276944,31.71337701,0.299269059,0.394289931,1,7,3,2,3,1,0,4,0,3,1,3,2,2,0,1,0,0,0,0,0,1,1,1
INFP,NF,infp instrumental ☔️,2eAVv49yUzHTIVJ9abG7PN,50,0.31702,0.130016559,0.09141,0.097491796,-23.85208,8.100873792,0.52,0.50467205,0.048226,0.018438567,0.96286,0.05219313,0.113884,0.062336707,0.15397,0.150215023,89.92172,28.40107129,0.83452694,0.205667761,1,6,2,5,1,0,5,2,2,2,0,3,0,0,6,4,0,0,3,2,2,3,0,1
INFP,NF,INFP GAY & TAURUS,2Qp55Venee0bwEDNcrmQtt,50,0.60662,0.154341378,0.5164,0.203292491,-8.32756,3.801175141,0.56,0.501426536,0.095736,0.087055131,0.4726816,0.298582088,0.200854,0.159167162,0.385936,0.193332643,117.01812,33.15852029,0.02448526,0.128044631,1,3,3,3,2,2,1,1,4,1,3,3,1,6,1,4,3,0,0,2,3,3,0,0
INFP,NF,Infj/infp,1e4BKHIVcQkiAR4NWF5Jmn,50,0.59486,0.131791116,0.63202,0.197299885,-5.76022,2.707359797,0.7,0.46291005,0.07062,0.058187975,0.29550384,0.274836303,0.153352,0.123567364,0.425764,0.205066065,124.31572,29.89088501,0.012727461,0.058148458,3,7,1,5,5,1,1,1,2,2,1,5,0,2,2,5,1,2,2,0,0,0,0,2
INFP,NF,infp hours ,2fzHMnSrkmH4tMRsZnNsIG,50,0.65376,0.118755719,0.63286,0.170519855,-5.62616,2.288312232,0.66,0.478518121,0.077448,0.066439914,0.4664158,0.286526732,0.183484,0.141892251,0.52768,0.220431991,113.64686,28.94278981,0.013602272,0.072332461,2,6,1,5,1,3,0,4,4,2,2,4,2,2,1,2,0,1,1,1,0,1,2,3
INFP,NF,INFP!!!,0pAAwleEN7K1Vns5G0r3hA,21,0.524238095,0.142174507,0.428095238,0.154146652,-9.819238095,3.042026445,0.666666667,0.483045892,0.039338095,0.018504066,0.493158333,0.318264704,0.157157143,0.088314226,0.310609524,0.193693216,124.8847619,31.65535492,0.047079092,0.140477085,1,4,0,1,1,0,1,0,0,1,1,2,0,0,2,1,0,2,1,0,1,2,0,0
INFP,NF,INFP,107yKpK6gbySuJdd3ZsY90,50,0.55934,0.121004741,0.61408,0.175733894,-6.56874,2.335516565,0.58,0.498569382,0.05545,0.047283337,0.2006484,0.245840581,0.160138,0.114577552,0.353182,0.170543532,119.40478,28.09535118,0.061492316,0.207531637,2,5,5,4,2,2,1,1,0,2,2,3,0,4,4,2,3,2,3,1,0,1,1,0
INFP,NF,infp,5i7CKyEaWiwzoGfBxFXm87,50,0.65092,0.113441496,0.61996,0.152754433,-7.62846,2.442357745,0.6,0.494871659,0.055792,0.051951083,0.2132426,0.23327139,0.193598,0.156758059,0.57469,0.225190461,110.9011,23.8501212,0.038125774,0.08172408,1,7,1,2,6,1,4,2,2,1,0,0,2,1,4,1,0,0,0,1,1,2,7,4
INFP,NF,Cause’ im INFP,6Y2a5cLUj9K7VRkgUpLR6W,50,0.56796,0.122243143,0.54652,0.17866823,-7.82074,2.667411723,0.94,0.239897937,0.060496,0.056128348,0.3721736,0.342781446,0.146484,0.085954792,0.384102,0.176260168,124.96152,26.65637348,0.003721887,0.025584099,1,9,0,0,7,0,1,4,0,5,0,6,0,3,0,5,0,4,0,0,0,2,2,1
INFP,NF,as an infp,7wyh2J5Awbya82MgqqxUDI,50,0.53198,0.168279104,0.63958,0.20389474,-6.8577,2.711380929,0.74,0.443087498,0.066676,0.063564582,0.257955719,0.295857461,0.147712,0.08127632,0.428182,0.222682176,124.28064,31.8832592,0.034321685,0.120924331,1,6,1,4,5,1,3,6,3,4,0,2,1,1,0,1,0,3,0,0,2,3,1,2
INFP,NF,INFP-T,27atsj7NTRFVagkcsU03sW,50,0.49396,0.124867433,0.51806,0.178222678,-7.73166,3.073259824,0.7,0.46291005,0.067054,0.078274757,0.398691,0.311949193,0.160912,0.136003155,0.34033,0.172648346,117.59326,33.0314126,0.022257046,0.096256051,1,5,1,3,2,5,2,2,4,3,1,3,1,2,0,2,1,2,1,0,2,5,1,1
INFP,NF,Unestable INFPxISFP,5i7e0X8cXbjaQ4DfZwAUUo,50,0.782,0.083774966,0.78614,0.102375661,-5.50778,1.816439501,0.36,0.484873221,0.110328,0.078507873,0.1434058,0.113682889,0.187286,0.157669198,0.64886,0.226006322,113.21958,29.87983094,0.001995355,0.008478227,0,2,6,1,0,0,5,1,1,2,1,1,2,2,5,5,3,1,4,0,0,1,2,5
INFP,NF,infp mind : ),62z7QPPGe3HblKzZLPGlKF,50,0.55496,0.111622169,0.58719,0.1924007,-7.8027,3.963278478,0.78,0.418451958,0.051402,0.0368639,0.26547266,0.298647958,0.163516,0.108154486,0.40021,0.206704514,121.35158,31.60208215,0.083151218,0.213302191,3,5,2,0,4,1,1,0,0,5,1,6,0,7,1,4,2,1,0,0,1,5,1,0
INFP,NF,INFP • Deep Impressions,2iwboT07vrjutUSWai6XHU,50,0.265912,0.153682984,0.247482,0.145559441,-16.24112,4.443627713,0.52,0.50467205,0.042588,0.02238742,0.7955828,0.275085896,0.112954,0.045978794,0.088394,0.096857759,114.47698,33.26733735,0.728844051,0.298694111,0,7,2,0,4,4,0,1,2,4,2,1,4,2,2,1,1,0,5,1,5,0,2,0
INFP,NF,INFP shit✨,7mlQzY9jbyQ4MgK3ci8sKv,50,0.37902,0.108516055,0.2134194,0.135979457,-14.85006,5.537834751,0.72,0.453557368,0.040904,0.013853268,0.84552,0.175960599,0.142934,0.0914409,0.176054,0.125785806,113.91954,31.3063405,0.202894948,0.311983161,0,4,2,5,7,2,1,3,2,3,1,3,1,2,1,5,0,1,0,0,3,0,1,3
INFP,NF,infp.,4pgWI8zNbiCYAhaGYfzYjf,50,0.52102,0.134777744,0.616394,0.201609429,-7.42614,4.056262525,0.6,0.494871659,0.058638,0.059528086,0.270493988,0.303776625,0.210634,0.176301056,0.362168,0.193277703,130.5741,34.99009451,0.08331105,0.191677083,3,3,0,2,4,0,2,3,3,1,4,3,1,2,3,6,0,0,1,0,0,2,4,3
INFP,NF,Infp,0RAC6JuY3aVI04LCgrZLM9,50,0.58044,0.122426848,0.6563,0.20713697,-7.99498,4.713601857,0.68,0.471212071,0.096152,0.079781598,0.138505608,0.214558553,0.220374,0.150886201,0.422226,0.19471946,135.67188,27.5406688,0.184025895,0.289917855,1,2,0,1,4,1,2,1,2,0,2,7,3,2,1,6,1,5,1,1,1,1,4,1
INFP,NF,INFP things,2N0OnjJhr3EsI0lbvXGczv,50,0.60042,0.142250582,0.462272,0.245800287,-8.76934,4.170185835,0.86,0.350509833,0.069452,0.081852895,0.4701108,0.372002088,0.15419,0.120384044,0.397164,0.199770863,114.7619,29.82754675,0.000804331,0.003013675,0,7,0,2,6,2,0,6,0,3,2,4,0,1,1,4,1,1,0,1,1,3,4,1
INFP,NF,INFP,3TZyoYauWqQrg6E8uQGYnN,50,0.56992,0.154285825,0.63832,0.22818507,-8.41272,3.95661161,0.5,0.505076272,0.062326,0.05000546,0.221386822,0.277370814,0.171108,0.102857621,0.535,0.238436318,121.6865,34.12110101,0.139630541,0.254875968,0,3,0,1,4,0,5,2,4,3,2,4,0,1,4,1,2,0,1,0,0,2,4,7
INFP,NF,INFP,08EbLJxahiU3k4KXrmLYmy,28,0.624571429,0.120828445,0.658642857,0.169494502,-4.523321429,1.65485,0.785714286,0.417855447,0.056542857,0.045665827,0.363718929,0.239059325,0.176564286,0.128601881,0.485642857,0.219247402,120.2007857,28.11372532,0.000237098,0.00124702,0,3,0,4,1,1,1,2,1,1,1,2,0,1,0,3,1,1,1,0,0,1,2,1
INFP,NF,sleepy hopeless romantic infp ,1p8xjof3rXSam9J2cdVOJY,35,0.513085714,0.124037559,0.228817143,0.130722901,-13.83294286,4.470567301,0.857142857,0.355035801,0.065308571,0.069856687,0.793457143,0.184608703,0.148422857,0.073624245,0.273288571,0.156116218,116.9822571,38.95488851,0.140586421,0.282986896,1,4,1,0,4,1,0,5,0,4,0,3,1,1,0,5,1,0,0,0,0,1,2,1
INFP,NF,infp,5wRkOeFSSjFXZfUYDNE5r4,38,0.502263158,0.137124462,0.485586842,0.196492212,-8.906710526,4.273893009,0.789473684,0.41315495,0.044302632,0.026912596,0.485916263,0.302830713,0.122326316,0.067065211,0.342021053,0.202462744,124.3797632,37.04370114,0.0890611,0.238206684,0,0,0,2,3,0,1,5,2,3,1,3,0,5,1,3,0,1,1,0,2,3,2,0
INFP,NF,infp's private room,3vPz6XwZ7i1bWWGFfkiIaC,50,0.58696,0.126650243,0.50978,0.153241744,-7.58054,2.400480047,0.62,0.490314351,0.059612,0.047459627,0.5416771,0.292304968,0.17772,0.122228035,0.427042,0.236080108,113.64368,33.09657052,0.01789403,0.089275451,1,3,3,4,5,0,1,3,2,3,3,0,1,2,1,3,2,2,1,1,2,5,1,1
INFP,NF,Infp,4HjjXJTeL4cvvYEflRe0HA,50,0.6436,0.15776552,0.71328,0.152135954,-5.52058,2.09881964,0.58,0.498569382,0.069736,0.054604458,0.135370952,0.194611648,0.219926,0.152261842,0.58492,0.213319808,120.0176,24.37793387,0.016546101,0.083264746,2,5,1,5,3,0,2,0,3,3,2,5,1,3,2,2,1,1,2,1,0,1,1,4
INFP,NF,💚INFP💚,45AYV8C5l0EVM2H54qssoH,50,0.56462,0.114021998,0.6499,0.183470206,-7.95124,2.713534419,0.56,0.501426536,0.04426,0.031922169,0.22567794,0.261727414,0.182376,0.136925288,0.539728,0.255105656,123.78642,29.63263434,0.08790779,0.206879178,0,9,2,0,5,0,3,3,0,1,1,2,3,0,4,4,3,1,0,0,2,2,1,4
INFP,NF,INFP Tingz 💫,1q9SWmduLqMzlNQh5z9cMs,24,0.478833333,0.122324112,0.456375,0.177630984,-8.358833333,3.199172878,0.958333333,0.204124145,0.034720833,0.013292233,0.606583333,0.282250658,0.172754167,0.08344738,0.352791667,0.182275944,113.4857083,33.06861457,0.070753683,0.19383873,0,1,0,1,3,1,1,3,0,4,0,2,0,1,0,2,0,1,0,0,0,4,0,0
INFP,NF,INFP,2t16fLq9vs3QmuKMCtAh4w,20,0.5869,0.130177975,0.51515,0.209139157,-8.06915,2.956053188,0.55,0.510417786,0.07568,0.096198006,0.383283,0.256859295,0.155675,0.084968613,0.417375,0.216960394,119.86665,21.44429761,0.087369196,0.238186514,2,3,0,0,0,1,2,1,0,0,1,0,1,0,2,0,0,2,1,0,0,1,3,0
INFP,NF,INFP,4NPRN7vpZX83DNTQkS0Gbq,31,0.586096774,0.149718036,0.573258065,0.208765094,-8.044096774,3.961251867,0.516129032,0.508000508,0.07503871,0.07680463,0.336821774,0.298046504,0.162616129,0.104759188,0.404577419,0.2362445,120.9062581,28.73012791,0.024411217,0.075742478,1,5,0,1,2,0,4,0,2,2,1,1,0,2,1,1,1,1,1,1,2,1,0,1
INFP,NF,°･: *✧ INFP ✧*:･°,0sLadGPwRmXuijQfrbpqnb,50,0.63424,0.131118666,0.71312,0.156616083,-6.25312,3.088296635,0.66,0.478518121,0.090166,0.083397334,0.19060082,0.201920807,0.191746,0.138683304,0.54764,0.22114505,134.5047,27.90690646,0.078663844,0.227400059,2,8,1,5,0,0,2,1,3,1,0,5,1,4,4,3,2,3,0,0,0,0,3,2
INFP,NF,✧*:･ﾟinfp-the mediator *:･ﾟ✧,5SoCoBtKGepeu6V1Q3P2e4,50,0.57184,0.114581824,0.58038,0.203404783,-7.7151,3.257249354,0.72,0.453557368,0.058514,0.054065093,0.33741492,0.325793837,0.156456,0.117594242,0.389894,0.219232647,122.16224,32.48300415,0.034128939,0.10912274,0,10,1,1,3,0,2,0,2,4,1,2,0,5,2,3,1,1,0,1,1,3,4,3
INFP,NF,INFP Love,3am6SEyGDzsoNyDRSfcJWF,29,0.508965517,0.163579924,0.498896552,0.214410045,-9.932482759,3.30929499,0.655172414,0.483725281,0.071531034,0.054926295,0.386424138,0.315231609,0.153841379,0.146367052,0.287068966,0.202799255,119.8459655,31.09182924,0.063174279,0.162089257,0,1,0,3,0,0,1,1,2,2,3,1,0,4,1,2,1,2,0,1,1,2,1,0
INFP,NF,INFP essentials,4Ff3Go5225L5oGyJrEaHTj,50,0.5035,0.149554611,0.566,0.212095281,-8.32024,3.481753801,0.78,0.418451958,0.042488,0.043678691,0.257215878,0.330692751,0.189936,0.121603653,0.481198,0.234179787,124.73504,32.02827657,0.056369328,0.176359474,0,7,0,2,5,2,2,5,0,3,1,3,1,0,5,8,1,3,0,0,0,1,0,1
INFP,NF,INFP,4juKEdzhhpAMcnsZNiEDzp,50,0.57994,0.117481637,0.564528,0.206388422,-7.91252,3.988949006,0.78,0.418451958,0.04635,0.028076915,0.395842822,0.318474099,0.146226,0.088216008,0.42968,0.190038282,125.28608,26.9784311,0.038655375,0.120376273,0,6,1,8,7,1,5,0,2,4,0,4,0,0,0,4,0,1,3,0,0,2,2,0
INFP,NF,INFP,5x04vx1xU91uVqN2N4ZBb2,50,0.6071,0.12466809,0.62194,0.163373918,-6.62772,2.193135199,0.5,0.505076272,0.065358,0.049129932,0.26673562,0.264657538,0.219072,0.164329798,0.457024,0.204633624,122.40286,25.7268569,0.011829064,0.050287746,1,0,3,1,2,1,3,1,1,6,2,4,0,6,4,1,2,0,1,1,4,2,1,3
INFP,NF,infp mode,4xQi9GdVYAL4yGjHfOIJ2y,50,0.61266,0.119446788,0.70962,0.147142564,-4.86336,1.534532512,0.6,0.494871659,0.07756,0.07806393,0.17427868,0.171885816,0.14715,0.094532429,0.49872,0.2066862,123.18956,27.31681148,0.000306243,0.001337853,2,2,1,8,2,3,3,1,2,2,2,5,0,3,2,0,0,1,2,2,1,1,2,3
INFP,NF,[{INFP}],10MvUW6YIOTyQr65NUqjo0,32,0.5235,0.131375846,0.51605625,0.230679319,-9.51034375,5.571564121,0.75,0.439941345,0.058434375,0.051742692,0.420732169,0.332426428,0.163565625,0.140521824,0.336771875,0.198482552,126.9839375,34.19850131,0.141083726,0.249892628,1,2,0,2,2,1,3,2,2,3,1,2,0,0,0,5,0,0,0,0,0,5,0,1
