mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_EbMajor_count,Aminor_count,A#/BbMajor_count
ISTP,SP,An istp playlist by a istp,6hT9flu2FlKbieK9g8G7Ln,50,0.56388,0.164769801,0.60176,0.214572148,-7.82794,4.082812158,0.72,0.453557368,0.066286,0.063394151,0.308255708,0.327343195,0.150206,0.098479834,0.46671,0.243238871,124.36428,29.22459642,0.117645538,0.274476295,1,4,2,5,0,5,0,1,1,1,3,2,2,1,2,2,3,8,1,1,1,1,2,1
ISTP,SP,istp vibe,3UCQrplcBX9x7Vo93xqx87,50,0.64446,0.150593548,0.66866,0.159967294,-6.12722,2.082134514,0.62,0.490314351,0.099826,0.093485611,0.13756286,0.204618662,0.192624,0.142133903,0.51292,0.221666954,123.61236,30.1508322,0.025546468,0.082826419,1,4,1,1,1,4,1,4,3,2,1,1,1,1,7,1,1,5,3,2,1,1,1,2
ISTP,SP,ISTPs sh!t,2tIKsRv3hNm0ApvmHGhlrW,42,0.640428571,0.13187284,0.6265,0.158994439,-6.6725,2.604661574,0.5,0.506060827,0.09017619,0.112389622,0.144924762,0.167762315,0.183211905,0.16638908,0.433321429,0.22308065,112.2954762,29.73430644,0.088066286,0.219477622,3,2,3,2,1,3,0,2,2,3,2,0,1,3,2,1,3,1,1,3,1,0,1,2
ISTP,SP,ISTP Assassin Mode,4PzWQQMK2if4jsyWUBudxQ,22,0.5665,0.182661475,0.718318182,0.171559898,-6.035409091,2.385344073,0.863636364,0.351250087,0.137140909,0.147370966,0.087262773,0.138429169,0.216195455,0.208608917,0.344445455,0.243697589,126.0582273,33.35267132,0.085595879,0.233754737,0,1,0,5,0,2,0,0,1,0,1,0,0,0,2,1,5,0,0,1,2,0,1,0
ISTP,SP,ISTP🦋,2z80Jx9EmhbEgfg0C1DXPf,50,0.57268,0.147107685,0.56214,0.165556946,-7.4453,2.548754272,0.78,0.418451958,0.051342,0.040849195,0.4061282,0.305197118,0.151586,0.091711498,0.43304,0.188738666,110.92602,28.49940613,0.027490736,0.122623819,2,9,0,2,0,2,0,2,1,1,3,2,0,1,5,1,5,2,0,2,4,1,0,5
ISTP,SP,istp,3Mh3aKyPC8bkZ7fN5PUofY,50,0.6139,0.171828611,0.69498,0.169512565,-6.3999,2.589499244,0.48,0.50467205,0.083246,0.071424552,0.128176168,0.185063332,0.199032,0.148635063,0.518972,0.239874947,125.8263,27.30527211,0.103275339,0.215187093,2,1,1,8,1,0,1,2,1,5,1,1,2,1,2,2,5,2,2,3,0,0,5,2
ISTP,SP,🧷#istp,3a6vRiqLZtvELScqkFUVL7,50,0.5321,0.13396729,0.55124,0.162924868,-8.6766,2.99650538,0.56,0.501426536,0.045342,0.028498364,0.3303465,0.309914552,0.169416,0.111768888,0.394078,0.216277757,116.83924,28.91989089,0.130053161,0.291090242,4,5,3,2,0,2,0,2,1,2,2,4,2,1,1,3,4,6,0,0,1,2,3,0
ISTP,SP,ISTP,11gqHvAoye6ynHado6ieF2,50,0.5651,0.15895966,0.78516,0.23127829,-5.92222,2.662476125,0.64,0.484873221,0.106834,0.089304269,0.117210714,0.209818343,0.186882,0.149226587,0.50094,0.235829328,113.158,26.01259271,0.061972591,0.156581332,1,2,2,9,0,3,1,3,2,0,0,2,3,2,2,0,7,2,3,4,2,0,0,0
ISTP,SP,ISTP,56QUUVnm25dXTegGAdk4vE,28,0.605142857,0.165687952,0.657142857,0.154151132,-6.2815,1.911583201,0.464285714,0.5078745,0.078739286,0.070527501,0.1645045,0.18274739,0.193182143,0.149119063,0.518507143,0.221370515,117.5782857,24.55780008,0.02961534,0.05145137,0,4,0,1,0,0,1,2,1,2,2,0,1,3,2,1,0,0,0,4,1,0,2,1
ISTP,SP,the ISTP female,6X5AAMs5hktHO5c3ZZxx2B,15,0.676133333,0.11265362,0.579666667,0.149549164,-7.3934,2.628501768,0.866666667,0.351865775,0.087953333,0.064163762,0.317754,0.230252753,0.137826667,0.099066712,0.457666667,0.183858512,116.4212667,21.74298482,1.81E-05,2.97E-05,0,2,1,0,0,4,0,1,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0
ISTP,SP,asa,1X38tCyraEoh81bCVcooAu,50,0.6325,0.150279094,0.69336,0.16486813,-6.50914,2.457376592,0.44,0.501426536,0.090684,0.101055722,0.14954407,0.177596601,0.23631,0.1960391,0.544864,0.227098545,127.51406,28.84672184,0.079988884,0.209720414,4,2,1,1,0,1,0,5,0,5,1,2,4,2,4,2,1,2,3,3,6,0,1,0
ISTP,SP,istp-t & aries moon,7568qdaJ6fYKBVzIcbEcGf,25,0.65796,0.156577052,0.55268,0.128953066,-7.0416,1.88197806,0.56,0.506622805,0.096376,0.078820763,0.2487,0.213944831,0.186872,0.169154223,0.350328,0.191875851,118.41228,26.29175849,0.01686946,0.057411488,2,1,2,4,0,1,1,0,0,2,0,0,0,1,1,0,5,1,0,2,0,1,1,0
ISTP,SP,istplay,4mtPEeBPaMTyGkpMEOZ0hb,50,0.70168,0.146734446,0.6504,0.148072927,-6.83414,2.318887409,0.54,0.503457434,0.243812,0.148272984,0.172761,0.219376148,0.220328,0.173254278,0.47251,0.215149034,120.42454,30.88754176,0.003010508,0.013739418,0,2,1,10,1,4,1,2,0,3,0,4,1,1,6,2,0,2,5,1,1,1,2,0
ISTP,SP,ISTP,6gkQ8i7QzXJLTcUwC9AQCD,36,0.620833333,0.163765774,0.612583333,0.182309059,-6.885138889,3.476436527,0.472222222,0.506309398,0.100919444,0.098194227,0.221972139,0.24672663,0.159113889,0.109310476,0.403283333,0.166532108,116.0294167,31.18624416,0.045709665,0.111458516,3,1,1,2,0,3,2,5,1,0,1,2,0,1,1,0,1,0,0,2,1,3,3,3
ISTP,SP,Ultimate ISTP vibez,6BkYP0osdoUUIJvSjpto0U,10,0.6436,0.099679709,0.5846,0.111482136,-7.3164,2.159540136,0.5,0.527046277,0.08815,0.129793599,0.27749,0.174105692,0.1309,0.033511026,0.32232,0.190030529,125.6656,29.01095778,0.171771195,0.295451408,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1
ISTP,SP,"introvert, istp",52eDEa95dDVVTKAzRSHIht,14,0.497928571,0.122156561,0.492071429,0.207261806,-8.478285714,2.506123529,0.928571429,0.267261242,0.0331,0.008304494,0.536424286,0.277516675,0.217771429,0.172253438,0.4265,0.11729696,111.8257857,27.83952572,0.017223686,0.063262548,0,3,0,0,0,1,0,1,1,0,0,0,2,0,2,0,2,1,0,0,1,0,0,0
ISTP,SP,istp-9w8,5U6h2tB7pJ7POBpHlR71on,10,0.6088,0.106757045,0.6854,0.148410242,-8.0976,1.815301395,0.6,0.516397779,0.06469,0.074766904,0.2488705,0.360426385,0.17157,0.098988013,0.4837,0.193202858,123.7062,28.67642659,0.468780635,0.351285702,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,2,1
ISTP,SP,istp kpop,4wyyVDaLVfVn141BnfMZ2o,29,0.696482759,0.098567098,0.745586207,0.135388731,-4.442896552,1.758844149,0.448275862,0.506120179,0.110731034,0.071363236,0.119348517,0.120649809,0.183710345,0.10671533,0.554931034,0.18377722,125.5026207,27.55606667,4.13E-05,0.000149704,2,1,1,2,0,3,0,1,0,2,0,0,0,2,2,2,4,0,2,1,1,0,3,0
ISTP,SP,istp’s <3 LOGIC,0dCrUKElaPEdYfvzHQTRDd,49,0.655571429,0.128360495,0.783877551,0.105653252,-5.391265306,1.781600133,0.489795918,0.505076272,0.177230612,0.105303736,0.190502041,0.165373665,0.225263265,0.156650001,0.561387755,0.211941601,111.7830612,30.93869699,0.001414673,0.00498048,3,3,1,11,0,2,0,3,0,1,1,3,0,0,2,1,1,0,8,3,1,0,2,3
ISTP,SP,INTP-ISTP,1XbQmoCCn5HdEcGR1MYIUm,45,0.562577778,0.12179668,0.677088889,0.188339372,-7.079355556,3.023520872,0.644444444,0.484090316,0.067131111,0.064969317,0.261730756,0.277126157,0.205408889,0.164646503,0.529977778,0.212314891,129.5482889,32.86271084,0.059946373,0.199990568,3,9,2,1,0,0,0,3,3,2,3,2,1,0,4,0,2,3,0,2,1,1,2,1
ISTP,SP,Istp playlist <),21bMSyLvjuvVD5SL9BfmaF,22,0.644272727,0.125875669,0.754136364,0.128715003,-5.685818182,2.071181504,0.454545455,0.509647191,0.091290909,0.080922343,0.191615345,0.213602803,0.218013636,0.195839809,0.630545455,0.233590551,128.7080455,30.22226593,0.028345151,0.08365843,1,2,1,1,1,0,1,0,1,0,0,1,2,2,2,2,1,1,1,2,0,0,0,0
ISTP,SP,ISTP,4UEWsm1SAzbS1vMEpL7X72,42,0.693571429,0.146259066,0.758071429,0.176098973,-4.824571429,3.295191257,0.595238095,0.496795772,0.140654762,0.126484844,0.075772071,0.108555669,0.207919048,0.168011465,0.556452381,0.218697609,127.567881,25.04683862,0.029453278,0.131662307,1,1,0,4,0,3,0,5,4,2,0,0,1,0,1,2,5,2,2,2,4,0,3,0
ISTP,SP,istp°entp,2wdi8lC30NTJUj1cYAKo96,44,0.542545455,0.116999792,0.629590909,0.150254252,-8.405068182,3.063545411,0.181818182,0.390153653,0.054504545,0.040952144,0.246538518,0.233000435,0.171622727,0.139516989,0.538340909,0.237131594,127.3907955,37.45837179,0.066344044,0.220710938,1,1,3,1,5,0,1,7,1,2,0,2,0,5,2,1,0,3,2,4,0,0,3,0
ISTP,SP,ISTP 😀✌️,74ZLuHMs7Iwuj6nW37Yxg5,31,0.614548387,0.150680863,0.676483871,0.161050483,-6.234096774,2.225117216,0.612903226,0.495137648,0.090948387,0.086611027,0.135579645,0.17956059,0.184574194,0.143256907,0.498677419,0.202628459,118.1404839,28.88114542,0.043194274,0.124451701,0,5,0,1,0,1,1,2,2,1,2,0,1,2,3,1,1,0,2,3,1,1,0,1
ISTP,SP,ISTP플레이리스트,1xAul5BFpZYxsnJohXV6sJ,18,0.711777778,0.093293059,0.758888889,0.164936312,-4.601222222,2.010172324,0.666666667,0.48507125,0.111483333,0.04822771,0.129092222,0.165548403,0.212966667,0.157566341,0.556222222,0.150620894,118.2057222,27.42073652,0.042212129,0.172705546,0,2,0,4,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,2,1,0,0,0
ISTP,SP,ISTP Playlist,0art2lgkSX6cbyKlXbw9kZ,22,0.675636364,0.140005628,0.633045455,0.175325949,-6.408136364,2.318078069,0.545454545,0.509647191,0.103740909,0.094770749,0.184949773,0.170143896,0.208886364,0.171799801,0.503590909,0.187785506,115.0574091,28.17565098,0.03259232,0.066591795,0,2,0,0,0,2,1,4,1,1,1,0,1,1,3,1,0,0,0,2,1,1,0,0
ISTP,SP,Istp,4T0PutZeGizL0FdgNI2Krm,50,0.6453,0.168975092,0.69578,0.199774903,-5.86162,2.495400249,0.6,0.494871659,0.111762,0.101083384,0.13310004,0.210435192,0.232114,0.186008713,0.450038,0.211124106,118.42512,24.33717678,0.052029908,0.151234508,0,3,3,5,1,2,2,2,2,4,1,0,3,2,8,1,2,1,2,1,2,0,2,1
ISTP,SP,Istp ⭐️,0WZ0iybf1TUHi1ns7VoiYV,18,0.534888889,0.140182188,0.629466667,0.266677713,-7.048611111,3.718285281,0.611111111,0.501631326,0.0607,0.060197401,0.2543785,0.330411259,0.17895,0.110298895,0.349866667,0.195811891,110.8568889,29.29923029,0.127837864,0.292760038,0,3,0,1,1,1,0,1,2,1,1,2,1,0,0,0,0,2,0,1,0,0,1,0
ISTP,SP,ISTP and a smirk,2x3ROv1gjcPdgtlLNr0awB,50,0.67376,0.123632695,0.74364,0.133219592,-5.53978,2.503578576,0.64,0.484873221,0.155506,0.118424943,0.146675368,0.17621847,0.166476,0.084420354,0.48362,0.216186889,132.89128,31.68364256,0.051388908,0.191844709,0,3,0,8,0,6,1,4,1,2,0,1,3,1,1,0,4,4,4,2,1,0,3,1
ISTP,SP,Istp playlist,64uk1jORhLzIzYAUcVxRXK,18,0.588555556,0.15454686,0.633166667,0.183552605,-7.046,2.673187698,0.555555556,0.511309993,0.05645,0.050001344,0.227889722,0.264961794,0.228705556,0.140531221,0.512388889,0.26284935,113.3013889,24.14414379,0.074240298,0.207200428,0,3,0,0,0,2,0,2,1,2,2,0,0,0,0,0,0,2,0,2,0,0,2,0
ISTP,SP,Istp 😍,3IV31nR5qJJHvRJI51ROoE,29,0.592965517,0.166436921,0.620896552,0.223306219,-7.092206897,3.192236088,0.517241379,0.508547628,0.064917241,0.044647805,0.283808379,0.28468755,0.132313793,0.07402195,0.46347931,0.298636429,116.5601724,27.58005938,0.126334231,0.253671409,1,2,1,1,0,0,1,3,1,3,3,1,1,2,3,0,0,1,0,2,2,1,0,0
ISTP,SP,"to my istp,",6wX1aW5YZwRNZWRaCKTGlL,30,0.5641,0.150070179,0.537366667,0.162471532,-7.920166667,2.430067405,0.733333333,0.449776445,0.06309,0.084008047,0.291964433,0.301135018,0.18766,0.130044684,0.364736667,0.248476179,116.7027667,27.20917899,0.106482784,0.267630855,1,5,0,1,0,3,0,3,3,0,1,0,0,1,1,1,0,3,0,0,1,1,2,3
ISTP,SP,ISTP mood ,6qJSMJSswBxRZ60LBeyAzp,50,0.67592,0.171422005,0.69172,0.174918878,-5.90106,2.942115561,0.5,0.505076272,0.120272,0.118833066,0.12724126,0.208125174,0.200166,0.160995388,0.49567,0.217498525,120.10234,29.81907482,0.063291186,0.202244568,2,2,1,4,2,3,1,4,3,2,1,0,1,2,4,3,4,1,3,2,1,1,3,0
ISTP,SP,ISTP x INTP’s,22dEbELyV8bd9bicEYcHlH,50,0.45108,0.117939251,0.79494,0.214426469,-5.39552,2.803323365,0.74,0.443087498,0.069464,0.039790327,0.13846601,0.249644535,0.22459,0.187290858,0.45106,0.190981291,137.0732,31.11792776,0.02800783,0.111795836,1,4,2,7,1,2,0,0,1,1,2,4,1,0,3,3,4,8,0,1,3,2,0,0
ISTP,SP,ISTP moment,1wyT3fUHCmETHCykZ3DdlH,50,0.59128,0.143688586,0.68752,0.180267289,-6.99276,2.933624509,0.5,0.505076272,0.089538,0.09584753,0.17187533,0.228215318,0.20749,0.159673345,0.47263,0.217457331,122.53582,33.63618505,0.118635076,0.267151533,0,4,2,2,0,4,1,3,1,3,2,4,0,1,2,1,5,0,4,4,4,0,2,1
ISTP,SP,just one kiss,20Q0RxI6bmnK0ed3jBIp4B,50,0.5913,0.150408186,0.556074,0.203161202,-8.1147,3.965637706,0.76,0.431419111,0.057186,0.056572471,0.4325154,0.300801578,0.205134,0.139275999,0.474,0.222864652,119.77008,35.35459465,0.146312348,0.307948942,1,6,0,1,1,2,0,0,4,2,4,1,10,1,4,2,2,3,0,1,1,0,3,1
ISTP,SP,ISTP moment,1wyT3fUHCmETHCykZ3DdlH,50,0.59128,0.143688586,0.68752,0.180267289,-6.99276,2.933624509,0.5,0.505076272,0.089538,0.09584753,0.17187533,0.228215318,0.20749,0.159673345,0.47263,0.217457331,122.53582,33.63618505,0.118635076,0.267151533,0,4,2,2,0,4,1,3,1,3,2,4,0,1,2,1,5,0,4,4,4,0,2,1
ISTP,SP,what an ISTP listen to,0y2CGTdVQWKrYTSckntFy3,50,0.57012,0.126544763,0.56956,0.189951246,-7.71404,2.978792756,0.9,0.303045763,0.056522,0.051359053,0.37989302,0.323684919,0.157924,0.090427424,0.5181,0.235300438,116.8714,36.59747192,0.047347101,0.171397664,1,9,0,4,0,3,0,0,2,0,5,2,4,1,4,0,2,6,0,1,1,0,0,5
ISTP,SP,우울할때 듣는 ISTP 플리,0UmD1ZM9MEkjpgYQ57lKR8,49,0.648612245,0.125269512,0.41374898,0.159712359,-8.335836735,3.089717876,0.857142857,0.353553391,0.089179592,0.092338377,0.5213,0.315525784,0.169889796,0.113493859,0.428757143,0.200525443,107.6322245,27.66060261,0.012106593,0.079615252,1,1,0,0,0,3,2,0,3,1,7,1,4,0,7,1,2,4,1,0,5,3,0,3
ISTP,SP,"istp, by infp =0",0BhqZoQ6fSWH7NzGVcVENV,20,0.6678,0.129139093,0.60445,0.15392393,-7.35265,3.406501945,0.45,0.510417786,0.12914,0.125555584,0.247296,0.257852024,0.18212,0.113658999,0.47827,0.205827943,121.0034,30.91558692,0.095356402,0.203870203,0,1,1,0,1,1,0,3,3,2,0,0,0,0,1,2,3,0,0,2,0,0,0,0
ISTP,SP,ISTP supremacy,6HTZVwuq188mmuz4KOu2to,38,0.576631579,0.157997506,0.579005263,0.212995828,-9.361184211,5.887630432,0.578947368,0.500355492,0.077713158,0.073790295,0.260610342,0.308040892,0.189139474,0.156383602,0.271771053,0.196758792,124.1033947,27.68131552,0.232306314,0.356569248,1,3,0,3,2,2,1,3,0,2,2,2,2,2,2,0,3,3,0,2,1,0,1,1
ISTP,SP,ISTP,0XQF01XeLC0QvvPh9K1lk3,50,0.65288,0.144381671,0.69278,0.171012506,-5.9885,2.597110799,0.58,0.498569382,0.118278,0.112710877,0.143133882,0.177550466,0.214138,0.163964727,0.49822,0.209182792,122.8672,28.16536069,0.097176521,0.224583152,2,3,2,6,0,4,1,5,0,0,1,1,2,0,4,0,1,3,3,6,2,1,1,2
ISTP,SP,yeah I'm an istp,6Htgm9MtrDtP0O0vVM8jf2,13,0.677076923,0.146264294,0.687230769,0.155647654,-6.826230769,1.273882527,0.769230769,0.43852901,0.099246154,0.102851581,0.168065385,0.187161932,0.220592308,0.187619524,0.560076923,0.173936991,108.9561538,28.2346887,0.093490723,0.248647689,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,2,0,0
ISTP,SP,ISTP:Taste like vodka thx,4UK9GmnBcqjNkVAehdwzAl,50,0.58334,0.166347143,0.76396,0.174132129,-5.97888,2.784572217,0.62,0.490314351,0.102168,0.077436838,0.059039566,0.134753914,0.172888,0.147336362,0.59658,0.211330971,127.46606,32.88635324,0.064225779,0.172236675,0,3,2,3,2,2,2,3,3,2,0,0,4,0,9,1,1,1,4,2,3,1,1,1
ISTP,SP,musing,49NwL4pyMUcOYOMSJLG7B7,50,0.63148,0.127348027,0.7449,0.167316546,-5.53024,2.930500971,0.4,0.494871659,0.120346,0.099699172,0.17225298,0.231001689,0.217686,0.161163285,0.50216,0.2415034,133.82488,26.70773712,0.020236569,0.116804209,2,2,1,1,1,2,2,1,0,6,2,4,2,2,4,2,3,3,2,7,0,0,0,1
ISTP,SP,vibe me,5hXkJKSYso7DrcYVd01WxV,47,0.536574468,0.138452432,0.564606383,0.220233323,-8.948680851,4.778213624,0.680851064,0.471186429,0.060744681,0.057511359,0.337928711,0.328806738,0.169017021,0.118213209,0.399385106,0.230393646,121.0948085,30.76901036,0.188244033,0.321360956,1,2,0,0,2,2,0,3,5,1,2,1,4,1,1,1,2,5,0,1,1,5,4,3
ISTP,SP,ISTP grumoso,6MZqlusNssexil9vXZSYlp,50,0.6194,0.176673687,0.604576,0.198298623,-7.61788,3.59463301,0.5,0.505076272,0.083744,0.082699116,0.25014768,0.297585911,0.204648,0.159660318,0.415586,0.245317744,114.6002,28.29547767,0.150697055,0.286723639,0,4,3,1,2,3,1,7,1,4,0,1,2,1,4,1,3,1,0,3,4,2,2,0
ISTP,SP,ISTP,4bAZUE6Lqcc4inwClrmKI0,35,0.677857143,0.148208943,0.769142857,0.104704667,-4.857485714,1.252722057,0.428571429,0.502096445,0.07504,0.057121965,0.086681571,0.136689104,0.149617143,0.115797314,0.6628,0.215786496,123.5770857,28.27162903,0.009827386,0.052713066,4,0,2,1,0,3,2,1,1,4,0,0,3,2,2,0,2,3,2,3,0,0,0,0
ISTP,SP,I = ENTJ x ISTP,4kfm7679RxDbMOYdasK4f4,32,0.57453125,0.113941407,0.76765625,0.120690382,-4.90715625,1.293915541,0.28125,0.456803409,0.0961625,0.109275343,0.074861563,0.106854831,0.184434375,0.130899951,0.55034375,0.176924735,126.3418438,31.92973495,0.004224345,0.015542026,1,0,6,0,2,1,0,2,1,3,0,2,0,0,2,1,1,3,1,4,0,0,1,1
ISTP,SP,ISTP,51F7INmpHZjN3EOIC6pDEi,50,0.66844,0.143784868,0.74904,0.182170806,-5.51538,2.823424248,0.72,0.453557368,0.142848,0.115119803,0.14466758,0.184741279,0.236648,0.205628197,0.54026,0.199408801,124.26008,34.59319019,0.018785396,0.044870296,0,1,1,7,0,5,0,4,1,1,1,1,2,1,10,0,2,6,1,5,1,0,0,0
ISTP,SP,ISTP,1P5CARqdNqsABIVMMOC4PQ,15,0.604333333,0.16288544,0.693666667,0.144200588,-6.445666667,2.259962062,0.466666667,0.516397779,0.051066667,0.030316984,0.245105733,0.305682807,0.170466667,0.164034542,0.5228,0.257742452,117.7294667,29.81739486,0.2203014,0.363540202,0,1,0,0,0,0,0,1,0,1,2,2,1,0,1,2,1,0,0,1,0,0,1,1
ISTP,SP,istp ,1RzJV36A0e7WXklnTrcr1U,15,0.659266667,0.152158032,0.6554,0.154868516,-6.772066667,2.01513546,0.466666667,0.516397779,0.059706667,0.045567116,0.187974667,0.283218204,0.182906667,0.174931254,0.540066667,0.193130033,114.2233333,26.71723024,0.01553436,0.039036178,1,1,0,1,0,0,0,3,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1
ISTP,SP,POV: you’re an istj ,2AxqeM4iZrKp93SHznEJpl,50,0.63074,0.138956726,0.68818,0.169321056,-7.0192,3.403806681,0.58,0.498569382,0.089074,0.091059395,0.1547273,0.198818238,0.218076,0.152763656,0.516272,0.233472312,126.9971,31.12269602,0.18105595,0.306965826,3,4,1,1,0,2,0,2,2,1,2,3,3,1,2,2,6,3,2,3,3,0,3,1
ISTP,SP,Istp,3Hg8D6DOtIkqQ0grzXow2J,50,0.58524,0.156752185,0.654096,0.232016105,-7.33304,3.598367623,0.52,0.50467205,0.099086,0.086643049,0.185733446,0.275943382,0.210682,0.162928337,0.48108,0.213332436,119.32598,32.34171993,0.085440297,0.218693393,0,6,3,3,1,4,0,4,2,1,1,1,1,2,1,4,3,3,2,5,0,0,1,2
ISTP,SP,Abyss,4R57xS01vj7Lw2pZdQarPx,50,0.5804,0.118820564,0.61426,0.200752138,-7.73562,3.825149238,0.64,0.484873221,0.052774,0.034919048,0.346435092,0.33191253,0.211974,0.162105511,0.47994,0.220248692,121.14926,30.72566936,0.143836094,0.303807108,0,5,0,2,0,3,0,2,0,1,3,2,3,4,3,1,3,4,4,1,1,2,3,3
ISTP,SP,Abyss,4R57xS01vj7Lw2pZdQarPx,50,0.5804,0.118820564,0.61426,0.200752138,-7.73562,3.825149238,0.64,0.484873221,0.052774,0.034919048,0.346435092,0.33191253,0.211974,0.162105511,0.47994,0.220248692,121.14926,30.72566936,0.143836094,0.303807108,0,5,0,2,0,3,0,2,0,1,3,2,3,4,3,1,3,4,4,1,1,2,3,3
ISTP,SP,istp’s,5eKtf7iBXPngapVS1SKd2M,31,0.612967742,0.117623264,0.623032258,0.174251444,-6.032225806,1.937758201,0.774193548,0.425023719,0.047516129,0.025210621,0.288848461,0.275257421,0.139170968,0.099901012,0.486354839,0.220667555,116.0782903,25.91984485,0.000104996,0.000466934,0,1,2,2,0,3,0,0,4,0,1,0,1,1,3,0,4,2,2,2,1,1,0,1
ISTP,SP,ISTJ/ISTP 6w5,6dCR9Y9YqiWYRQhg7GUMHN,30,0.508,0.136262424,0.692166667,0.193099775,-6.6583,2.590852052,0.5,0.508547628,0.065223333,0.05480154,0.207766223,0.283302568,0.15852,0.106667251,0.402616667,0.202821804,122.9078333,27.16825923,0.05117021,0.157292076,2,2,3,2,0,2,1,1,1,1,1,1,0,1,2,1,2,1,0,1,0,2,3,0
ISTP,SP,ISTP-T,2PVkpW4NKRDQcG7yHrKB7S,50,0.47984,0.129960176,0.71696,0.181134403,-6.45238,3.15255615,0.78,0.418451958,0.04334,0.027191603,0.09065753,0.19213472,0.161972,0.111149893,0.470742,0.228572366,121.15778,30.72550637,0.05413063,0.167180945,0,8,1,3,0,6,0,3,6,0,4,2,0,1,5,0,1,4,0,3,1,1,1,0
ISTP,SP,istp-t,4uvGLt9T3aQ7DczcehHMfI,50,0.56548,0.174306584,0.66842,0.169343401,-6.93942,3.021627066,0.66,0.478518121,0.089966,0.084899056,0.166222926,0.216065967,0.197352,0.153344075,0.452494,0.209207371,124.09092,32.11700547,0.138518182,0.276962767,1,3,0,4,1,8,0,1,3,0,2,5,2,2,3,2,0,3,1,0,3,1,4,1
ISTP,SP,istp,3WFjARXANV2uUsszlCk6pH,50,0.6184,0.157348956,0.70188,0.171399478,-6.72276,2.594398413,0.66,0.478518121,0.096754,0.091426159,0.109528993,0.179982897,0.224236,0.16040371,0.53137,0.249273205,125.39544,31.63603289,0.11612645,0.224541896,0,3,1,8,1,2,0,4,1,3,2,2,2,1,5,0,2,4,1,1,3,1,3,0
ISTP,SP,ISTP,12EI1vfKm85OWEZZcy672z,23,0.625,0.12527497,0.728173913,0.177476158,-5.839652174,1.925828526,0.565217391,0.506869802,0.08656087,0.07282246,0.159625652,0.210000008,0.213878261,0.167040341,0.543826087,0.200078542,125.7261304,31.66195481,0.03253508,0.062535177,0,3,0,0,1,1,0,2,0,1,0,2,1,1,2,0,1,2,1,1,2,0,1,1
ISTP,SP,ISTP vibes,1FZUDe9WIBbYLAw5PsbWy7,50,0.60142,0.153197763,0.64896,0.218019561,-6.52588,2.925125601,0.62,0.490314351,0.084926,0.073189792,0.235166328,0.306868111,0.189986,0.133043692,0.438608,0.216296961,129.94246,29.04453642,0.023674167,0.088682588,0,5,0,4,1,2,3,5,2,1,4,0,2,0,4,2,1,0,2,3,5,1,2,1
ISTP,SP,favs,4kE76KTYhjnik2GnxYQcDL,50,0.6719,0.143988414,0.73296,0.148557961,-4.7723,2.488878825,0.46,0.503457434,0.09455,0.066542257,0.1463132,0.196552797,0.189754,0.138230507,0.548322,0.214650101,119.55848,22.92792758,0.027919166,0.13707824,1,5,2,2,3,1,1,5,0,2,3,3,3,1,3,1,3,2,5,2,0,0,1,1
ISTP,SP,ISTP,5m8Cdk5hdJFMrFLSL5Rru4,13,0.589307692,0.185940127,0.606615385,0.152500567,-7.541307692,2.913732354,0.384615385,0.506369684,0.093984615,0.110341831,0.252742308,0.282703446,0.1997,0.165095886,0.411,0.258153378,116.9603077,30.55412927,0.066484131,0.156199112,0,0,2,1,0,0,0,0,1,2,0,1,1,0,1,0,1,0,1,1,0,0,1,0
ISTP,SP,fuck it,1yakTCzsqYr5z3vnGmQNUh,31,0.673741935,0.128958383,0.60383871,0.185067573,-6.493903226,2.277931991,0.35483871,0.486373457,0.090225806,0.083523885,0.217767258,0.209112635,0.202648387,0.159232524,0.462580645,0.218274869,117.4342581,24.54366696,0.044252045,0.127409243,2,2,0,3,2,2,1,3,1,4,1,1,0,1,0,1,0,1,1,4,1,0,0,0
ISTP,SP,ISTP,2hLCOsAODh8WeqRwQElNI3,21,0.729142857,0.141316413,0.672285714,0.169763996,-6.584142857,3.065676488,0.523809524,0.511766316,0.119219048,0.109533203,0.148865238,0.186148697,0.220480952,0.191014632,0.511619048,0.203196082,117.3058571,22.86347463,0.151318839,0.29204027,0,2,0,2,0,1,1,4,0,3,0,0,0,0,3,0,1,0,1,0,1,0,1,1
