mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,Bminor_count,BMajor_count,Cminor_count,F#/GbMajor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,D#_Ebminor_count
ESTP,SP,Estp as a playlist,1KFFFGGYAlZrsX3PdLVdrl,50,0.6345,0.160756534,0.77206,0.155853465,-4.95628,1.892791978,0.42,0.498569382,0.086232,0.050300872,0.085054116,0.152575346,0.211646,0.171307622,0.55262,0.222986674,129.6562,26.02398379,0.052058375,0.183972397,5,3,4,0,1,1,5,0,2,1,1,0,1,5,2,1,8,2,3,1,1,2,0,1
ESTP,SP,Estp Energy,6kX5isHLUGBTGoTNOF1k78,50,0.63278,0.113337367,0.63924,0.172713229,-5.59882,1.918805003,0.68,0.471212071,0.070414,0.056057591,0.2407104,0.231951911,0.179548,0.12689338,0.4898,0.220778493,118.78356,29.85462382,0.000638707,0.003134516,6,5,2,1,4,2,1,1,1,3,0,2,0,2,1,3,3,0,0,4,0,2,5,2
ESTP,SP,7w6.,1YfcCr4ISS52IPJQyVfZL9,50,0.69554,0.139287577,0.68724,0.134513873,-6.276,1.690483906,0.64,0.484873221,0.145642,0.110388067,0.12179904,0.150839622,0.222998,0.182534308,0.488146,0.222601173,126.26572,29.15331906,0.040055495,0.135029687,2,2,9,1,1,0,1,1,2,1,3,5,3,4,0,3,1,3,1,1,1,3,2,0
ESTP,SP,ESTP,1VzJcbtL9zxyu9XDMRyLom,14,0.690642857,0.071088901,0.878642857,0.04984531,-2.246214286,0.785340022,0.571428571,0.513552591,0.1322,0.084804499,0.051777857,0.049179136,0.231071429,0.171703534,0.6115,0.127306867,134.6462143,32.88859425,7.12E-06,1.83E-05,0,2,2,0,1,0,0,0,2,0,0,2,1,1,0,1,1,0,0,1,0,0,0,0
ESTP,SP,💛✨estp✨💛,1lMjtLlA38Jkf8aaaZu0dF,33,0.700151515,0.184349044,0.762939394,0.16043436,-5.517181818,2.459114125,0.484848485,0.507519219,0.133233333,0.082565189,0.110726069,0.185834199,0.177712121,0.151026719,0.664939394,0.235082025,125.9916364,29.38605195,0.045939787,0.149230472,2,2,3,0,2,1,0,3,4,1,4,2,1,0,1,1,1,1,1,0,1,1,0,1
ESTP,SP,C'est bien,57etPf7bW1IkQKW0BZrjCg,50,0.60788,0.135782936,0.73878,0.149879038,-6.07528,2.861447814,0.38,0.490314351,0.105284,0.083929118,0.106194328,0.17566902,0.225378,0.18131154,0.457384,0.249495622,125.55316,26.81506387,0.157432229,0.29603525,3,4,3,2,2,0,1,0,3,1,3,1,3,1,2,6,4,0,3,1,1,4,1,1
ESTP,SP,C'est bien,57etPf7bW1IkQKW0BZrjCg,50,0.60788,0.135782936,0.73878,0.149879038,-6.07528,2.861447814,0.38,0.490314351,0.105284,0.083929118,0.106194328,0.17566902,0.225378,0.18131154,0.457384,0.249495622,125.55316,26.81506387,0.157432229,0.29603525,3,4,3,2,2,0,1,0,3,1,3,1,3,1,2,6,4,0,3,1,1,4,1,1
ESTP,SP,ESTP,78hQqdBC5G4l033Rwr8lVi,23,0.549086957,0.154045127,0.653782609,0.199029225,-5.987956522,2.192788293,0.52173913,0.510753918,0.071356522,0.067808211,0.228292348,0.282597841,0.181026087,0.100893518,0.42373913,0.24432862,134.298087,24.72319454,0.013605429,0.045585474,2,0,2,0,0,0,3,0,1,1,2,1,0,3,2,0,0,2,2,0,1,0,1,0
ESTP,SP,ESTP,4YDp9UzsXliaxkpRBqlSvH,50,0.54984,0.136896857,0.81526,0.15369939,-7.1697,3.690541447,0.66,0.478518121,0.075676,0.059117585,0.176140924,0.239339329,0.230634,0.182397992,0.69624,0.197252512,131.45036,31.08784537,0.085003993,0.210506343,5,0,2,0,5,1,1,2,3,6,1,3,1,1,0,4,3,2,1,0,1,6,2,0
ESTP,SP,ESTP😎,3Lwgk3xP0UNPKZRQM9kBQV,50,0.69238,0.165110586,0.77138,0.158123162,-4.70662,1.854491139,0.44,0.501426536,0.11724,0.105446806,0.07278748,0.123838705,0.195878,0.164452894,0.56866,0.214879711,125.5355,27.16159842,0.022260946,0.097537642,6,3,2,0,2,0,2,0,3,0,1,4,1,2,5,2,7,2,0,0,2,3,2,1
ESTP,SP,𝙴𝚂𝚃𝙿 𝚟𝚒𝚋𝚎𝚜,4aM686gplM2UiAMmvHvqDK,50,0.67548,0.106707542,0.77704,0.117693646,-5.0965,1.795810036,0.38,0.490314351,0.07335,0.044323266,0.074267588,0.104901758,0.223984,0.179379417,0.70674,0.197984004,126.27122,26.39324474,0.030075806,0.138733398,1,2,2,0,3,1,4,0,3,1,5,3,1,3,4,2,2,1,3,2,2,4,0,1
ESTP,SP,i/entp/estp,6u3ULSykUdSb5Is1XXpnzd,50,0.70754,0.090064197,0.8704,0.079303344,-3.19624,1.196655894,0.48,0.50467205,0.110134,0.069627864,0.06033498,0.064640869,0.216822,0.162183279,0.61428,0.150209383,123.84618,24.23950026,0.000238636,0.001427615,6,1,3,2,5,0,0,0,6,0,1,4,2,1,4,3,4,0,1,2,0,3,0,2
ESTP,SP,ESTP vibes,1ej2X76Bht4QgoWZF0vZm4,24,0.686125,0.175769937,0.720958333,0.160219273,-5.541833333,2.056554583,0.583333333,0.503610155,0.148008333,0.098642212,0.066185033,0.09332278,0.203475,0.176879638,0.488720833,0.205600332,120.0975417,23.3426998,0.035322749,0.16546606,2,1,3,0,0,0,2,0,2,0,1,5,0,0,0,0,1,2,0,1,1,2,1,0
ESTP,SP,gamsız estp,4O7dqy0DC7Mueu96v3hgdH,50,0.73282,0.068111161,0.84848,0.091414338,-5.66176,1.818634322,0.32,0.471212071,0.064304,0.027221292,0.09955644,0.094151597,0.166082,0.139415541,0.78182,0.124990071,124.34636,20.55304053,0.001760565,0.006710299,3,3,0,1,2,0,5,0,3,2,5,3,1,1,2,0,3,1,2,4,2,4,0,3
ESTP,SP,estp just being slayboss,5L0xwxhT6G1ndH75v2KXIQ,31,0.60016129,0.152686192,0.773483871,0.156109549,-4.840935484,2.324418263,0.35483871,0.486373457,0.082087097,0.090877158,0.085486487,0.185427854,0.204893548,0.161018262,0.549354839,0.243352631,128.5524839,29.78529853,0.006161833,0.033379714,3,4,1,0,0,0,3,1,0,0,1,2,1,0,3,0,4,2,1,1,2,1,1,0
ESTP,SP,.:+*Youthful*+:.,10lSHJWnukqrWWkr2Vcr23,50,0.6673,0.106352178,0.71866,0.13691359,-4.53096,1.193636323,0.56,0.501426536,0.0693,0.053541988,0.073839558,0.134217623,0.1592,0.114790002,0.57186,0.224201987,123.3546,22.09008023,0.000221468,0.000863028,2,5,1,1,2,1,0,5,6,3,0,6,0,6,1,0,3,0,1,1,1,2,1,2
ESTP,SP,ESTP PLAYLIST ,2XPyaSzLkyaclaVatjE5fW,26,0.652576923,0.144959904,0.774576923,0.172419761,-4.658384615,2.158940705,0.576923077,0.503831474,0.090407692,0.051621514,0.071963154,0.086839477,0.209903846,0.187910378,0.524619231,0.24826346,126.3275385,22.92028571,0.00492865,0.012340528,1,1,2,0,0,0,0,0,1,1,3,4,1,1,1,0,1,3,0,1,2,1,2,0
ESTP,SP,C’estPas1NightClubIcit,5s1ySrtO6AjdnVTeM4W91l,50,0.55436,0.132619412,0.86328,0.165762806,-5.33118,3.391127948,0.58,0.498569382,0.148388,0.132435025,0.08876384,0.145561937,0.250506,0.187032234,0.216368,0.138280465,151.04684,32.05969691,0.466372296,0.335267913,7,2,9,1,1,0,0,0,2,1,2,1,3,4,0,3,4,3,0,0,0,5,0,2
ESTP,SP,ESTP VIBES,714XrSxgqmCQv8fk5EJrgk,50,0.54382,0.172792631,0.89418,0.089777432,-3.99434,2.09476298,0.62,0.490314351,0.133654,0.103557599,0.031166974,0.071149739,0.214068,0.194236503,0.436452,0.241008875,127.47344,30.70615353,0.081167475,0.198732872,3,3,6,2,9,0,1,1,0,0,3,4,0,1,4,4,2,1,1,1,0,2,1,1
ESTP,SP,ESTP Bops,2YaNLxnyOL4WBY2FC1RISy,30,0.6962,0.112100448,0.7537,0.153639109,-5.422733333,2.336344875,0.5,0.508547628,0.09597,0.08262176,0.1123997,0.177977227,0.176456667,0.161869911,0.6107,0.204272494,122.8311333,27.02319379,0.007290167,0.027855653,2,3,0,0,5,1,0,0,5,0,2,3,0,0,1,1,2,1,1,1,1,0,1,0
ESTP,SP,Estp,7yDaCcwHqKsAgT70sf2Bdk,50,0.61554,0.162921693,0.76254,0.167171452,-5.13256,1.890479198,0.52,0.50467205,0.120576,0.126235439,0.10160408,0.184373767,0.209576,0.167401984,0.519982,0.250809318,129.38318,31.10105937,0.019263232,0.088878304,5,3,6,0,2,0,2,0,3,0,0,6,1,4,4,0,5,2,1,0,2,2,1,1
ESTP,SP,𝐞𝐬𝐭𝐩,1qG3WYry2TY1gGYxw0RF3O,50,0.6748,0.143164669,0.78666,0.131857469,-4.58488,1.701558141,0.58,0.498569382,0.115614,0.101700856,0.03665694,0.05906249,0.203332,0.141335103,0.52958,0.181903663,132.0309,28.97964153,0.015257268,0.075499962,6,7,5,0,1,0,3,1,3,0,1,6,2,3,1,2,1,3,2,1,1,0,1,0
ESTP,SP,Estp,4DcMuueKYekoVSkXJrlzeQ,50,0.6784,0.158251157,0.72268,0.167291441,-5.0145,2.368413869,0.54,0.503457434,0.115024,0.108801093,0.10853248,0.181409056,0.167802,0.12491832,0.532562,0.221114026,134.49398,28.75655537,0.001146981,0.005768525,4,4,3,0,2,0,2,0,2,0,0,6,1,3,2,2,5,6,2,0,1,3,1,1
ESTP,SP,FTYFP X ESTP,56KBqfUAUMeuzWRur1VaRa,40,0.65545,0.102245795,0.7697,0.127211756,-6.604975,2.29330643,0.375,0.490290338,0.0684575,0.044009928,0.270499,0.210125401,0.214255,0.168064762,0.737625,0.186229344,124.4118,27.86247972,0.001556331,0.005532306,7,0,0,0,3,0,5,0,2,0,3,4,0,0,6,1,3,0,1,0,4,1,0,0
ESTP,SP,朱之鑫,4lNb6J2GubEYvYrcauenna,22,0.597409091,0.106563488,0.628318182,0.114021045,-6.13,1.487885812,0.454545455,0.509647191,0.052172727,0.027334719,0.170554545,0.150145804,0.209336364,0.134188402,0.498772727,0.195273662,117.7435909,31.12999573,0.029664992,0.059913322,3,1,1,1,0,0,2,0,1,1,0,0,1,0,0,2,3,2,1,1,0,2,0,0
ESTP,SP,ESTP,4DB3AZPshb0QphHhfle9nL,50,0.66656,0.158661385,0.76644,0.152157566,-5.2203,1.967544448,0.4,0.494871659,0.098534,0.06812489,0.08715774,0.152033507,0.219008,0.18695196,0.57281,0.220387944,128.60942,27.43703638,0.037263677,0.148405277,3,3,4,1,1,0,2,1,2,1,2,4,0,0,4,1,7,1,1,3,3,5,1,0
ESTP,SP,u are a estp,0QR4CKxVmvYIx0M6Qt8n4Z,50,0.72548,0.1354378,0.72632,0.149969853,-5.72736,2.077285422,0.56,0.501426536,0.13638,0.112207859,0.108041118,0.132849333,0.222628,0.167882668,0.56528,0.194374144,130.0799,25.7454261,0.04236504,0.144931531,3,2,4,0,3,0,4,4,3,0,1,4,2,2,2,2,2,6,1,0,3,2,0,0
ESTP,SP,:(,2RmwckWXNbXBKSAk9or7Py,50,0.56576,0.110652897,0.45772,0.193250819,-8.23552,3.448535869,0.76,0.431419111,0.051114,0.035739682,0.540742,0.313777112,0.148368,0.090839622,0.308312,0.168076261,117.89592,29.34028793,0.012179534,0.05047147,3,1,1,2,3,6,0,3,0,1,0,2,3,4,2,5,0,2,2,7,2,0,1,0
ESTP,SP,estp + intj,3dyuEVVTG0JEKeiN4EP8tB,50,0.65142,0.135480263,0.70642,0.144182295,-5.996,2.072666251,0.68,0.471212071,0.109674,0.073170602,0.10775798,0.157076127,0.201494,0.153941492,0.480602,0.224371926,130.56408,27.09913259,0.066910191,0.22212481,1,1,4,0,4,0,1,0,0,1,0,8,2,3,2,4,4,6,1,2,2,3,1,0
ESTP,SP,ESTP (EDM),4tRbPNb0Flq5H8QHRxk56M,50,0.74772,0.114320359,0.69452,0.180670095,-7.67106,3.19595047,0.52,0.50467205,0.106818,0.109213479,0.13154508,0.147074768,0.168686,0.123186908,0.518062,0.232061358,124.77066,20.843272,0.124155364,0.257292641,4,1,6,2,1,0,3,1,4,3,4,4,1,3,1,0,2,1,2,2,0,3,1,1
ESTP,SP,Soirée ESTP,31JHxmAAbuM7HD9vYAmDg4,50,0.68538,0.118503232,0.81928,0.118069513,-6.12,2.374387431,0.6,0.494871659,0.077028,0.051881281,0.0711131,0.154024624,0.192844,0.157309722,0.544874,0.239787206,132.23316,16.28544458,0.193635303,0.333987446,4,1,2,1,4,1,2,2,3,1,1,10,0,2,3,2,2,0,0,1,2,4,1,1
ESTP,SP,infj/estp,5FkKjINtoc9LUFep8dUUJ7,25,0.55416,0.120951326,0.52204,0.167048765,-7.57792,2.279300001,0.84,0.374165739,0.056516,0.034506771,0.400832,0.279076412,0.125728,0.064373096,0.466836,0.166424424,124.80876,35.03178285,0.001175112,0.004482137,2,0,3,0,4,1,1,1,0,1,0,1,1,2,0,2,0,1,1,2,1,0,1,0
ESTP,SP,caitvi *ੈ✩₊˚,6Z1WRGcAXoxHgi1VKMf0LC,50,0.4735,0.117960258,0.56938,0.180966666,-8.19254,3.135458012,0.58,0.498569382,0.042406,0.024249304,0.249075951,0.308230156,0.170526,0.143334509,0.267728,0.155073676,114.93374,30.28963292,0.07029523,0.178615505,5,1,2,2,4,0,6,2,2,3,0,1,1,3,1,2,3,2,2,0,2,1,5,0
ESTP,SP,ESTP💛,48icr2ESSmdNU8NpV31Cv6,26,0.640038462,0.171207355,0.727115385,0.154914771,-6.194846154,3.327152052,0.615384615,0.496138938,0.055546154,0.021904963,0.094107458,0.157856484,0.19565,0.124348794,0.587346154,0.18317575,110.4282308,26.60844619,0.009037383,0.031360196,5,0,0,0,2,0,0,0,2,2,3,2,1,3,2,1,2,0,0,1,0,0,0,0
ESTP,SP,estp 3w4,2yNarynsteUZkJv7q70M9x,50,0.58974,0.16901972,0.76452,0.144429806,-5.63832,2.313307707,0.5,0.505076272,0.091486,0.089312691,0.10744336,0.181530576,0.176924,0.155484729,0.54214,0.248280783,129.44444,32.01354145,0.022302414,0.096952623,4,5,0,0,5,0,1,1,1,0,3,4,0,0,2,3,4,4,3,3,3,2,1,1
ESTP,SP,theGR8est_playlist,3jwrdvJ27NT7s4o17cJL3O,50,0.60748,0.115855864,0.71908,0.171329476,-6.2456,3.046187091,0.6,0.494871659,0.0798,0.076302537,0.11369194,0.161524235,0.174446,0.150038291,0.315516,0.202924266,124.78236,17.35009439,0.098398127,0.236097752,3,2,3,0,5,0,2,1,1,3,3,3,1,4,2,0,2,4,4,3,0,1,1,2
ESTP,SP,✨ estp ✨,3EX0B3hRCUU8hzi7fQB9ST,50,0.68444,0.16027453,0.66354,0.170268001,-7.24136,2.190572861,0.56,0.501426536,0.119488,0.098704045,0.221210768,0.235055997,0.172114,0.138895105,0.559956,0.237166448,122.59564,25.75909728,0.026561716,0.10372479,4,0,4,1,5,2,2,1,3,1,2,5,4,3,3,1,4,0,1,1,0,2,1,0
ESTP,SP,estp,6BWcZ7dUK5uYDEXM6Zlrga,13,0.748769231,0.097338887,0.787230769,0.132433099,-4.618,1.509975165,0.769230769,0.43852901,0.154246154,0.128462748,0.0772,0.111681174,0.172738462,0.113623226,0.594615385,0.217408425,125.0766154,23.62141249,0.000147905,0.000532448,1,0,1,0,2,0,0,1,1,0,1,1,0,1,0,0,0,2,0,1,0,1,0,0
ESTP,SP,bébécen'estpaspourtoi,3gfJzUnbfQJ72xan9MAkPi,50,0.47068,0.115264636,0.330428,0.212611193,-12.69128,6.140930828,0.74,0.443087498,0.037116,0.01136842,0.6864434,0.312308695,0.125,0.06385961,0.252406,0.159498727,120.77198,29.24591532,0.166018639,0.281603754,3,0,2,1,5,1,3,8,2,3,3,4,0,2,0,3,0,0,0,0,3,1,6,0
ESTP,SP,I/ESTP  Playlist,1vffnqIrSlqmvpW0z9YNFF,19,0.629526316,0.185615304,0.635,0.236874088,-6.407157895,3.10337931,0.421052632,0.507257274,0.074968421,0.076033692,0.229715,0.281951514,0.187736842,0.162788606,0.498473684,0.240635817,113.7072105,28.34384559,0.044215711,0.14542765,3,1,2,0,0,0,1,1,1,0,0,1,1,0,1,0,2,1,0,0,2,0,0,2
ESTP,SP,2023 will be my year,3zXp1YaZnarzW87bSctxRB,50,0.60336,0.186704586,0.65522,0.203362278,-6.16124,2.611193976,0.5,0.505076272,0.086876,0.089733766,0.2544315,0.300134228,0.196242,0.170994479,0.45334,0.21533436,118.54484,28.09925633,0.056933943,0.15810946,4,3,3,2,1,1,3,3,3,3,1,4,1,3,2,0,3,0,2,3,3,1,0,1
ESTP,SP,ESTP - Entrepreneur,2vZSgTis23JGFyLp1ei1mq,50,0.5541,0.137366967,0.70726,0.184521091,-6.47942,2.651578668,0.58,0.498569382,0.078142,0.082182848,0.109002842,0.175722789,0.198114,0.154196522,0.4599,0.215280477,124.89956,33.0378676,0.073056937,0.181706802,4,0,3,2,6,0,5,2,3,2,1,4,2,1,4,3,0,2,1,0,1,1,2,1
ESTP,SP,CaVaBienC'estPasser,76PWs8Oe380S267RVfR7oc,50,0.72178,0.119858129,0.71996,0.115581045,-6.13534,1.562428377,0.28,0.453557368,0.142952,0.077051642,0.27118,0.206672137,0.164562,0.127419176,0.70942,0.15929463,119.89352,27.52927112,0.001210007,0.005461682,3,1,1,1,2,0,4,0,4,1,4,3,5,1,1,2,2,0,4,1,4,5,0,1
ESTP,SP,ㅤㅤㅤestp ,5y179bWQ7PAbKBgYrE44yU,18,0.730444444,0.156533485,0.758166667,0.128533928,-5.873666667,2.407433317,0.611111111,0.501631326,0.108316667,0.068673124,0.0769785,0.091277255,0.227366667,0.146503728,0.685388889,0.18934753,120.4776667,30.23440162,0.000859749,0.003272902,1,1,1,0,2,0,0,0,1,0,1,2,1,1,0,1,1,0,0,3,0,2,0,0
ESTP,SP,ESTP songs,56MPLf5LhLC6zJCoMQ2Ksb,50,0.6418,0.160823518,0.72374,0.163542519,-5.65934,2.568901565,0.42,0.498569382,0.086472,0.081223411,0.106883768,0.183584673,0.213348,0.183839862,0.514818,0.244892119,128.7004,24.92860578,0.020442563,0.097218054,2,5,3,0,3,0,2,0,3,0,1,5,0,3,6,1,3,3,3,0,2,3,1,1
ESTP,SP,ESTP kpop playlist,198S9xaWeO2lU3FkFsvU8Z,50,0.68008,0.109218343,0.83518,0.090755489,-3.4397,1.426008419,0.58,0.498569382,0.102668,0.07467291,0.05872752,0.056319025,0.200668,0.157932999,0.60956,0.177523113,128.7449,31.96961175,0.000165998,0.000830827,4,1,3,3,5,0,3,1,4,0,1,5,1,2,1,5,3,2,0,2,2,2,0,0
ESTP,SP,🧨ESTP SUPREMACY,7j9H2uqOKug5k5wU1JLkre,50,0.63166,0.165023265,0.80938,0.140606687,-5.43804,2.428498662,0.54,0.503457434,0.111176,0.081474562,0.067635452,0.099736494,0.229768,0.179766725,0.59312,0.223813939,123.16434,23.17524929,0.096131561,0.220034488,4,2,10,0,4,1,2,1,3,1,1,2,2,1,3,0,3,1,2,1,0,4,1,1
ESTP,SP,C’estPourBriot,0yAxzItWBWRwGKWLRJLQT8,50,0.74126,0.101362113,0.6258,0.092790965,-6.79298,1.161186348,0.32,0.471212071,0.226374,0.150038108,0.35963,0.208649822,0.144444,0.063282338,0.393608,0.194016714,117.49502,23.31612642,0.000821145,0.003337859,1,1,3,3,1,1,2,1,2,0,3,1,1,2,4,1,4,1,3,2,3,5,2,3
ESTP,SP,ESTP DOMINATION,2CNdhOapBs71DK2g0Tdgcb,50,0.7586,0.120343047,0.70664,0.177658554,-5.79848,3.289361133,0.76,0.431419111,0.174058,0.12708104,0.07973486,0.111394877,0.20695,0.145099389,0.609692,0.207006739,124.74118,29.49024884,0.076129911,0.21268564,2,4,11,0,3,0,0,1,1,3,2,5,0,4,1,3,2,4,0,1,0,2,1,0
ESTP,SP,estp rock n roll girl ,4LJMr5ntID5tFnLxMcpERx,14,0.537071429,0.123841999,0.711285714,0.122586502,-7.302,3.097649928,0.642857143,0.497245158,0.04115,0.012730868,0.122574257,0.195945178,0.161142857,0.107642698,0.459785714,0.212748381,127.8320714,24.69655033,0.012853497,0.030228273,1,0,0,1,1,0,1,2,1,0,1,2,0,0,0,1,0,1,0,0,0,1,1,0
ESTP,SP,Estp,1c5BgfaP6fVSiR1qJPPdun,15,0.6856,0.156686128,0.789466667,0.137621046,-5.195666667,2.423603771,0.533333333,0.516397779,0.13234,0.124280396,0.085723,0.098569954,0.186293333,0.151837806,0.603866667,0.254523888,130.0789333,32.6243478,0.073895079,0.23890988,1,1,2,0,0,0,2,0,2,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0
ESTP,SP,estp // the rule breaker ,4OnGyVyLPdmBev3HBT0tYu,31,0.542967742,0.150007885,0.748096774,0.199016474,-5.791129032,3.137034042,0.580645161,0.50161031,0.092070968,0.083861096,0.148659161,0.245064301,0.190632258,0.121191725,0.597967742,0.206073043,130.6100645,31.81834732,0.041349569,0.1229772,1,1,2,0,3,0,1,2,1,1,2,5,0,0,3,1,2,1,0,1,1,2,1,0
ESTP,SP,ESTP,54SoKWGVD3BNzGJ5o8be28,50,0.6075,0.140154907,0.82948,0.124777228,-4.70756,1.916678166,0.6,0.494871659,0.126154,0.101320228,0.038897468,0.061475861,0.24538,0.176475518,0.55746,0.230710987,128.6261,30.16422662,0.034690664,0.12007633,2,1,6,0,5,0,2,3,6,0,2,0,1,5,3,3,1,3,1,2,1,2,1,0
ESTP,SP,Rhea Ripley ♱,2DZ0WvQYmonk83m7zs8Qs0,50,0.64568,0.153340949,0.63584,0.169295703,-6.79956,2.436781125,0.52,0.50467205,0.091292,0.075914471,0.15044092,0.201945678,0.217092,0.177576199,0.40737,0.230188469,122.27712,23.93468288,0.084571096,0.232733838,1,3,5,1,3,0,3,1,2,2,0,2,5,4,3,5,2,0,1,2,2,2,1,0
ESTP,SP,estp,3ehS66PQXtrdn0uTfIxVOr,50,0.6807,0.105476422,0.82386,0.103762879,-4.02184,1.334253752,0.58,0.498569382,0.144534,0.091418322,0.1253654,0.128943784,0.175948,0.114601062,0.52458,0.168638375,124.38222,31.32328413,6.69E-06,4.68E-05,3,0,3,1,5,2,2,0,4,2,2,8,1,0,4,2,4,1,1,1,0,1,2,1
ESTP,SP,rock everyone like a hurricane,72sDLSFs4AGFstE6uuYWOp,48,0.434779167,0.164517969,0.708354167,0.181103061,-6.580791667,2.494324238,0.666666667,0.476393067,0.05716875,0.03880623,0.081360917,0.194328807,0.184945833,0.126741598,0.40175,0.248260219,130.0977083,28.65417165,0.119111252,0.221276712,6,0,3,1,4,1,3,3,1,3,1,4,2,4,2,2,2,0,2,1,1,1,1,0
ESTP,SP,Estp vibes,0IZfZG6mERDx42MWirGKtm,17,0.685294118,0.094664384,0.702764706,0.140726476,-5.322294118,1.692662244,0.647058824,0.492592183,0.082747059,0.050664609,0.091093059,0.110375334,0.192235294,0.142454975,0.470005882,0.259292476,127.8463529,19.61097574,0.002281605,0.009256226,1,1,4,0,0,0,0,0,2,0,0,1,0,1,1,0,1,2,1,1,0,0,1,0
ESTP,SP,2aeme<3,74aOW9mrAcsmeXSUlI7yOE,50,0.6266,0.114256246,0.5622,0.149360268,-7.49052,2.604005449,0.5,0.505076272,0.088682,0.083959042,0.1728922,0.204722802,0.162716,0.097388145,0.319944,0.186891106,117.5468,26.59571358,0.018085646,0.064600231,4,2,4,1,5,0,2,0,3,1,6,1,2,2,4,3,2,3,1,1,0,2,1,0
ESTP,SP,ESTP,3Rvu03DXPyfm3c66cXdZpv,50,0.68104,0.105397394,0.72264,0.123052131,-5.25396,1.39485088,0.46,0.503457434,0.09029,0.080731736,0.07536537,0.098750941,0.178124,0.14412259,0.5918,0.200767304,124.65108,25.56085824,0.001930074,0.009311666,2,1,4,1,0,0,5,0,3,5,1,2,2,2,1,3,7,0,1,4,2,3,1,0
ESTP,SP,REMARKABLY CHALLENGED (ESTP),3Z3Sf9LSTUZeWdXZB5MJmO,17,0.715411765,0.1379212,0.756117647,0.183850443,-5.697470588,3.306991346,0.411764706,0.507299656,0.100594118,0.085226936,0.113558235,0.160090621,0.166847059,0.099721287,0.549294118,0.162480293,118.3440588,23.61916958,0.008779547,0.032927032,0,0,2,0,1,0,0,0,2,0,0,2,1,1,0,0,2,0,3,0,1,0,1,1
ESTP,SP,this kind of shit,0hococrnXUa9ZSquuH0Vf8,41,0.69104878,0.169973961,0.674121951,0.160685126,-6.010073171,2.080755252,0.56097561,0.502433104,0.114404878,0.097600307,0.130854134,0.162789425,0.207007317,0.15926278,0.527487805,0.228712169,130.0438049,24.64920833,0.000192034,0.000820131,4,4,0,1,4,0,2,0,1,1,1,5,1,3,1,2,4,2,0,2,2,1,0,0
ESTP,SP,estp,1evbLYIH9xGROzGwMoKxUb,50,0.59912,0.138928353,0.77704,0.13368711,-4.8883,1.586696083,0.5,0.505076272,0.065568,0.057086392,0.097408106,0.14363867,0.162998,0.103224197,0.62594,0.200761754,129.8204,26.28252878,0.015891657,0.111709975,6,0,5,1,2,0,4,2,3,1,5,3,3,1,1,2,5,0,2,3,0,0,0,1
ESTP,SP,ESTP,220iTcoZzRMNJ1Bvrn9Hv4,36,0.553944444,0.156594097,0.822527778,0.161419681,-4.901194444,2.000640809,0.555555556,0.503952631,0.093572222,0.089140825,0.112478692,0.216091875,0.215172222,0.156734691,0.514361111,0.212403276,125.1088889,29.46823913,0.053510665,0.148100198,3,3,1,1,2,0,0,2,1,0,3,5,1,2,1,2,0,3,1,0,3,1,0,1
ESTP,SP,Estp,7cjORkgvbEb2ZqanutQXQM,21,0.643857143,0.15116259,0.722380952,0.180550402,-5.325333333,2.633630656,0.333333333,0.483045892,0.118309524,0.141157376,0.14865419,0.221539738,0.183390476,0.1118033,0.514238095,0.232964998,130.7704762,29.78213731,0.00173007,0.007603551,2,3,1,0,0,0,1,0,0,0,0,1,1,1,1,0,3,2,1,0,2,2,0,0
ESTP,SP,Se dom: ESFP & ESTP,0t3jaMeNIhLl6Ed1BTKNie,39,0.655102564,0.127458516,0.751641026,0.124208332,-4.900512821,1.555671692,0.615384615,0.492864058,0.099553846,0.074178887,0.11157641,0.166875118,0.187735897,0.111534676,0.599487179,0.212217226,124.8388974,26.67405354,0.003579997,0.021440655,3,1,1,1,2,0,0,2,3,1,0,2,1,6,1,1,5,2,2,2,1,0,2,0
ESTP,SP,larimar ,4pcu77dWIfLOIl13dUtpTr,50,0.52474,0.134607943,0.80254,0.10965739,-5.76338,2.072650407,0.86,0.350509833,0.059206,0.030845973,0.103384414,0.174451042,0.191314,0.117065654,0.62902,0.20341297,135.14996,27.88399336,0.012661165,0.054161875,5,3,1,0,7,2,0,6,0,2,1,6,0,2,1,5,1,4,1,2,0,0,1,0
