mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_Ebminor_count,Gminor_count,G#/Abminor_count,A#/BbMajor_count
ENFP,NF,K-Pop ENFP,0nlVk7oo1eTa5D4g3YzgwV,34,0.661852941,0.095747184,0.835882353,0.088185674,-3.734,1.170266947,0.529411765,0.506640397,0.120255882,0.091279807,0.055658529,0.070070501,0.156785294,0.098291376,0.608294118,0.162702094,128.3219706,28.1040503,1.41E-05,5.71E-05,1,4,2,0,0,0,2,0,0,4,1,2,1,3,5,1,1,0,3,1,1,2,0,0
ENFP,NF,he,2rCXmeeg5euFfrhdKiePP5,50,0.54728,0.135884411,0.62308,0.1566251,-7.13454,2.521984457,0.42,0.498569382,0.044878,0.025423003,0.2196253,0.238506403,0.201638,0.126556661,0.443806,0.241077754,118.30036,25.48971173,0.059434821,0.172173114,0,3,2,3,2,1,0,5,1,2,4,1,0,1,2,2,4,4,5,0,2,2,2,2
ENFP,NF,ENFP-A,7Asu8hMTmPsyPcBLTPxS1I,2,0.652,0.029698485,0.631,0.298399062,-5.939,2.322138669,1,0,0.04755,0.022415285,0.159,0.066468037,0.12085,0.044052752,0.556,0.241830519,120.5465,17.65009237,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENFP,NF,{ enfp } ~`•°,4BhNRhUVdqqlE2ctK5iaW6,50,0.60816,0.125095777,0.68246,0.188089993,-6.35876,3.077774902,0.58,0.498569382,0.060832,0.0478846,0.21022411,0.24446454,0.171614,0.109992185,0.53743,0.22758636,119.82486,26.5573038,0.018142806,0.076379541,1,2,4,4,0,1,2,4,2,5,4,0,1,2,0,0,4,3,2,2,0,1,1,5
ENFP,NF,enfp,4x9fLHPB1F2MSIFKazhfzs,50,0.62548,0.150858934,0.533668,0.1972248,-8.62052,3.82906167,0.7,0.46291005,0.084278,0.083759128,0.4209284,0.296828028,0.19467,0.151967137,0.47068,0.187404663,119.12222,25.768893,0.073774232,0.199192215,2,3,2,1,1,0,1,1,2,1,6,2,5,3,3,2,7,0,2,0,0,1,1,4
ENFP,NF,POV:  you’re ENFP,1EW3jTG6JCEvKdvTc7qbWc,40,0.5575,0.133709406,0.6272525,0.21198538,-6.869775,2.772307939,0.575,0.500640615,0.0434875,0.016504641,0.283729375,0.325083439,0.16547,0.106616245,0.44648,0.21504089,117.8695,32.5118445,0.047211823,0.163105611,2,3,3,3,0,2,0,1,2,3,2,2,2,6,0,1,1,0,2,2,0,1,2,0
ENFP,NF,Enfp for me :),0sXWS3YWCdTuGicGxXyhFr,50,0.60692,0.109515974,0.7155,0.151967538,-5.75552,1.86454803,0.68,0.471212071,0.054652,0.028568737,0.15106959,0.174672743,0.181442,0.143506628,0.53243,0.229910853,123.82666,25.81730487,0.000826298,0.002927627,1,4,1,7,0,1,2,4,2,3,5,2,1,4,4,0,2,1,0,1,0,3,1,1
ENFP,NF,my ✨ENFP✨ side ,4N2pkAM7zDjZCsCOeH9blH,50,0.63312,0.100776909,0.6786,0.159475416,-6.0654,1.684817231,0.78,0.418451958,0.048086,0.028909606,0.205123522,0.239521665,0.1727,0.114088228,0.517766,0.229391027,114.21236,18.9191068,0.031840892,0.145813547,1,3,0,6,0,4,2,3,3,2,3,0,4,3,3,2,3,0,1,4,1,1,0,1
ENFP,NF,enfp 7w6,5KTa1PBwSUS9IuMgTsi2Yo,50,0.59624,0.142740175,0.74982,0.156064964,-6.27538,2.856210797,0.84,0.37032804,0.066648,0.044115874,0.12713432,0.185433933,0.193696,0.173389315,0.595664,0.213987783,131.62538,26.9913482,0.007272838,0.035389276,0,4,1,4,1,3,2,0,2,1,4,2,3,6,0,1,6,1,0,2,0,0,1,6
ENFP,NF,wonderland ENFP,5QuL63mPKKLhwED1czfEw0,50,0.65676,0.128602625,0.5193,0.138932997,-9.2515,3.019254498,0.42,0.498569382,0.18706,0.165176089,0.462868,0.263780066,0.141298,0.113592592,0.462532,0.217393512,112.98294,24.86438665,0.036474073,0.145423183,0,1,5,1,1,1,1,3,0,5,2,2,3,3,4,5,1,1,3,1,0,4,0,3
ENFP,NF,ENFP jams and various condiments🐸,4Yei6gOBKmuWLYdxIDVKSw,50,0.52654,0.171776458,0.74916,0.210854468,-6.59642,2.980248141,0.76,0.431419111,0.061332,0.044741244,0.195447446,0.281222359,0.181172,0.161054671,0.59338,0.217849404,130.77316,30.34527342,0.056182731,0.183883956,0,6,3,0,1,4,1,2,4,0,3,0,0,6,2,3,7,2,0,3,0,1,0,2
ENFP,NF,The ENFP & I.,5lkwTXVDh4TXfm6fDJyryY,50,0.55968,0.132581656,0.7506,0.166364365,-7.19492,2.615360301,0.84,0.37032804,0.048824,0.030228292,0.12564002,0.182161663,0.179096,0.125816919,0.69488,0.228990387,130.63902,24.49764355,0.039502147,0.134558621,1,4,2,2,0,5,0,0,5,2,4,3,3,5,1,0,11,0,0,0,0,0,0,2
ENFP,NF,Ando muy ENFP✨,1uLuJYMNnnhU8MohjkpzXx,50,0.59268,0.130431066,0.6976,0.165325035,-6.217,2.460670076,0.66,0.478518121,0.053648,0.03158528,0.193390202,0.226775773,0.159648,0.096440711,0.503956,0.195343107,120.28064,28.25863955,0.021867391,0.104926739,1,8,2,7,0,3,0,5,0,2,4,2,0,4,4,1,3,1,1,0,0,2,0,0
ENFP,NF,enfp playlist😾,6o98vgRhJDJE4TmpNlTMrQ,4,0.5785,0.074558702,0.5305,0.212798026,-9.883,5.022378985,1,0,0.08075,0.104203823,0.3521,0.377483872,0.122725,0.033960308,0.532,0.254722071,142.0405,28.03192143,0.002164775,0.003153139,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENFP,NF,ENFP 4w3 🐢,6mZ6kx2GGXPOImFQnEEU98,12,0.483666667,0.170408244,0.759583333,0.195173796,-5.628666667,1.964427945,0.583333333,0.514928651,0.061116667,0.026882872,0.147022225,0.245227438,0.2479,0.296641985,0.442,0.199155946,127.4541667,32.02548087,0.010208428,0.030596896,1,1,0,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
ENFP,NF,ENFP,1RHUKKGkoxMv4t5QEgZsZd,45,0.609888889,0.126873276,0.678977778,0.15601158,-6.605888889,2.364731344,0.755555556,0.434613494,0.062413333,0.046723746,0.213185015,0.216801733,0.186082222,0.138809682,0.54644,0.243606787,124.3292889,32.71640311,0.013882848,0.060191084,0,4,3,3,0,7,0,2,1,2,1,2,1,0,2,0,13,1,0,0,0,1,0,2
ENFP,NF,enfp 4w3,75ew9XHRUrmSyA43l9V82S,50,0.55992,0.145694934,0.623054,0.212945597,-7.70792,3.829530636,0.64,0.484873221,0.057372,0.067413267,0.187374312,0.272147883,0.166854,0.102276732,0.416664,0.226881815,114.62642,29.93124519,0.157320934,0.270599621,3,6,1,6,0,1,0,2,3,0,4,1,0,2,3,4,3,1,2,3,0,2,2,1
ENFP,NF,H,6sTyjlIolJ6hV0h363g4Sq,49,0.666734694,0.125652924,0.715020408,0.134368971,-5.428591837,2.310307158,0.693877551,0.465657315,0.076789796,0.060112437,0.09695551,0.116279366,0.161136735,0.129223311,0.567732653,0.216122517,126.9278367,26.34761756,0.001526262,0.00737281,0,7,0,0,2,2,0,3,0,3,5,2,3,8,4,1,2,3,0,0,1,0,0,3
ENFP,NF,Enfp! 💫🌻🌞,4DTJm99qLJCQhtqfumra7n,47,0.659212766,0.113099405,0.733808511,0.176128737,-5.615170213,2.147129584,0.680851064,0.471186429,0.084425532,0.066350733,0.189818106,0.211700145,0.201493617,0.175651422,0.610887234,0.227287143,126.4346383,28.76919644,0.00462288,0.019745627,1,5,2,3,0,2,0,3,2,1,3,1,3,4,2,0,7,1,0,1,2,3,1,0
ENFP,NF,no shame enfp,6FqXvo41pLvB6GRYG7v3Ma,50,0.66058,0.143012928,0.72154,0.137878268,-5.67088,2.090414554,0.6,0.494871659,0.083902,0.080504393,0.10943324,0.173015032,0.16546,0.114415243,0.530342,0.225269261,122.87828,24.91551155,0.043693488,0.127683029,2,9,3,5,1,5,1,1,3,2,0,2,0,1,3,1,2,3,3,1,1,0,1,0
ENFP,NF,ENFP,5j0TCKcYwicqyWqTossmVv,50,0.60074,0.15854888,0.78928,0.140983287,-6.39066,2.231723381,0.58,0.498569382,0.10345,0.093357029,0.125831078,0.2079346,0.202376,0.170557779,0.58622,0.204693628,129.27312,33.25717455,0.148981307,0.309580757,2,2,1,8,0,4,1,3,0,1,2,3,3,2,2,2,4,5,2,1,0,0,2,0
ENFP,NF,Songs made from fellow ENFPs,3b50j2v0alXxBBD57xB4pW,46,0.638521739,0.130872243,0.646108696,0.141815095,-6.511826087,2.126879366,0.456521739,0.503610155,0.102723913,0.086396466,0.165003696,0.163103586,0.214771739,0.156446021,0.490986957,0.23613335,117.5872609,28.7523747,0.001125796,0.002910466,4,2,2,4,2,2,1,1,0,0,3,6,1,2,1,2,4,2,2,1,1,3,0,0
ENFP,NF,enfp enthusiastic,21Ra9ySIoqoai93JxPwZrj,50,0.58142,0.137472385,0.595594,0.20961551,-7.34366,3.108761021,0.64,0.484873221,0.054288,0.038345304,0.26748058,0.303648483,0.179006,0.154213533,0.45094,0.20498446,116.11568,25.78546301,0.023753528,0.073615582,1,3,1,5,0,4,1,5,1,2,6,1,0,4,1,1,2,1,2,1,2,2,0,4
ENFP,NF,ENFP x INFJ.,1SRev4rRjFiDUvjDXgYujX,50,0.54014,0.140867576,0.623576,0.21340155,-8.99816,4.071776794,0.72,0.453557368,0.045116,0.040956016,0.278396188,0.314025634,0.14474,0.087949401,0.465364,0.247078465,125.385,30.11631438,0.078698486,0.18629781,2,1,0,1,0,5,0,0,6,1,1,7,1,3,1,2,12,1,1,1,0,0,0,4
ENFP,NF,u can be happy & still want the world to end 🌤,1k899gC9OJikraQtPqS5mN,50,0.62032,0.129711051,0.5863,0.13745103,-6.82334,1.941853907,0.74,0.443087498,0.084444,0.078276465,0.2414702,0.243410656,0.203292,0.152771736,0.51558,0.227870988,122.83192,29.96399314,0.000915716,0.004398126,2,5,0,5,1,7,2,3,2,2,1,0,5,3,2,1,2,1,1,0,2,0,0,3
ENFP,NF,enfp hottest girl!,2JmVpVHWH38Zm4hjEK8OFd,50,0.63836,0.140457236,0.63594,0.142250198,-6.43216,1.898554653,0.48,0.50467205,0.167756,0.123550446,0.174543,0.213844664,0.22099,0.167975481,0.502944,0.232093518,129.2851,34.08374488,0.005630391,0.038029403,1,1,2,3,2,1,2,7,0,2,1,2,1,2,3,2,5,2,1,2,1,1,3,3
ENFP,NF,my enfp7w8 life,0MmchZ0q9r5AAomnllXbtH,50,0.60362,0.148026872,0.75256,0.183017135,-5.70002,2.552651686,0.66,0.478518121,0.093718,0.083407063,0.122533512,0.212233092,0.22154,0.185114041,0.540976,0.228232991,125.96142,28.08248088,0.056182974,0.207393324,0,8,3,2,0,4,0,0,0,2,4,2,3,5,3,4,2,2,3,1,0,1,0,1
ENFP,NF,enfp,0Q24mziGaWvWKfImdnY9Tu,12,0.6465,0.165690017,0.70675,0.161095751,-4.5765,1.921253639,0.5,0.522232968,0.131991667,0.120416583,0.134128333,0.199117397,0.1971,0.193664119,0.577083333,0.196562485,121.1825,34.97022961,0.003268657,0.010845123,1,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,1
ENFP,NF,ENFPE part 1 ,1cFuDo1MWyFEofEGzRuI6D,35,0.593857143,0.142819537,0.549345714,0.194945696,-8.5634,3.322071105,0.485714286,0.507092553,0.063751429,0.048141234,0.368187143,0.306730268,0.157082857,0.080781093,0.444942857,0.208798657,119.5620571,28.2200158,0.014990143,0.072790838,2,0,3,0,0,1,2,1,0,2,2,2,1,4,2,2,4,0,3,1,0,2,1,0
ENFP,NF,enfp,1ZyzZ6HHwCfBT1acDsXeTq,50,0.68518,0.10179084,0.8349,0.094237055,-3.6379,1.557122624,0.66,0.478518121,0.10094,0.068840007,0.0663444,0.084071701,0.20641,0.164118534,0.63378,0.151346917,128.28536,26.85007742,8.69E-06,3.56E-05,1,4,1,7,0,5,0,2,0,3,1,3,4,3,5,1,3,1,2,0,1,2,0,1
ENFP,NF,ENFP/INFP💚,0uxdSpATqa8klbkmdfMDvq,25,0.51308,0.150253098,0.55592,0.173373374,-6.86852,2.321610488,0.76,0.435889894,0.050092,0.043229166,0.311222,0.339711739,0.147024,0.116809864,0.31304,0.174888412,120.77548,29.96681322,0.039684531,0.140356563,0,3,1,1,0,2,1,0,1,2,2,1,1,0,1,0,4,0,0,1,0,1,1,2
ENFP,NF,gemini enfp,4NJwWfO3RUikw4KAVxeyJV,50,0.7147,0.110952877,0.7576,0.124687037,-5.163,1.865483403,0.52,0.50467205,0.115062,0.102634648,0.089161764,0.134039753,0.20483,0.154442776,0.62628,0.209471448,125.38734,23.74488752,0.00243496,0.007640656,2,7,4,7,2,2,2,1,0,4,0,2,1,4,2,1,0,1,5,1,0,1,1,0
ENFP,NF,ENFP-T,4hPbSOJU4PM8LCtZxUUvKR,20,0.5691,0.171700136,0.6599,0.222358625,-6.8887,2.994937098,0.75,0.444261658,0.052835,0.027712742,0.2395352,0.290384853,0.18443,0.13708506,0.58769,0.267935982,128.956,29.71517885,0.000592416,0.001701941,0,1,0,1,0,0,2,1,3,1,2,1,1,2,0,0,2,1,0,0,0,1,0,1
