playlist_id,mbti,song_index,song_name,artist,track_id
ENFP_sub_0016,ENFP,2,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya
ENFP_sub_0016,ENFP,3,Santa Tell Me,Ariana Grande,0lizgQ7Qw35od7CYaoMBZb
ENFP_sub_0016,ENFP,4,หนูไม่รู้,พุ่มพวง ดวงจันทร์,5Hyd7T4tTejAo5csH0eFZU
ENFP_sub_0016,ENFP,5,Opalite,Taylor Swift,3yWuTOYDztXjZxdE2cIRUa
ENFP_sub_0016,ENFP,6,โสดอยู่รู้ยัง,สโมสรชิมิ,1iQNlfbRw9AXLLebBIEWnr
ENFP_sub_0016,ENFP,7,ดาวเรืองดาวโรย,พุ่มพวง ดวงจันทร์,7D6PqkQGtjfayOOD6W6aVR
ENFP_sub_0016,ENFP,8,double take,Dhruv,0QzuaeCEEOV40Pn7IvKEny
ENFP_sub_0016,ENFP,9,คนมีเสน่ห์,Pang Nakarin,3IVzOrjPfiR1x6cvMLBzLT
ENFP_sub_0016,ENFP,10,Hotel Lobby,Tobii,5ZwO6yhqNgne3juzRbHgDB
ENFP_sub_0017,ENFP,1,Connected (Bang Chan),"Stray Kids,Bang Chan",3vGSv4l4czTve9jZoYeIWk
ENFP_sub_0017,ENFP,2,"Tag, You're It",Melanie Martinez,3u1FiuSpfsgVnekEMXgMwJ
ENFP_sub_0017,ENFP,3,Bones,Imagine Dragons,0HqZX76SFLDz2aW8aiqi7G
ENFP_sub_0017,ENFP,4,Fantastic (from the series Arcane League of Legends),"Arcane,King Princess",071uK6V3dKj3BMNNzTEyRu
ENFP_sub_0017,ENFP,5,Sucker (from the series Arcane League of Legends),"Arcane,Marcus King",0osQqNcvhl7pD6FtjOcT9T
ENFP_sub_0017,ENFP,6,El Amar y el Querer,José José,7wUt1v2ddVqPayC8EKDp5P
ENFP_sub_0017,ENFP,7,Beautiful Liar,"Beyoncé,Shakira",2HWWNoWEEEECwZhAiLg7ib
ENFP_sub_0017,ENFP,8,WANNABE,ITZY,4pspYVQGFHLPEFgQPD1J7e
ENFP_sub_0017,ENFP,9,The Road Not Taken - Genshin Impact Animated Short  The Road Not Taken  Original Soundtrack,"HOYO-MiX,Aimer",13ZiVkjad58eXSASbOFqwB
ENFP_sub_0017,ENFP,10,David,Lorde,6ghDayhHeBXAP4OOnnrFW9
ENFP_sub_0018,ENFP,1,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,1n7xFAY4xoPeqRvrkzAtsw
ENFP_sub_0018,ENFP,2,September,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs
ENFP_sub_0018,ENFP,3,American Boy,"Estelle,Kanye West",22UDw8rSfLbUsaAGTXQ4Z8
ENFP_sub_0018,ENFP,4,Lay It Down,Steelix,3WWwNpb25m3UPtzODEO2Bg
ENFP_sub_0018,ENFP,5,Tribute,Tenacious D,53XBXgtdqf1gmWMm3rqV27
ENFP_sub_0018,ENFP,6,My Band,D12,4XHQyvbrBsQaaBUW1VvmsL
ENFP_sub_0018,ENFP,7,Riptide,Vance Joy,3JvrhDOgAt6p7K8mDyZwRd
ENFP_sub_0018,ENFP,8,Everybody Talks,Neon Trees,2iUmqdfGZcHIhS3b9E9EWq
ENFP_sub_0018,ENFP,9,Get Down On It,Kool & The Gang,4Cv6ongCvJy9JfSkWVnb5D
ENFP_sub_0018,ENFP,10,I Can Talk,Two Door Cinema Club,5R34yWuK4EWjy3l6IAfMFJ
ENFP_sub_0019,ENFP,1,Ghost Rule,DECO*27,1OAp6qN5KmoGUQ2edICKsC
ENFP_sub_0019,ENFP,2,けっかおーらい - Kekka Orai,Kocchi no Kento,7Ea65yIjXDZDfg39hsvcE6
ENFP_sub_0019,ENFP,3,Don't Stop Believin',Journey,4bHsxqR3GMrXTxEPLuK5ue
ENFP_sub_0019,ENFP,4,Bohemian Rhapsody,Queen,3z8h0TU7ReDPLIbEnYhWZb
ENFP_sub_0019,ENFP,5,dumb dumb,mazie,4qbEaaJ29p32GI8EWQmm6R
ENFP_sub_0019,ENFP,6,Gasolina,Daddy Yankee,228BxWXUYQPJrJYHDLOHkj
ENFP_sub_0019,ENFP,7,What Is This Feeling?,"Ariana Grande,Cynthia Erivo",7eGuPhpdS8sBjPJNuAShUX
ENFP_sub_0019,ENFP,8,High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom
ENFP_sub_0019,ENFP,9,GUY.exe,Superfruit,3JTjLyrnevl9ASw3ayGO2P
ENFP_sub_0019,ENFP,10,Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L
ENFP_sub_0020,ENFP,1,Diet Mountain Dew,Lana Del Rey,2vtmY2mSccRzKGjtcHSzI3
ENFP_sub_0020,ENFP,2,DENIAL IS A RIVER,Doechii,1eTaznNW4Xxtx9za2SMTXB
ENFP_sub_0020,ENFP,3,Cyber Sex,Doja Cat,1ghvzmzpx2nnrbx7wtpMgo
ENFP_sub_0020,ENFP,4,Living Proof,Camila Cabello,4jFD7byoPdGkEdjHLMduR9
ENFP_sub_0020,ENFP,5,A Certain Romance,Arctic Monkeys,0eDQj41kzBhMKQIkTt6OJR
ENFP_sub_0020,ENFP,6,Love Grows (Where My Rosemary Goes),Edison Lighthouse,5Ts1DYOuouQLgzTaisxWYh
ENFP_sub_0020,ENFP,7,Sweetest Pie,"Megan Thee Stallion,Dua Lipa",7mFj0LlWtEJaEigguaWqYh
ENFP_sub_0020,ENFP,8,Affluenza,Conan Gray,0vq7fkHZl2khMonn5G7d9l
ENFP_sub_0020,ENFP,9,Arms Tonite,Mother Mother,1rRwwqteLePmi70PGaC8ah
ENFP_sub_0020,ENFP,10,Freak,Doja Cat,3aA6xB0tOilDDX17fIJ0Bl
ENFP_sub_0021,ENFP,1,Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4
ENFP_sub_0021,ENFP,2,ซ่อน(ไม่)หา,Jeff Satur,759xYXTgNDGU6i6FH4kruy
ENFP_sub_0021,ENFP,3,มีแต่ลิฟต์,"อุ๋ย บุดดาเบลส,GUNNER,JOE TOSSAKAN,POM CHLLY",4wXT43BAe7vI6OjdrU6hQo
ENFP_sub_0021,ENFP,4,ความรักกำลังก่อตัว,NONT TANONT,3iHjTsTSp3WaNiyqz6aaHK
ENFP_sub_0021,ENFP,5,สมหวังฮะมุง,"SuPung,KRK",0mkpS0zyIYmSatDYwp0cGT
ENFP_sub_0021,ENFP,6,KIMINOTO,"SPRITE,YOUNGOHM",5pbD2zRUQmzhzqHTp97K19
ENFP_sub_0021,ENFP,7,Virus,Davide Dalmonte,32BDFuilOdMSfS9j3LGiwN
ENFP_sub_0021,ENFP,8,รักไม่รู้ประสา (Unknown Love) [เพลงประกอบซีรีส์ รักไม่รู้ภาษา (Love in Translation)],"Daou Pittaya,Offroad Kantapon",5kcRBdwsUx6Qzv2rMBvcJZ
ENFP_sub_0021,ENFP,9,Vũ Trụ Có Anh - Làn Sóng Xanh Version,"Phương Mỹ Chi,DTAP",1JCYHO5YnQLnCjbmgOndty
ENFP_sub_0021,ENFP,10,Worth It (feat. Kid Ink),"Fifth Harmony,Kid Ink",41Fflg7qHiVOD6dEPvsCzO
ENFP_sub_0022,ENFP,1,Girls Just Want to Have Fun,Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe
ENFP_sub_0022,ENFP,2,Are You Bored Yet? (feat. Clairo),"Wallows,Clairo",57RA3JGafJm5zRtKJiKPIm
ENFP_sub_0022,ENFP,3,Loverboy,A-Wall,0qXP5fMhxGzxALOkXYUxfP
ENFP_sub_0022,ENFP,4,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,1n7xFAY4xoPeqRvrkzAtsw
ENFP_sub_0022,ENFP,5,Sympathy is a knife featuring ariana grande,"Charli xcx,Ariana Grande",6xrTHtSg2SDBLilLxhbhof
ENFP_sub_0022,ENFP,6,Always Forever,Cults,2enPRFda84VE2wtI8c86Uf
ENFP_sub_0022,ENFP,7,Cruel Summer,Taylor Swift,1BxfuPKGuaTgP7aM0Bbdwr
ENFP_sub_0022,ENFP,8,Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM
ENFP_sub_0022,ENFP,9,Killer Queen - Remastered 2011,Queen,4cIPLtg1avt2Jm3ne9S1zy
ENFP_sub_0022,ENFP,10,ROXANNE,Arizona Zervas,696DnlkuDOXcMAnKlTgXXK
ENFP_sub_0023,ENFP,1,DUMDi DUMDi,i-dle,2fJ70dRX7J4jiVxKUQQp7C
ENFP_sub_0023,ENFP,2,MAGO,GFRIEND,46WaBBaEHzgbN88Ew0nh50
ENFP_sub_0023,ENFP,3,Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx
ENFP_sub_0023,ENFP,4,YEPPI YEPPI,aespa,3UKKwGrpWWamc0XNSKXjmz
ENFP_sub_0023,ENFP,5,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson,Miley Cyrus",27rdGxbavYJeBphck5MZAF
ENFP_sub_0023,ENFP,6,Stargazing,The Neighbourhood,0VF7YLIxSQKyNiFL3X6MmN
ENFP_sub_0023,ENFP,7,Blue Hour,TOMORROW X TOGETHER,3ObPkJQAgjAhTwYvDhPrAW
ENFP_sub_0023,ENFP,8,Outro : Ego,BTS,2LVw2bIK99go1NdD77dUCW
ENFP_sub_0023,ENFP,9,What is Love?,TWICE,3zhbXKFjUDw40pTYyCgt1Y
ENFP_sub_0023,ENFP,10,Stupid Love,Lady Gaga,7yBbV2k2S2uhaQc24NF2xt
ENFP_sub_0024,ENFP,1,No Other Heart,Mac DeMarco,2aaCNg42RA74s0EmHTBqS7
ENFP_sub_0024,ENFP,2,Presumably Dead Arm,Sidney Gish,6s79uwxxMkFj964YMdiJsb
ENFP_sub_0024,ENFP,3,One More Hour,Tame Impala,0mO6oS60RST2sWmN2FKknP
ENFP_sub_0024,ENFP,4,Diet Mountain Dew,Lana Del Rey,3liOnWUe0m0bi4gjaBIkAu
ENFP_sub_0024,ENFP,5,Bohemian Rhapsody,Queen,3z8h0TU7ReDPLIbEnYhWZb
ENFP_sub_0024,ENFP,6,Blinding Lights,The Weeknd,6qYkmqFsXbj8CQjAdbYz07
ENFP_sub_0024,ENFP,7,Disaster,Conan Gray,3SWGtKHaCFEUqfm9ydUFVw
ENFP_sub_0024,ENFP,8,Baby Hotline,Jack Stauber's Micropop,1R8kvV2AgNPCA2Pp4Im1Ao
ENFP_sub_0024,ENFP,9,Fuck You,Lily Allen,5st5644IlBmKiiRE73UsoZ
ENFP_sub_0024,ENFP,10,Mezase One Piece!,"Dom B,lofi mage",5uGjbCIpYVUxFwenQbC7Rf
ENFP_sub_0025,ENFP,1,Amárrame,"Mon Laferte,Juanes",3EK4tGkSiO5xvvB5sM4tln
ENFP_sub_0025,ENFP,2,Wanna Be (with Megan Thee Stallion),"GloRilla,Megan Thee Stallion",7mOC6phfrfz3jfigg1aGsE
ENFP_sub_0025,ENFP,3,UN PREVIEW,Bad Bunny,63ui2w3QJBp8xx0c1MJB2Z
ENFP_sub_0025,ENFP,4,RIDIN,Tokischa,4D8EhdAPBtxxXWTwajdblG
ENFP_sub_0025,ENFP,5,The Morning,The Weeknd,6u0dQik0aif7FQlrhycG1L
ENFP_sub_0025,ENFP,6,angel wings,Madison Beer,5NZPt2NB5YVpVxbIYFXeAg
ENFP_sub_0025,ENFP,7,The Abyss (feat. Lana Del Rey),"The Weeknd,Lana Del Rey",5ZDKPFRZC6QlJpf8bCIXTs
ENFP_sub_0025,ENFP,8,No Ponga Excusas,Cris MJ,21hsqOOUfdSjHi3SVz8oyv
ENFP_sub_0025,ENFP,9,Te Felicito,"Shakira,Rauw Alejandro",2rurDawMfoKP4uHyb2kJBt
ENFP_sub_0025,ENFP,10,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
ENFP_sub_0026,ENFP,1,Let's Groove,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8
ENFP_sub_0026,ENFP,2,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator,YoungBoy Never Broke Again,Ty Dolla $ign",5B0kgjHULYJhAQkK5XsMoC
ENFP_sub_0026,ENFP,3,Tribute,Tenacious D,53XBXgtdqf1gmWMm3rqV27
ENFP_sub_0026,ENFP,4,That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU
ENFP_sub_0026,ENFP,5,Get Down On It,Kool & The Gang,4Cv6ongCvJy9JfSkWVnb5D
ENFP_sub_0026,ENFP,6,Can I Call You Tonight?,Dayglow,64lsIF5pw0sJY0gV5kz0RN
ENFP_sub_0026,ENFP,7,Thneedville,"The Lorax Singers,Rob Riggle",7vmEKYa8wixTVJJurSRlfF
ENFP_sub_0026,ENFP,8,Soft Fuzzy Man,Lemon Demon,6gh78DdZtoLjnMs9I1Jkam
ENFP_sub_0026,ENFP,9,Come and Get Your Love - Single Version,Redbone,7GVUmCP00eSsqc4tzj1sDD
ENFP_sub_0026,ENFP,10,Never Ever Getting Rid of Me,"Christopher Fitzgerald,Kimiko Glenn,Waitress Original Broadway Cast Ensemble",1CZgbcEZEhHH28HcBFvQIW
ENFP_sub_0027,ENFP,1,Deceptacon,Le Tigre,3pYbQSgggwsaFXDW0u79Yj
ENFP_sub_0027,ENFP,2,Hayloft II,Mother Mother,0kYMwaQWABTkFff8AZjmYI
ENFP_sub_0027,ENFP,3,Cry Baby,The Neighbourhood,0EfsDEYaSjGYd66Pr881nq
ENFP_sub_0027,ENFP,4,Take A Slice,Glass Animals,37adYGaYaAWTGhBaOzX4Fh
ENFP_sub_0027,ENFP,5,Virtual Insanity,Jamiroquai,24SUWisv2lYQiB3bVpE1sn
ENFP_sub_0027,ENFP,6,Another One Bites The Dust - Remastered 2011,Queen,5vdp5UmvTsnMEMESIF2Ym7
ENFP_sub_0027,ENFP,7,19-2000,"Gorillaz,Miho Hatori,Tina Weymouth",71koAFCnGnugRdGIDfS7f4
ENFP_sub_0027,ENFP,8,Bad Habit,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy
ENFP_sub_0027,ENFP,9,The Cult of Dionysus,"The Orion Experience,ORION,Linda XO",08KTQSs3ickNki7FFTb6fY
ENFP_sub_0027,ENFP,10,Dracula,Tame Impala,709ZIqPHyFOpx2QdjmeWAM
ENFP_sub_0028,ENFP,1,I've Seen It,Olivia Dean,6tHVEMyRfxGgQuXRzl2yOF
ENFP_sub_0028,ENFP,2,Social Cues,Cage The Elephant,1KuVdyg8d6NlRhbpHxg5UF
ENFP_sub_0028,ENFP,3,Trouble,Cage The Elephant,5n0CTysih20NYdT2S0Wpe8
ENFP_sub_0028,ENFP,4,Saturday Sun,Vance Joy,2RiBogNRfulkNf7fVbPOrJ
ENFP_sub_0028,ENFP,5,Prom,SZA,5yvhdo8FXbBsIllxv2Rr94
ENFP_sub_0028,ENFP,6,Heartbreak Weather,Niall Horan,3jf3c9EOFam6Q15sho0XWw
ENFP_sub_0028,ENFP,7,Tattoos Together,Lauv,1Srt81FTalOhRw7t7l8Yh8
ENFP_sub_0028,ENFP,8,CHANEL,Tyla,4VxTzYm00mg82MuoT35Ja7
ENFP_sub_0028,ENFP,9,Someone To You,BANNERS,14BH4qO7pgCmIe6mgLKOK3
ENFP_sub_0028,ENFP,10,Make You Mine,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g
ENFP_sub_0029,ENFP,1,脳内,Lenny code fiction,1iyywIPs8cz5EhyzGQoUuX
ENFP_sub_0029,ENFP,2,君と羊と青,RADWIMPS,17A3UTMUWzCRn7I42exBhF
ENFP_sub_0029,ENFP,3,偽物勇者,703goushitsu,34m5riGZIfPtbR22cXZy2f
ENFP_sub_0029,ENFP,4,夢見る少女じゃいられない,Nanase Aikawa,4weY9jkPw2d1daBnhHhacD
ENFP_sub_0029,ENFP,5,残酷な天使のテーゼ,Yoko Takahashi,23phSRwoMy48rwFpmuAP8q
ENFP_sub_0029,ENFP,6,オトノケ - Otonoke,Creepy Nuts,6KYOlIwDHbrbeBbJEtQ0Fj
ENFP_sub_0029,ENFP,7,夜に駆ける,YOASOBI,3dPtXHP0oXQ4HCWHsOA9js
ENFP_sub_0029,ENFP,8,TAIDADA,ZUTOMAYO,4cPwi7lcWxRQNEb4xC77fC
ENFP_sub_0029,ENFP,9,ゴーゴー幽霊船,Kenshi Yonezu,6JTUCs01Y8POQjeh5lDvlo
ENFP_sub_0029,ENFP,10,Here,JUNNA,1calxl7TPBgr0E11lI9uD8
ENFP_sub_0030,ENFP,1,チャンカパーナ,NEWS,7Eh12O6cdN02uLHGDqQGMC
ENFP_sub_0030,ENFP,2,Maria,HWASA,1iwPfO2kaxmbvFGDYRAXF0
ENFP_sub_0030,ENFP,3,AIZO,King Gnu,65X2koe1LhDgQmRkNdJFv9
ENFP_sub_0030,ENFP,4,Odnogo (legendaris ultrafunk remix),DJ BRATT,5oYtq0anuk2BhA47X9E1q2
ENFP_sub_0030,ENFP,5,Toxic,Britney Spears,6I9VzXrHxO9rA9A5euc8Ak
ENFP_sub_0030,ENFP,6,GOZALO,Ariis,7hl1REazG2eMQwYLEsMhhz
ENFP_sub_0030,ENFP,7,Одного,Татьяна Куртукова,4SeaNxK99KVpGfvNhi4F9S
ENFP_sub_0030,ENFP,8,Sesame,Kroi,0VCEf8YUCa62C06LGiq9NW
ENFP_sub_0030,ENFP,9,Moves Like Jagger,"Maroon 5,Christina Aguilera",32MHZtjHg7RmVtjoThdnWU
ENFP_sub_0030,ENFP,10,Attention,Charlie Puth,5cF0dROlMOK5uNZtivgu50
ENFP_sub_0031,ENFP,1,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza,Pabllo Vittar,Yseult",5496lks6V3fh1mZAB6IAap
ENFP_sub_0031,ENFP,2,เจ็บนิด..นิด,Ya Ya Ying,5WG6evwZK0YPpU7pgbB9uG
ENFP_sub_0031,ENFP,3,Bad Boy,Cascada,0O4rbnRGXHiBHuqJemvTyv
ENFP_sub_0031,ENFP,4,She Keeps Me Up,Nickelback,4AGbGF8JPcaH43eCMuANXG
ENFP_sub_0031,ENFP,5,Sleeping Giants,The Crane Wives,2n1aDv1sVmvaA6OVq8KTFe
ENFP_sub_0031,ENFP,6,Shake It Off,Taylor Swift,5xTtaWoae3wi06K5WfVUUH
ENFP_sub_0031,ENFP,7,BIRTH OF VENUS,Banshee,1Q98DdOmQlFrIaldR4MOVl
ENFP_sub_0031,ENFP,8,killer queen,Mad Tsai,2ubQc1V6ctD8YpRjP5H940
ENFP_sub_0031,ENFP,9,S&M,Rihanna,0C4ejWmOTMv8vuYj85mf8m
ENFP_sub_0031,ENFP,10,Kill This Love,BLACKPINK,6hvczQ05jc1yGlp9zhb95V
ENFP_sub_0032,ENFP,1,Love Again,Dua Lipa,1imMjt1YGNebtrtTAprKV7
ENFP_sub_0032,ENFP,2,long story short,Taylor Swift,2o2sgVJIgFXk8GQjWTgI6U
ENFP_sub_0032,ENFP,3,Blinding Lights,The Weeknd,6qYkmqFsXbj8CQjAdbYz07
ENFP_sub_0032,ENFP,4,THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO
ENFP_sub_0032,ENFP,5,After School,Weeekly,52CBUrIdyf8tbZaUY9iawE
ENFP_sub_0032,ENFP,6,Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx
ENFP_sub_0032,ENFP,7,Queen of Disaster,Scarlett Rose,1EtzBcBjSrBg6yTodZhvZp
ENFP_sub_0032,ENFP,8,Green Light,Lorde,6ie2Bw3xLj2JcGowOlcMhb
ENFP_sub_0032,ENFP,9,"HELLO (NAYEON, MOMO, CHAEYOUNG)",TWICE,1bXM8imxd31qCecbHgSk9E
ENFP_sub_0032,ENFP,10,Are You Bored Yet? (feat. Clairo),"Wallows,Clairo",57RA3JGafJm5zRtKJiKPIm
ENFP_sub_0033,ENFP,1,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","Sia,Diplo,Labrinth,LSD",4lJNen4SMTIJMahALc3DcB
ENFP_sub_0033,ENFP,2,Jump (with Trippie Redd),"Julia Michaels,Trippie Redd",2OvV4NjEBRE9v8Oo7QeUCq
ENFP_sub_0033,ENFP,3,Sit Down Beside Me,Patrick Watson,5sQumEFLTZ7OWMbKg7Pq0J
ENFP_sub_0033,ENFP,4,MAMMAMIA,Måneskin,78SCmQ8A7KQSMdkem2SwBP
ENFP_sub_0033,ENFP,5,Great One,Jessie Reyez,1rm9z2o1PgcJHIYL6nx0VG
ENFP_sub_0033,ENFP,6,Make You Mine,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g
ENFP_sub_0033,ENFP,7,I Lived,OneRepublic,7D49Iig0avHre9RFSUMkd2
ENFP_sub_0033,ENFP,8,Georgia,Vance Joy,429EttO8gs0bDo2SQfUNSm
ENFP_sub_0033,ENFP,9,We Wait,Other Lives,4ZLiotfTpSXkbh8tMJZJ5l
ENFP_sub_0033,ENFP,10,Beautiful Day,U2,0gzqZ9d1jIKo9psEIthwXe
ENFP_sub_0034,ENFP,1,アイドルはウーニャニャの件,"ニャーKB,ツチノコパンダ",5kyfaSsJw5nYyhUjDgevel
ENFP_sub_0034,ENFP,2,チェリーボンボン,Kyary Pamyu Pamyu,1COZviCcvLHDNexmP2OeN8
ENFP_sub_0034,ENFP,3,トンツカタンタン,クレイジーウォウウォ！！,2bonDeesq7NsHnfeMNDhZv
ENFP_sub_0034,ENFP,4,Wake Up,Desired,5U3mwPXI5hdh7LoLmGXMsh
ENFP_sub_0034,ENFP,5,自遊空間,GADORO,6GAVpu0iBYo03O6OHQ8Xjb
ENFP_sub_0034,ENFP,6,Señorita,"Shawn Mendes,Camila Cabello",0TK2YIli7K1leLovkQiNik
ENFP_sub_0034,ENFP,7,シュガーソングとビターステップ,UNISON SQUARE GARDEN,6uR92injo4PDzSrOPRFfHt
ENFP_sub_0034,ENFP,8,みてみて☆こっちっち,Momoiro Clover Z,0HmJAFKFRpUe4RsIN3PwEt
ENFP_sub_0034,ENFP,9,Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ
ENFP_sub_0034,ENFP,10,AIZO,King Gnu,65X2koe1LhDgQmRkNdJFv9
ENFP_sub_0035,ENFP,1,リッツパーティー,back number,1FDrCBlNru2OrVXePw1BFQ
ENFP_sub_0035,ENFP,2,ご褒美みたいな日,Koresawa,0Yqh6RDg1wxNsuPkgTsyyL
ENFP_sub_0035,ENFP,3,RUDE!,Hearts2Hearts,0WA27lZzPKFJKAbiDRmQDc
ENFP_sub_0035,ENFP,4,くだらないの中に,Gen Hoshino,1HD7YyTYAQ4LPussdtj7Ui
ENFP_sub_0035,ENFP,5,僕のそばに,shytaupe,6VtxsPL1saMDWf2dzuJLKJ
ENFP_sub_0035,ENFP,6,SHEESH,BABYMONSTER,1njlnn8ZKHI77Pe9szIONR
ENFP_sub_0035,ENFP,7,Paint The Town Red,Doja Cat,2IGMVunIBsBLtEQyoI1Mu7
ENFP_sub_0035,ENFP,8,あんなヤツ,G-DRAGON,2yRbjuBCkSDniiNNi1O5mT
ENFP_sub_0035,ENFP,9,Bad Day,Daniel Powter,0mUyMawtxj1CJ76kn9gIZK
ENFP_sub_0035,ENFP,10,SPARK!!,Koresawa,307iThLshjnMdUev0bqlr8
ENFP_sub_0036,ENFP,1,I Want You Back,The Jackson 5,5LN9F6c1Okx7Yrwd6GO8tu
ENFP_sub_0036,ENFP,2,One Day,Lovejoy,0IUprcNjE2hDtlvY8rq2W9
ENFP_sub_0036,ENFP,3,American Boy,"Estelle,Kanye West",22UDw8rSfLbUsaAGTXQ4Z8
ENFP_sub_0036,ENFP,4,I'm Still Standing,Elton John,1jDJFeK9x3OZboIAHsY9k2
ENFP_sub_0036,ENFP,5,BOOGIE,BROCKHAMPTON,3NuN59jpH3B5cNa2M4r7XG
ENFP_sub_0036,ENFP,6,Can I Call You Tonight?,Dayglow,64lsIF5pw0sJY0gV5kz0RN
ENFP_sub_0036,ENFP,7,Loverboy,A-Wall,0qXP5fMhxGzxALOkXYUxfP
ENFP_sub_0036,ENFP,8,Eighth Wonder,Lemon Demon,7BxJz17EyAHjZlHEEqrtm6
ENFP_sub_0036,ENFP,9,Never Wanna Fall in Love With U,nelward,5w7LSuYZNCeCpi2Ytisska
ENFP_sub_0036,ENFP,10,Gemini,Evergreen,3rJEu8LZdav4zROLJynwnj
ENFP_sub_0037,ENFP,1,NUMBER,Elliot Sutton,6IUApPRe6c3psTgBSgNDEr
ENFP_sub_0037,ENFP,2,GOZALO,Ariis,7hl1REazG2eMQwYLEsMhhz
ENFP_sub_0037,ENFP,3,グリズリーに襲われたら♡,kamiyado,4tjRvHjQu2fK8uEgXtjiTN
ENFP_sub_0037,ENFP,4,HACK,Shuta Sueyoshi,6sUsZUvJ1RxXK80EG3DQM2
ENFP_sub_0037,ENFP,5,Love & War - Yellow Claw G-Funk Remix,"Yellow Claw,Yade Lauren",6UbfuPifNmblRiaE8vQ08U
ENFP_sub_0037,ENFP,6,B級,CHANMINA,0mBPNrXQjNv3NfzqrljAZZ
ENFP_sub_0037,ENFP,7,LONELY,Ccn,1HM2M1gPdr99ZpwBsC1mS2
ENFP_sub_0037,ENFP,8,Одного,Татьяна Куртукова,4SeaNxK99KVpGfvNhi4F9S
ENFP_sub_0037,ENFP,9,Hey baby!,Kumi Koda,0MyB2GqSgFY5pK37jHSSH3
ENFP_sub_0037,ENFP,10,Miree BAY ver.,Suchmos,0QYVAUf6ur5khWWuiDwpMz
ENFP_sub_0038,ENFP,1,Body Moves,DNCE,2igbKtoBMXdYgYPkCpl0V4
ENFP_sub_0038,ENFP,2,Psycho Teddy,Psycho Teddy,4oXK0bec3cADLEjwZCOmjB
ENFP_sub_0038,ENFP,3,Blah Blah Blah (feat. 3OH!3),"Kesha,3OH!3",7lWUJpax919G4JdaFEVmCy
ENFP_sub_0038,ENFP,4,Man in the Mirror,Michael Jackson,2u2udGmop1z67EPpr91km7
ENFP_sub_0038,ENFP,5,No Good Deed,Cynthia Erivo,5o0hD6Bs6RdyZxfYBoEEc8
ENFP_sub_0038,ENFP,6,Teenage Dream,Katy Perry,5jzKL4BDMClWqRguW5qZvh
ENFP_sub_0038,ENFP,7,The Power Of Love,Huey Lewis & The News,2olVm1lHicpveMAo4AUDRB
ENFP_sub_0038,ENFP,8,Mad at Disney,salem ilese,0BVPAjPQx7Zetk9RDQCC3W
ENFP_sub_0038,ENFP,9,El Serrucho,Mr Black El Presidente,7uv8kwqs2bBxuWrRVPxee6
ENFP_sub_0038,ENFP,10,Bad Romance,Lady Gaga,0SiywuOBRcynK0uKGWdCnn
ENFP_sub_0039,ENFP,1,R.E.M,Ariana Grande,1xWH8zYtDeS9mW1JJG23VZ
ENFP_sub_0039,ENFP,2,R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE
ENFP_sub_0039,ENFP,3,Are You Bored Yet? (feat. Clairo),"Wallows,Clairo",57RA3JGafJm5zRtKJiKPIm
ENFP_sub_0039,ENFP,4,New Romantics,Taylor Swift,0qAIiGFKLdV1xpNlEhjpq8
ENFP_sub_0039,ENFP,5,Looking Out for You,Joy Again,3jfZ9M23l0L7RxzYMTgBTv
ENFP_sub_0039,ENFP,6,Levitating,Dua Lipa,39LLxExYz6ewLAcYrzQQyP
ENFP_sub_0039,ENFP,7,Freaks,Surf Curse,0HUTL8i4y4MiGCPId7M7wb
ENFP_sub_0039,ENFP,8,Meet Me At Our Spot,"THE ANXIETY,WILLOW,Tyler Cole",07MDkzWARZaLEdKxo6yArG
ENFP_sub_0039,ENFP,9,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj
