#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,song_frequency
157,BOYFREN,LoveLeo,80,3B,36,2021-05-23,02:16,49,,BOYFREN,2020-01-10,85,25,1,68,0,0,-7,C♯/D♭ Major,4,3WmgMoWZ1E5yNyn2aUzWAr,QM38F1900019,1
158,Bleed Magic,I DONT KNOW HOW BUT THEY FOUND ME,162,8B,93,2021-05-23,03:23,53,,Bleed Magic,2018-10-26,52,0,20,23,10,10,-7,C Major,4,73y59JEXs1yNwjuinuQA4c,US5261823016,1
162,Poison,Alice Cooper,119,7A,91,2021-05-26,04:29,75,"glam rock, hard rock, glam metal, proto-punk, classic rock",Trash,1989-07-25,28,3,0,26,10,10,-6,D Minor,4,5XcZRgJv3zMhTqCyESjQrF,USSM18900004,1
163,Twisted Nerve,Bernard Herrmann,115,9A,17,2021-05-26,01:27,0,score,Kill Bill Vol. 1 Original Soundtrack (PA Version),2003-09-23,62,98,11,22,0,10,-14,E Minor,4,3Y9wdXMh6sNt9fUwUqTqb7,USRHD0530695,1
164,Basic,N i G H T S,105,1B,56,2021-05-26,03:30,41,dark r&b,Basic,2017-07-18,89,1,0,35,0,30,-8,B Major,4,14909dF5EB4hvURmptzGSB,TCADE1715848,1
168,Talk To Me Boy (TikTok),Moonatomy,75,2A,50,2021-06-11,06:00,0,,Talk To Me Boy (TikTok),2021-03-10,77,13,0,80,10,20,-13,D#/E♭ Minor,4,2lw0xO3W60xrcMvV0Hx9vB,QZDA72158025,1
170,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,115,12B,91,2021-06-20,03:33,1,,Heart Of Glass / Midnight Sky,2020-09-29,58,0,0,43,0,0,-5,E Major,4,5i7ThJfYLAzp2DyZuFpF6j,USRC12003345,5
172,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,166,1A,99,2021-06-20,03:25,73,"emo, pop punk",Danger Days: The True Lives of the Fabulous Killjoys,2010-11-19,41,0,0,65,0,30,-3,G#/A♭ Minor,4,5BB0Jzw60KyfSTyjJqtely,USRE11000909,2
173,Bad - 2012 Remaster,Michael Jackson,114,4B,89,2021-06-20,04:07,71,,Bad 25th Anniversary,2012-09-18,79,0,42,39,0,0,-4,G#/A♭ Major,4,5lWFrW5T3JtxVCLDb7etPu,USSM11204980,3
175,Psycho Killer - 2005 Remaster,Talking Heads,123,10B,52,2021-08-23,04:21,12,"new wave, post-punk",Talking Heads '77 (Deluxe Version),1977-09-16,72,7,1,94,0,10,-8,D Major,4,1i6N76fftMZhijOzFQ5ZtL,USWB10502860,1
176,Heaven's On Fire,KISS,124,8B,87,2021-09-23,03:21,68,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13,68,0,0,79,0,30,-6,C Major,4,1brpdmqkx3kSxyqzqXfW7J,USMR18487031,1
180,STREETSX VACATION BIBLE SCHOOL,XXKATUSJINSUX,118,1A,44,2021-09-23,04:32,0,,STREETSX VACATION BIBLE SCHOOL,2021-08-10,66,22,92,45,10,10,-10,G#/A♭ Minor,4,77DMKSy81rEgMqCz5mgfIf,SE5XG2192401,2
184,Better Luck Next Time Meme,MemMachine,157,7B,73,2021-10-04,01:02,0,,Better Luck Next Time Meme,2021-07-07,26,7,0,62,10,20,-4,F Major,4,6xXcZLCfj9Zb5LEwMsZWpq,TCAFQ2193516,1
188,I'm Gone,Oliver Tree,180,6B,68,2022-05-21,03:05,51,,Ugly is Beautiful,2020-07-17,25,1,0,31,0,20,-6,A#/B♭ Major,4,6Em6BtxvTsQrXFsFVzAEym,USAT22003723,1
195,...baby one more time,The Marías,180,5A,17,2022-08-22,02:05,58,bedroom pop,...baby one more time,2019-05-28,71,64,2,68,0,10,-15,C Minor,4,1Zqs6A90va6FUxQ7KJAckG,SE5VF1905556,1
200,Dead!,My Chemical Romance,99,9B,97,2022-11-29,03:15,71,"emo, pop punk",The Black Parade,2006-10-20,48,0,0,36,0,30,-2,G Major,4,0uukw2CgEIApv4IWAjXrBC,USRE10602904,1
2,Devil’s Advocate,The Neighbourhood,98,10A,68,2021-08-15,03:06,0,,Devil's Advocate,2020-08-21,66,3,14,86,0,50,-8,B Minor,4,4aBCSgAz8OyHgWQ9HnYZlw,USSM12003781,2
7,Don't Try Suicide - Remastered 2011,Queen,135,9B,49,2021-08-15,03:52,56,"classic rock, rock, glam rock",The Game (2011 Remaster),1980-06-27,80,34,0,65,20,0,-8,G Major,4,0V7AVcMTaQqLKzxVloxWHj,GBUM71103485,1
9,The Drug In Me Is You,Falling In Reverse,145,5B,86,2021-08-15,03:38,74,"emo, rap metal",The Drug In Me Is You,2011-07-26,55,1,0,64,10,10,-3,D#/E♭ Major,4,1mB7dCUM7sPyNab6R43nlj,USEP41118003,2
13,Fahrradsattel,Pisse,120,10B,94,2021-08-15,01:49,0,egg punk,Kohlrübenwinter,2016-09-19,68,26,74,66,0,70,-8,D Major,4,3svmi1v7HMlyYb7Pnossz6,GX38U2169400,1
14,The Cult of Dionysus,"The Orion Experience,ORION,Linda XO",138,12A,84,2021-08-15,03:07,65,,Cosmicandy,2006-01-01,66,1,0,80,0,0,-4,C♯/D♭ Minor,4,08KTQSs3ickNki7FFTb6fY,USCGH0714735,3
16,I Can't Decide,Scissor Sisters,97,5B,81,2021-08-15,02:46,61,,Ta-Dah,2006-01-01,69,24,0,87,0,20,-5,D#/E♭ Major,4,7f6RiVFXqUT3dWi35OznLI,GBUM70602614,6
17,Song 2 - 2012 Remaster,Blur,130,4B,79,2021-08-15,02:01,83,"britpop, madchester, alternative rock",Blur (Special Edition),1997-02-10,67,0,1,92,0,0,-7,G#/A♭ Major,4,1FTSo4v6BOZH9QxKc3MbVM,GBAYE1200348,2
20,My First Kiss (feat. Ke$ha),"3OH!3,Kesha",138,8B,89,2024-02-29,03:12,66,,Streets Of Gold,2010-06-25,68,1,0,83,0,30,-4,C Major,4,17tDv8WA8IhqE8qzuQn707,USAT21000648,1
21,Faggot,Mindless Self Indulgence,152,3B,76,2021-08-15,02:43,64,,Frankenstein Girls Will Seem Strangely Sexy,2000-02-11,63,0,0,56,10,0,-10,C♯/D♭ Major,4,09RhTAi0nuzCs5KS2XWSs5,USEE19900577,1
23,"Dear Maria, Count Me In",All Time Low,181,10B,90,2021-08-15,03:02,81,"pop punk, emo, punk","So Wrong, It's Right",2007-09-25,46,1,0,57,0,20,-3,D Major,4,0JJP0IS4w0fJx01EcrfkDe,USHR20747017,1
24,My Type,Saint Motel,118,6B,90,2021-08-15,03:24,72,,My Type EP,2014-08-16,60,6,0,57,0,0,-3,A#/B♭ Major,4,2Iq6HhIquO7JKr0KfTNLzU,GBAYE1400856,2
26,oops!,Yung Gravy,132,11A,74,2021-08-15,02:19,64,,Gasanova,2020-10-02,89,4,0,94,0,0,-7,F#/G♭ Minor,4,7L6G0wpIUiPXuvoo7qhb06,USUM72019052,2
28,Don't Threaten Me with a Good Time,Panic! At The Disco,184,12A,90,2021-08-15,03:33,72,emo,Death of a Bachelor,2016-01-15,56,2,0,59,0,10,-4,C♯/D♭ Minor,4,2fh3bZ8jZhMxOcfESE9nQY,USAT21503695,2
29,Gubię kroki,White 2115,116,3A,70,2021-08-15,02:17,0,,Gubię kroki,2019-12-20,84,34,0,44,30,10,-6,A#/B♭ Minor,4,6TxtJ6Nan6vyZu1m8tl3Ch,PLS281900585,1
30,How Bad Can I Be?,"Ed Helms,The Lorax Singers",98,11B,87,2021-08-15,02:52,65,,Dr. Seuss' The Lorax - Original Songs From The Motion Picture,2012-01-01,80,7,0,76,10,0,-5,A Major,4,4l1R5g85v3bUA1bSSbzg6w,USUM71201166,3
31,Death of a Bachelor,Panic! At The Disco,139,8B,54,2021-08-15,03:23,69,emo,Death of a Bachelor,2016-01-15,46,1,0,41,0,40,-6,C Major,4,1BECwm5qkaBwlbfo4kpYx8,USAT21503696,1
32,エレクトロ・ワールド - Album-mix,Perfume,143,10B,86,2021-08-15,04:21,49,"j-pop, shibuya-kei",Perfume～Complete Best～,2006-08-02,51,2,0,12,0,10,-3,D Major,4,3vk4V4vwotEvP16U1cM0HQ,JPTK00608960,1
33,Blonde Boyz,Social Justice the Musical,91,3A,89,2021-08-15,03:56,0,,Blonde Boyz,2021-01-22,70,50,0,70,20,60,-8,A#/B♭ Minor,4,66KeHcViKqZadQ4Mh1y1qe,QZFZ22172916,1
34,It's Got Issues - Original Radio Mix,Mindless Self Indulgence,120,9B,90,2021-08-15,03:07,0,,(It's 3am) ISSUES,2008-00-00,77,13,0,84,10,60,-5,G Major,4,6gG66feXECXylEWTnGhZfL,US2420811001,1
38,Cool Girl,Tove Lo,102,8A,69,2021-08-15,03:19,63,,Lady Wood,2016-10-28,67,31,0,20,10,0,-7,A Minor,4,3tJ4y2Zqx6gM9xOAuFfsSF,SEUM71601198,1
39,Anna Wintour,Azealia Banks,122,9B,90,2021-08-15,04:33,0,"ballroom vogue, hip house",Anna Wintour,2018-04-06,68,0,0,49,0,0,-5,G Major,4,5Pm7KrSKkDj37SZoMYyXDX,CAK471803001,1
42,I'm Yer Dad,GRLwood,128,8B,95,2021-08-15,02:24,0,"riot grrrl, queercore",Daddy,2018-06-15,55,1,47,18,10,10,-5,C Major,4,0GxbglYySl18aZDIaGu1RU,USGAC1800077,3
43,Eighth Wonder,Lemon Demon,140,7A,68,2021-08-15,04:42,50,,Spirit Phone,2016-02-29,49,0,40,64,0,10,-8,D Minor,4,7BxJz17EyAHjZlHEEqrtm6,TCACM1645310,1
44,Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship,Leighton Meester",120,8B,87,2021-08-15,03:16,68,,Hot Mess,2009-08-07,59,1,0,63,0,50,-4,C Major,4,7kMfu3KUydmrFVGEAhjtyl,USAT20901277,1
45,MONTERO (Call Me By Your Name),Lil Nas X,179,1A,51,2021-08-15,02:17,72,,MONTERO (Call Me By Your Name),2021-03-31,61,30,0,76,10,30,-7,G#/A♭ Minor,4,67BtfxlNbhBmCDR2L2l8qd,USSM12100531,2
46,Hot Girl,Megan Thee Stallion,186,3A,64,2021-08-15,03:16,62,,Tina Snow,2018-12-21,76,0,0,37,30,20,-5,A#/B♭ Minor,4,2Xc9MR2NMc5IKPFKaEjt1k,USXQS1821736,1
47,The Queen of White Lies,"The Orion Experience,ORION,Linda XO",123,8B,85,2021-08-15,03:08,53,,Cosmicandy,2006-01-01,76,3,0,90,0,20,-4,C Major,4,7FHrTE3de8AuB9Vuv7cRhZ,USCGH0714734,1
48,Won't Bite (feat. Smino),"Doja Cat,Smino",128,7B,78,2021-08-15,03:15,65,,Hot Pink,2019-11-07,81,35,0,59,10,10,-3,F Major,4,7k51pIqTGEHHZOnpI11Qq2,USRC11903450,1
50,Radar,Britney Spears,128,9A,66,2021-08-16,03:50,48,pop,Circus (Deluxe Version),2008-12-02,65,25,0,48,10,30,-7,E Minor,4,0awvRwer2ByXjyDSON60Q3,USJI10700730,2
51,She Wolf,Shakira,122,9B,69,2021-08-16,03:08,5,latin pop,She Wolf (Expanded Edition),2009-00-00,87,28,2,87,0,20,-7,G Major,4,4cS2HQ6jK80vqdY9ofpztx,USSM10903570,1
52,TiK ToK,Kesha,120,7A,84,2021-08-16,03:19,86,,Animal (Expanded Edition),2010-01-01,76,10,0,71,10,20,-3,D Minor,4,0HPD5WQqrq7wPWR7P7Dw1i,USRC10900433,1
53,Hit It,"Moodshift,Johnny Sibilly",118,10A,85,2021-08-23,02:08,0,,Hit It,2021-05-10,78,1,11,83,0,20,-5,B Minor,4,60XKnJFLaCy2SH8bubf5pK,SE2XW2101101,1
54,Vacation Bible School,Ayesha Erotica,130,10A,58,2021-08-23,04:51,0,,Vacation Bible School,2021-05-22,62,11,0,65,20,0,-12,B Minor,4,6KbkGUqEJBwghxPLUQpOXQ,US3DF2147060,1
55,Princess Castle,"Jazmin Bean,Cottontail",89,8A,75,2021-08-23,03:32,48,,Worldwide Torture,2020-11-11,47,17,0,44,0,20,-5,A Minor,4,4Cbrtoamv6acNiHNAUKnj0,QZHN81940758,1
56,Smells Blood,kensuke ushio,110,9A,60,2021-09-09,01:49,60,anime,DEVILMAN crybaby (Original Soundtrack),2018-01-10,64,0,86,16,0,10,-8,E Minor,4,6ZRxnIHvjN0qTVRwz3PLtO,JPE301701466,1
58,This Is Why I'm Hot,Kailee Morgue,163,4B,88,2021-08-23,02:07,41,,Here In Your Bedroom,2020-04-24,53,0,0,90,0,30,-3,G#/A♭ Major,4,0Wdti1sgfzx6f5XyBLmI0Z,USUM72008344,1
59,I Love You Jesus,Trisha Paytas,112,3B,52,2021-08-24,02:47,43,,I Love You Jesus,2017-10-04,67,45,0,40,0,10,-9,C♯/D♭ Major,4,3wYmNpzVhpXV9e4YpkHi8W,QZ5FN1753597,1
60,Don't Touch,"Lil Mariko,Full Tac",120,3B,79,2021-08-27,02:28,0,"hyperpop, ",Lil Mariko,2021-03-18,76,2,0,39,0,70,-6,C♯/D♭ Major,4,4lbiIzTsYUT1Kz3KOtQn1b,QZDA82099048,1
61,Damn I Look Good,Trisha Paytas,124,10A,73,2021-08-25,03:20,14,,Showtime,2016-09-06,80,1,0,53,0,10,-7,B Minor,4,6RO24cdv8co8CuDBdeOFHt,QZS1Z1605842,1
63,Beautymark,Daisybones,96,4A,76,2021-09-01,02:08,15,,Gold,2018-11-09,56,28,4,56,0,10,-7,F Minor,4,1Dd99kQLN4tuS9NXIKzyfo,QMEU31818967,1
65,Judgement,kensuke ushio,130,9B,89,2021-09-09,01:45,44,anime,DEVILMAN crybaby (Original Soundtrack),2018-01-10,53,27,90,32,0,10,-10,G Major,4,1KVLRGGMh973EPZ4WaqDtN,JPE301701454,1
66,Mastermind,Mindless Self Indulgence,120,11A,85,2021-09-09,02:59,0,,If,2008-04-29,56,1,6,51,10,0,-6,F#/G♭ Minor,4,1OzBgu7EIcab8wxnpWB9Qu,US2420809924,1
67,Dicks Are for My Friends,Mindless Self Indulgence,173,10A,90,2021-09-11,01:13,45,,Frankenstein Girls Will Seem Strangely Sexy,2000-02-11,58,18,0,83,10,0,-8,B Minor,4,1iWfo6oKxIVUDWROPqDsSt,USEE19900593,1
69,Try Me (feat. Jennifer Lopez and Matoma),"Jason Derulo,Jennifer Lopez,Matoma",100,4B,68,2021-09-21,03:20,53,tropical house,Everything Is 4,2015-05-29,58,2,0,21,0,0,-6,G#/A♭ Major,4,4tg1G3X26wDTmQbipgxhp5,USWB11504532,1
70,bastard,glaive,82,10B,59,2021-09-23,02:03,40,"hyperpop, glitch",bastard,2021-07-29,65,2,0,35,0,10,-5,D Major,4,22MVIVqYMJbhA5OHRNRzdS,USUG12102206,1
71,Tsunami blond,Taco Hemingway,120,10A,50,2021-09-24,02:56,0,,Marmur,2016-11-02,91,46,0,59,20,10,-8,B Minor,4,2LhftIz1tKhoJJ3nWu1css,QZ4JJ1600931,1
72,California Gurls,"Katy Perry,Snoop Dogg",125,8B,76,2021-09-24,03:54,77,"pop, g-funk, west coast hip hop, gangster rap, old school hip hop, hip hop, rap",Teenage Dream: The Complete Confection,2012-03-12,79,0,0,43,0,10,-4,C Major,4,6tS3XVuOyu10897O3ae7bi,USCA21001135,1
74,I'm Real (feat. Ja Rule) - Murder Remix,"Jennifer Lopez,Ja Rule",83,10A,59,2021-09-21,04:22,69,east coast hip hop,J.Lo,2001-01-16,71,27,0,55,10,0,-8,B Minor,4,6MLsahMK3VvH9NUwXOktdS,USSM10106880,1
76,Hands To Myself,Selena Gomez,111,4A,51,2021-09-29,03:20,69,,Revival (Deluxe),2015-10-09,81,1,0,44,10,30,-7,F Minor,4,3CJvmtWw2bJsudbAC5uCQk,USUM71513592,1
77,Lipgloss (feat. CupcakKe),"Charli xcx,cupcakKe",120,8B,82,2021-09-29,03:54,63,"hyperpop, art pop, ",Number 1 Angel,2017-03-10,74,6,0,38,0,30,-4,C Major,4,7niKxzFThgRf5fXlIYdjtZ,GBAHS1700241,1
78,Lola,MIKA,117,1B,66,2021-10-03,03:43,37,,The Origin Of Love (Deluxe),2012-01-01,84,13,4,97,0,0,-6,B Major,4,0thEZjmZCNvtv22iBe6XFX,USC7R1200007,1
79,Baby I,Ariana Grande,102,3B,80,2021-10-14,03:17,64,pop,Yours Truly,2013-01-01,72,2,0,54,0,30,-4,C♯/D♭ Major,4,6NmCCgnQcxKHPOAKgd9Nth,USUM71309591,1
80,Fuck Men,Ms. White,99,3A,43,2021-11-02,02:59,0,,Fuck Men,2017-09-01,92,8,0,55,20,0,-10,A#/B♭ Minor,4,6fKZi7xAUgBlqensyaQJmx,GBKPL1786173,1
81,"Nails, Hair, Hips, Heels",Todrick Hall,126,3B,61,2021-11-02,03:56,0,ballroom vogue,"Haus Party, Pt. 1",2019-05-23,93,34,0,78,10,0,-9,C♯/D♭ Major,4,60nXduun3ybrHhtDOUmGmV,USB251977764,1
84,Good Girls Bad Guys,Falling In Reverse,146,5B,95,2023-09-11,03:15,68,"emo, rap metal",The Drug In Me Is You,2011-07-26,47,2,0,61,10,40,-3,D#/E♭ Major,4,78ML3F5Lz3KiNkpnFAaR3q,USEP41118005,2
85,Gimme More ( Kimme More  Remix) (feat. Lil' Kim),"Britney Spears,Lil' Kim",113,10B,89,2021-11-06,04:12,42,"pop, east coast hip hop",Gimme More ( Kimme More  Remix) (feat. Lil' Kim),2008-01-08,78,27,0,49,0,10,-2,D Major,4,5GP8vMD6WaOffDeJfbit0m,USJI10700875,1
86,Pornstar,Sylvia Baudelaire,125,8B,83,2021-11-24,01:51,0,,Succubus,2020-11-27,63,0,0,59,10,0,-6,C Major,4,24qu3L6Qv9SHWjDsAgYZzJ,SE6QE2060247,1
87,Literally My Life Is (Actual Goals AF),Hiko,152,2B,71,2021-12-06,01:51,22,,Literally My Life Is (Actual Goals AF),2020-11-24,83,72,0,93,20,0,-5,F#/G♭ Major,4,0h0lDbB4RtQCZXyMwFtTFP,QM24S2011337,1
88,CHIP SHOP sampl 3ree,kkbutterfly27xx,156,1A,87,2023-11-19,00:41,11,,SRSBTYEBKKB27XX,2022-12-30,68,61,0,89,10,30,-5,G#/A♭ Minor,4,6kTtU8zaziWL16ZuDbD0QR,QZMHL2284811,1
89,Bad Girls Club,Falling In Reverse,174,10B,92,2021-12-27,03:41,65,"emo, rap metal",Fashionably Late (Deluxe Edition),2013-06-18,53,1,0,76,10,40,-3,D Major,4,5NSdMmd2LnvgDcpLiKeKeD,USEP41310002,1
90,Material Girl,Madonna,137,8B,88,2022-01-26,04:00,51,,Celebration (double disc version),2009-09-18,74,34,0,98,0,10,-3,C Major,4,22sLuJYcvZOSoLLRYev1s5,USWB10903617,3
92,Take It Easy,The Vaccines,136,9B,86,2022-07-20,02:58,35,"indie, indie rock",Combat Sports,2018-03-30,49,0,0,68,0,0,-3,G Major,4,1sXE4QJ7IgHzjPmitLUh8U,GBARL1702046,1
94,Novocaine,The Unlikely Candidates,116,6B,83,2022-08-11,04:05,52,,Novocaine,2019-03-22,65,0,0,23,0,10,-5,A#/B♭ Major,4,4GKcaqt6PFor4siHXMO42e,USQX91900509,1
96,Hard out Here,Lily Allen,125,12A,82,2023-04-07,03:31,45,,Sheezus,2014-04-28,82,11,0,94,0,0,-5,C♯/D♭ Minor,4,6FzUX4kFBss56SSjAsLi7t,GBAYE1301730,1
99,You Know You Like It,"DJ Snake,AlunaGeorge",196,4A,73,2023-08-19,04:07,80,,You Know You Like It,2014-10-14,41,1,0,25,10,30,-5,F Minor,4,57kR5SniQIbsbVoIjjOUDa,USUM71414293,1
102,I'm Not A Vampire,Falling In Reverse,185,7A,97,2023-09-11,03:51,72,"emo, rap metal",The Drug In Me Is You,2011-07-26,24,1,0,32,20,0,-3,D Minor,4,7l0Lr7Tl4Gt8hQj4v3rwtf,USEP41118004,1
105,Life Itself,Glass Animals,112,3B,67,2023-09-13,04:41,64,,How To Be A Human Being,2016-08-26,70,1,22,56,0,30,-6,C♯/D♭ Major,4,32zkKx35Et6A515oZKxDkD,GB2DY1600018,1
106,212,"Azealia Banks,Lazy Jay",126,10A,77,2023-09-11,03:24,6,"ballroom vogue, hip house, ",Broke with Expensive Taste,2014-11-07,85,1,0,62,20,0,-6,B Minor,4,16EMONl2vH3rt9f4ehTG8g,US5Z51400584,1
107,SKIBIDI TOILET (FEMALE SKIBIDI),kkbutterfly27xx,163,11B,72,2023-11-19,01:56,27,,SKIBIDI TOILET (FEMALE SKIBIDI),2023-11-17,76,44,0,91,10,10,-8,A Major,4,4FZnig4fQOlAFSHwPf4I9Y,QZTBF2310426,1
108,Radar,Britney Spears,128,9A,72,2024-02-29,03:49,61,pop,Blackout,2007-10-25,64,29,0,51,10,30,-5,E Minor,4,29Srmzqyig5Tg5EitFXsb8,USJI10700730,2
111,Dirty Mind,3OH!3,93,12B,86,2024-02-29,03:17,67,,Dirty Mind,2011-12-20,64,3,0,58,20,20,-4,E Major,4,0R97k5AJy1udJI6mGV82FJ,USAT21103579,2
112,Shut Me Up,Mindless Self Indulgence,174,3B,80,2024-02-29,02:48,73,,You'll Rebel to Anything (Expanded and Remastered 2008),2005-00-00,59,0,0,79,10,0,-4,C♯/D♭ Major,4,3oZUlZMXkj51AyYG8lGaE7,US68L0500001,5
113,Ride,Sir Mix-A-Lot,129,2B,85,2024-02-29,03:36,70,old school hip hop,Chief Boot Knocka,1994-01-01,92,1,0,90,10,0,-8,F#/G♭ Major,4,0R8bei2Q3U688hu4XEwMq3,USLIC0701161,2
114,No Mistakes,Kanye West,80,3A,65,2024-03-01,02:03,65,rap,ye,2018-06-01,64,4,0,35,0,10,-2,A#/B♭ Minor,4,35KV2Nuib6jPMVN00O8iba,USUM71807685,1
116,Wet Vagina,Doja Cat,150,11A,66,2024-04-06,03:12,35,,Scarlet 2 CLAUDE,2024-04-05,80,2,0,19,0,10,-6,F#/G♭ Minor,4,79tpPm2X79vIL3Iuk6vRZz,USRC12302184,1
117,Hard Drive,Griffinilla,130,10A,73,2025-02-06,03:00,53,,Hard Drive,2016-01-27,71,1,0,88,0,20,-8,B Minor,4,4xx37dCWh0zxsWsq4zg6GF,uscgh1643046,1
5,Pumped Up Kicks,Foster The People,128,4A,71,2021-07-12,03:59,87,,Torches,2011-05-23,73,14,12,97,0,10,-6,F Minor,4,7w87IxuO7BDcJ3YUqCyMTT,USSM11002931,6
7,The Bidding,Tally Hall,175,8A,61,2021-07-12,02:40,68,,Marvin's Marvelous Mechanical Museum,2005-10-24,54,25,0,52,20,10,-5,A Minor,4,0HBrtXJohbIW4IhPZ50GmH,TCAAY1150083,11
8,Sex with a Ghost,Teddy Hyde,79,10A,33,2021-07-12,03:52,0,,Sock-Footed,2018-04-02,48,86,0,41,0,10,-12,B Minor,4,1baoZlq32nBee9tcYbQYxV,uscgj1853748,7
12,Arms Tonite,Mother Mother,140,12B,65,2021-07-12,03:36,1,,O My Heart,2008-09-23,69,10,0,32,0,10,-4,E Major,4,1rRwwqteLePmi70PGaC8ah,CAL450882110,6
14,Lovesong - Remastered,The Cure,140,8A,79,2021-07-12,03:28,73,"new wave, post-punk, gothic rock, darkwave",Disintegration (Deluxe Edition),1989-05-02,61,33,86,86,0,20,-8,A Minor,4,2mIrfke7vosXAEWfz6ucyo,GBUM71000211,1
15,Babooshka - 2018 Remaster,Kate Bush,109,4A,36,2021-07-12,03:19,67,"art pop, baroque pop, art rock",Never for Ever (2018 Remaster),1980-09-07,49,76,0,29,0,0,-12,F Minor,4,6VpNGCU2ig4NQmsLfALdJU,GBAYE1800839,2
17,Uptown Girl,Billy Joel,129,12B,94,2021-07-12,03:18,85,soft rock,An Innocent Man,1983-08-08,70,8,0,79,0,60,-3,E Major,4,5zA8vzDGqPl2AzZkEYQGKh,USSM18300270,1
22,Hello Kitty,Avril Lavigne,128,11A,79,2021-07-12,03:16,63,,Avril Lavigne (Expanded Edition),2013-11-01,75,0,0,59,0,60,-7,F#/G♭ Minor,4,5eo5uGyM4q70CLU3LZphfu,USSM11304491,2
23,Prisoner (feat. Dua Lipa),"Miley Cyrus,Dua Lipa",128,2A,67,2021-07-12,02:49,2,pop,Prisoner (feat. Dua Lipa),2020-11-20,78,1,0,60,0,0,-4,D#/E♭ Minor,4,5JqZ3oqF00jkT81foAFvqg,USRC12003364,1
26,Bubble Pop Electric,"Gwen Stefani,Johnny Vulture",194,3B,98,2021-07-12,03:42,73,,Love. Angel. Music. Baby.,2004-11-12,57,0,0,35,20,10,-4,C♯/D♭ Major,4,4A2vjMnkAWgPVqwl3Xc7pu,USIR10400844,5
30,Highway to Hell,AC/DC,116,11A,91,2021-07-12,03:28,88,"rock, hard rock, classic rock, rock and roll",Highway to Hell,1979-07-27,57,6,0,42,10,10,-5,F#/G♭ Minor,4,2zYzyRzz6pRmhPzyfMEC8s,AUAP07900028,3
37,Wasabi,Little Mix,114,10B,66,2021-07-12,02:34,62,,LM5 (Deluxe),2018-11-16,85,0,0,23,10,10,-5,D Major,4,7IOuCLt770D8v0u3SVaDeI,GBHMU1800097,3
39,Welcome To The Jungle,Guns N' Roses,123,4B,95,2021-07-12,04:32,12,"rock, glam metal, hard rock, classic rock",Appetite For Destruction,1987-07-21,45,2,40,33,0,30,-8,G#/A♭ Major,4,0bVtevEgtDIeRjCJbK3Lmv,USGF18714801,3
48,Venom,Little Simz,140,10B,73,2021-07-12,02:34,0,,Venom,2019-09-13,43,39,0,48,10,30,-6,D Major,4,4WaaWczlVb1UJ24LILsR4C,GBWWP1804476,2
49,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,115,12B,91,2021-07-12,03:33,1,,Heart Of Glass / Midnight Sky,2020-09-29,58,0,0,43,0,0,-5,E Major,4,5i7ThJfYLAzp2DyZuFpF6j,USRC12003345,5
52,So What,P!nk,126,1B,89,2021-07-12,03:35,1,,Funhouse,2008-10-24,54,0,0,45,0,20,-3,B Major,4,6qYGUxPjQt5PJtWdiNppZx,USLF20800067,3
53,Ain't No Rest For The Wicked - Original Version,Cage The Elephant,156,8B,91,2021-07-12,02:55,1,,Cage The Elephant,2008-01-01,64,6,0,92,10,60,-6,C Major,4,5c5a2Ptu8eyIpljhQHjIqk,GBGLM0700133,2
54,All Star,Smash Mouth,104,1B,86,2021-07-12,03:20,2,,All Star Smash Hits,2005-01-01,73,4,0,77,0,0,-6,B Major,4,22c2pt75xtnDddA5Zlm0yy,USIR19902220,5
55,Under Pressure,"Queen,David Bowie",113,10B,64,2021-07-12,03:57,2,"classic rock, rock, glam rock, art rock",Best of Bowie,2002-10-21,68,24,0,53,0,0,-9,D Major,4,5oidljiMjeJTWUGZ4TfFea,GBCEG8100001,1
56,Dream On,Aerosmith,80,3B,53,2021-07-12,04:25,1,"classic rock, rock",The Essential Aerosmith,2011-09-13,41,30,0,18,0,30,-7,C♯/D♭ Major,4,07KHJvlYBeQVqrmifTEqEp,USSM10207880,1
57,Rehab,Amy Winehouse,72,8B,87,2021-07-12,03:33,0,,Back To Black,2006-01-01,44,5,0,74,0,40,-3,C Major,4,1EXAqr4fceDPYlL6XeMi2g,GBUM70603730,2
58,Give Us a Little Love,Fallulah,124,7A,42,2021-07-12,03:45,35,dansk pop,The Black Cat Neighbourhood,2010-00-00,75,74,0,39,0,0,-7,D Minor,4,2m8Ev8iVzP4AM8YjSHaxeA,DKADG0900620,2
59,Can't Get Enough Of You Baby,Smash Mouth,124,2B,90,2021-07-12,02:30,56,,Astro Lounge,1999-06-08,66,1,0,83,0,40,-5,F#/G♭ Major,4,0UVIXwqfTjefBbDyY60MWB,USIR19902230,2
